array_gene,query_gene,pi,fdr,z,sd,label,condition,neg_sample_type,related_sl_pair
MSC1,RAD54,-0.0010276525031477,0.964762182741117,-0.0325220030494324,0.0279931737262047,non_SL,BLEO,A_x,MSC1-RSC1
BIM1,RSC1,-0.0005185660471668,0.943000572519084,-0.0240316215283345,0.0137857133962627,non_SL,BLEO,x_B,MSC1-RSC1
ADO1,RSC1,-0.290175779298827,0.0116666666666667,-10.5262237945428,0.0066880506157024,SL,BLEO,,
ADO1,SGS1,-0.0026499434614677,0.94298152866242,-0.086174367062554,0.0067072949458717,non_SL,BLEO,A_x,ADO1-RSC1
TAM41,RSC1,-0.0011014800285271,0.924677425589486,-0.0322809676638172,0.0079511576684366,non_SL,BLEO,x_B,ADO1-RSC1
ARP8,DST1,-0.134764651221602,0.0477931034482759,-4.89274528170391,0.0284670301848234,SL,BLEO,,
ARP8,SGS1,-0.0017117417267079,0.961941520467836,-0.0638181752522593,0.005526659534262,non_SL,BLEO,A_x,ARP8-DST1
VMR1,DST1,-0.0011093060287569,0.904802833530106,-0.0298424975735673,0.0048193514675138,non_SL,BLEO,x_B,ARP8-DST1
TEX1,RPD3,-0.154215318890794,0.0425,-5.69350061123457,0.0469541280508527,SL,BLEO,,
TEX1,SIN3,0.0002542711230412,0.940603294440631,0.0216349156771648,0.0035548223927428,non_SL,BLEO,A_x,TEX1-RPD3
HAT1,RPD3,0.0001282438517079,0.990139548462437,-0.0034914312740633,0.0074825890696175,non_SL,BLEO,x_B,TEX1-RPD3
YDL242W,RAD51,-0.316804312796861,0.0358666666666667,-11.5139990262018,0.0231113655932952,SL,BLEO,,
YDL242W,SGS1,0.0036597355247005,0.913855581947743,0.129755602576377,0.0080234044796804,non_SL,BLEO,A_x,YDL242W-RAD51
CST26,RAD51,-0.0006129726801375,0.982253354380426,-0.0220335478632077,0.0464396904156002,non_SL,BLEO,x_B,YDL242W-RAD51
GPI15,DST1,-0.2484755874104,0.041,-9.0192521087462,0.003978605613131,SL,BLEO,,
GPI15,SGS1,9.40007283413112e-05,0.999924413553432,0.0006663265226889,0.0037129862637857,non_SL,BLEO,A_x,GPI15-DST1
SAP30,DST1,0.0001012918410219,0.970875982365344,0.009116404580833,0.0041434928321887,non_SL,BLEO,x_B,GPI15-DST1
YOL013W-A,RAD9,-0.351854805522096,0.0013,-12.9647235958543,0.097868584477162,SL,BLEO,,
YOL013W-A,RAD57,-5.1701311849256e-05,0.998930411886402,0.000239029679844,0.0041961635338709,non_SL,BLEO,A_x,YOL013W-A-RAD9
TRM112,RAD9,-0.0008177745005737,0.956315010570825,-0.022859066893216,0.0043660074021539,non_SL,BLEO,x_B,YOL013W-A-RAD9
FAP1,RAD51,-0.343335137417963,0.0170833333333333,-12.4774790586642,0.0086743555362519,SL,BLEO,,
FAP1,YLR422W,-0.0005294990052555,0.961512040816327,-0.0151465719644883,0.0032828378589236,non_SL,BLEO,A_x,FAP1-RAD51
CIN8,RAD51,0.0029927259342694,0.904195421095666,0.121131242864308,0.0092951244781205,non_SL,BLEO,x_B,FAP1-RAD51
NUT1,TEP1,-0.432587906856081,0.0,-15.9538594842967,0.0980281422959878,SL,BLEO,,
NUT1,SGS1,0.000872569909008,0.978281302956129,0.0360313999003388,0.0064318556589502,non_SL,BLEO,A_x,NUT1-TEP1
YLR253W,TEP1,-0.0006908052550198,0.970803188460808,-0.0153507920589863,0.0083074861459196,non_SL,BLEO,x_B,NUT1-TEP1
PEA2,TEL1,-0.270115443305701,0.0195,-9.91309577444414,0.0683251205917423,SL,BLEO,,
PEA2,SSM4,-0.0005658878078995,0.964526474386569,-0.0142595340289445,0.0037277187222943,non_SL,BLEO,A_x,PEA2-TEL1
CWH41,TEL1,-0.0010388895846934,0.937266002299732,-0.0294386791481423,0.005279991545939,non_SL,BLEO,x_B,PEA2-TEL1
YDL032W,DST1,-0.12865480199392,0.0435277777777778,-4.73625597782415,0.0314042518606528,SL,BLEO,,
YDL032W,SIN3,0.0002770907063753,0.980709456473708,0.0066940699874076,0.0059442978836455,non_SL,BLEO,A_x,YDL032W-DST1
YJL070C,DST1,-0.0008042881592574,0.903685039370079,-0.0301773913233522,0.0065312425019337,non_SL,BLEO,x_B,YDL032W-DST1
IMP1,RPD3,-0.16400200912373,0.0431176470588235,-5.99786473943613,0.0334862704309575,SL,BLEO,,
IMP1,ELG1,0.0007872267296497,0.916249840527323,0.0283527373884019,0.0047290958716714,non_SL,BLEO,A_x,IMP1-RPD3
TVP18,RPD3,0.0008427357610923,0.923558823529412,0.0249787216483687,0.0037011192982335,non_SL,BLEO,x_B,IMP1-RPD3
SGF73,DST1,-0.116994579013524,0.0487291666666667,-4.24368914595149,0.0036172624406325,SL,BLEO,,
SGF73,TOS3,-3.51701949937375e-05,0.987520535216503,0.0032657786612171,0.009797382756838,non_SL,BLEO,A_x,SGF73-DST1
YBL059W,DST1,0.0003526663602899,0.946284552845528,0.016913319654917,0.003316577127197,non_SL,BLEO,x_B,SGF73-DST1
ALP1,CDC4,-0.161923772900605,0.009,-5.91347177740621,0.0118041266136024,SL,BLEO,,
ALP1,CUL3,-0.0004580480647248,0.956680444170265,-0.0125094566397897,0.0058884527165796,non_SL,BLEO,A_x,ALP1-CDC4
COG2,CDC4,-0.0001143977208704,0.986076069730586,-0.005025492542062,0.003461394882416,non_SL,BLEO,x_B,ALP1-CDC4
STP22,RPD3,-0.179149664805805,0.0474545454545455,-6.43646758584239,0.0568646979589442,SL,BLEO,,
STP22,RAD1,0.0004782618301518,0.959447989172467,0.0142356462010859,0.0034332954018436,non_SL,BLEO,A_x,STP22-RPD3
YCL041C,RPD3,0.0001613661664268,0.989845029239766,0.0039160022688868,0.0037849979069137,non_SL,BLEO,x_B,STP22-RPD3
ICY2,MSH6,-0.300814784963808,0.0445714285714286,-10.8893854861371,0.0257819407765862,SL,BLEO,,
ICY2,ELG1,0.0008944175895773,0.902546666666667,0.0334848994723269,0.0027749192815513,non_SL,BLEO,A_x,ICY2-MSH6
PPZ1,MSH6,-0.0023321053058732,0.924704867932766,-0.0772127812743714,0.0266882520931917,non_SL,BLEO,x_B,ICY2-MSH6
CCT2,DST1,-0.135220439042528,0.0495,-4.89327714920918,0.0260717925531362,SL,BLEO,,
CCT2,SGS1,0.0023993827358949,0.950629396984925,0.0793909045289258,0.0038992353183397,non_SL,BLEO,A_x,CCT2-DST1
YGR067C,DST1,-0.0009613897922368,0.903477550216621,-0.0303080371007415,0.0042600530838996,non_SL,BLEO,x_B,CCT2-DST1
YPT7,DST1,-0.132461737666734,0.0420571428571429,-4.81531101219084,0.0143347672812537,SL,BLEO,,
YPT7,CDC73,0.001559308014831,0.920712041884817,0.0436379555044519,0.005322511510343,non_SL,BLEO,A_x,YPT7-DST1
CDC14,DST1,-0.0005152904764032,0.951307826086957,-0.0153746549589577,0.0054705332982013,non_SL,BLEO,x_B,YPT7-DST1
UME6,DST1,-0.117248964262262,0.0490851063829787,-4.26206437541083,0.0068359221349939,SL,BLEO,,
UME6,CDC4,9.58974737956877e-05,0.996445429266597,-0.0012568806997281,0.0030378327959043,non_SL,BLEO,A_x,UME6-DST1
AAR2,DST1,-0.0002181736019284,0.99128783269962,0.0025946715789388,0.0155655442970199,non_SL,BLEO,x_B,UME6-DST1
NOP12,DST1,-0.126426860360174,0.0466578947368421,-4.5921063048063,0.0119476330666133,SL,BLEO,,
NOP12,SGS1,-5.75093985467762e-05,0.999425365344468,0.0012961953403355,0.0074369102811836,non_SL,BLEO,A_x,NOP12-DST1
HHF2,DST1,-0.0003245145150863,0.951045041561956,-0.0155197819230435,0.004025599676951,non_SL,BLEO,x_B,NOP12-DST1
TIF6,DST1,-0.105274809725711,0.0491044776119403,-3.81945139107137,0.0018285406992488,SL,BLEO,,
TIF6,IRA1,-0.0009942839434622,0.910376440206595,-0.049784459255331,0.0171373036454927,non_SL,BLEO,A_x,TIF6-DST1
TOS4,DST1,-0.0002015550504528,0.966643241167435,-0.0104758983447621,0.0041084835741432,non_SL,BLEO,x_B,TIF6-DST1
VMA21,RSC1,-0.293902602023909,0.013,-10.6308451010536,0.0639576737956932,SL,BLEO,,
VMA21,CDC73,-0.0009011102892905,0.950680186046511,-0.0276640817311416,0.0062563213280542,non_SL,BLEO,A_x,VMA21-RSC1
TVP18,RSC1,-0.0008999103844358,0.921576796436181,-0.0336623226256743,0.0045979509531971,non_SL,BLEO,x_B,VMA21-RSC1
SNT1,IRA1,-0.279325869835905,0.0249230769230769,-10.1585504578448,0.0873414590883554,SL,BLEO,,
SNT1,CDC73,0.0010536524645083,0.939237779461917,0.0343367686276707,0.0037260712580563,non_SL,BLEO,A_x,SNT1-IRA1
TAN1,IRA1,0.0004731118570516,0.985614467102732,0.0086664959775672,0.0063763323813806,non_SL,BLEO,x_B,SNT1-IRA1
