candidate_genes,disease,celltype,y,user_question,full_query
"['RPP25', 'MMP10', 'POLD2', 'POLR2I', 'SUCNR1']",Hepatoblastoma,endothelial,POLD2,"Which gene among RPP25, MMP10, POLD2, POLR2I, and SUCNR1 demonstrates the greatest endothelial cell-type specificity, making it the most promising candidate for targeted intervention in hepatoblastoma?","Which gene among RPP25, MMP10, POLD2, POLR2I, and SUCNR1 demonstrates the greatest endothelial cell-type specificity, making it the most promising candidate for targeted intervention in hepatoblastoma? Identify the verified therapeutic targets for hepatoblastoma and obtain their cell-type–specific embeddings from PINNACLE. Next, identify the endothelial-activated genes in PINNACLE that overlap with these targets to define the cell-type–specific targets for hepatoblastoma. Compute the average embedding of this overlapping set, then calculate the cosine similarity between this reference embedding and the embedding of each individual target gene. Finally, if one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological significance."
"['THOC2', 'TUBG2', 'POLE2', 'RPL5', 'CLDN7']",Hepatoblastoma,endothelial,POLE2,"Among the candidate genes THOC2, TUBG2, POLE2, RPL5, and CLDN7, which exhibits the highest specificity for endothelial cells in hepatoblastoma?","Among the candidate genes THOC2, TUBG2, POLE2, RPL5, and CLDN7, which exhibits the highest specificity for endothelial cells in hepatoblastoma? Identify the validated therapeutic targets for hepatoblastoma and extract their cell-type–specific embeddings from the PINNACLE database. Determine the overlap between these targets and the endothelial-activated genes in PINNACLE to define the cell-type–specific targets for hepatoblastoma. Next, calculate the average embedding for the overlapping gene set and compute the cosine similarity between this average and each individual target embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['TOP2A', 'ZNF823', 'DGKA', 'PRMT7', 'PDIA6']",Hepatoblastoma,endothelial,TOP2A,"Among TOP2A, ZNF823, DGKA, PRMT7, and PDIA6, which gene exhibits the highest endothelial cell-type specificity for targeting Hepatoblastoma?","Among TOP2A, ZNF823, DGKA, PRMT7, and PDIA6, which gene exhibits the highest endothelial cell-type specificity for targeting Hepatoblastoma? Identify the validated therapeutic targets for hepatoblastoma and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the endothelial-activated genes in PINNACLE to define a set of cell-type–specific candidate targets. Calculate the average embedding of these candidate targets as a reference, then compute the cosine similarity between this reference and each individual target. If one gene exhibits significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['TUBB4B', 'GNG10', 'CTPS2', 'NFE4', 'NFKB1']",Hepatoblastoma,endothelial,TUBB4B,"Which gene among TUBB4B, GNG10, CTPS2, NFE4, and NFKB1 exhibits the highest specificity for endothelial cells, thereby emerging as the most promising candidate for targeting hepatoblastoma?","Which gene among TUBB4B, GNG10, CTPS2, NFE4, and NFKB1 exhibits the highest specificity for endothelial cells, thereby emerging as the most promising candidate for targeting hepatoblastoma? Identify the validated therapeutic targets for Hepatoblastoma and retrieve their cell-type–specific embeddings from PINNACLE. Then, determine which endothelial-activated genes in PINNACLE overlap with these targets to define the cell-type–specific set for Hepatoblastoma. Compute the average embedding for the overlapping genes as a reference, and calculate the cosine similarity between this reference and each individual target. If one gene displays a significantly higher similarity than the others, designate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['KIT', 'TRABD', 'IGFBP3', 'KIF7', 'NANOG']",Hepatoblastoma,endothelial,KIT,"Which gene among KIT, TRABD, IGFBP3, KIF7, and NANOG exhibits the highest endothelial cell-specific expression for targeted intervention in hepatoblastoma?","Which gene among KIT, TRABD, IGFBP3, KIF7, and NANOG exhibits the highest endothelial cell-specific expression for targeted intervention in hepatoblastoma? Identify validated therapeutic targets for hepatoblastoma and obtain their cell-type–specific embeddings from the PINNACLE dataset. Next, determine the subset of these targets that overlaps with endothelial-activated genes in PINNACLE, thereby defining hepatoblastoma-specific targets. Compute the average embedding for this overlapping set and calculate the cosine similarity between this average embedding and each target’s embedding. If one gene consistently shows significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['SOCS1', 'STX3', 'CFAP97', 'POLE3', 'SERTAD3']",Hepatoblastoma,endothelial,POLE3,"Which gene among SOCS1, STX3, CFAP97, POLE3, and SERTAD3 exhibits the highest endothelial cell specificity as a potential target for hepatoblastoma therapy?","Which gene among SOCS1, STX3, CFAP97, POLE3, and SERTAD3 exhibits the highest endothelial cell specificity as a potential target for hepatoblastoma therapy? Identify the validated therapeutic targets for Hepatoblastoma and extract their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the endothelial-activated gene set in PINNACLE, as this overlap represents the cell-type–specific targets for Hepatoblastoma. Compute the average embedding of this overlapping set to serve as a reference, and then calculate the cosine similarity between this reference embedding and each individual target’s embedding. If one gene displays a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological significance."
"['KDR', 'ADRB2', 'TMEM201', 'CHD6', 'EGFLAM']",Hepatoblastoma,endothelial,KDR,"Which gene among KDR, ADRB2, TMEM201, CHD6, and EGFLAM exhibits the most specific expression in endothelial cells to serve as a promising target for Hepatoblastoma therapy?","Which gene among KDR, ADRB2, TMEM201, CHD6, and EGFLAM exhibits the most specific expression in endothelial cells to serve as a promising target for Hepatoblastoma therapy? Identify the verified therapeutic targets for hepatoblastoma and obtain their cell-type–specific embeddings from PINNACLE. Next, determine the overlap between these targets and the endothelial-activated genes present in PINNACLE, which will define the cell-type–specific targets for hepatoblastoma. Compute the average embedding of this overlapping set as a reference, then calculate the cosine similarity between this reference and the embedding of each individual target gene. If one gene shows a markedly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['LINC00839', 'VPREB3', 'ANKRD10', 'PTP4A1', 'KDR']",Hepatoblastoma,endothelial,KDR,"Among LINC00839, VPREB3, ANKRD10, PTP4A1, and KDR, which gene exhibits the highest endothelial cell-type specificity for hepatoblastoma targeting?","Among LINC00839, VPREB3, ANKRD10, PTP4A1, and KDR, which gene exhibits the highest endothelial cell-type specificity for hepatoblastoma targeting? Identify the validated therapeutic targets for Hepatoblastoma and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the endothelial-activated genes in PINNACLE, defining the cell-type–specific targets for Hepatoblastoma. Calculate the average embedding for these targets and compute the cosine similarity between this average and each individual target embedding. If one target exhibits a significantly higher similarity than the others, nominate it as the leading candidate and provide a concise, evidence-based explanation of its biological relevance."
"['RPSAP15', 'KDM1A', 'NCS1', 'NDUFS5', 'FLT4']",Hepatoblastoma,endothelial,FLT4,"Which gene among RPSAP15, KDM1A, NCS1, NDUFS5, and FLT4 exhibits the highest endothelial cell specificity for targeted intervention in hepatoblastoma?","Which gene among RPSAP15, KDM1A, NCS1, NDUFS5, and FLT4 exhibits the highest endothelial cell specificity for targeted intervention in hepatoblastoma? Identify the validated therapeutic targets for hepatoblastoma and extract their cell-type-specific embeddings from the PINNACLE dataset. Next, determine which of these targets overlap with the endothelial-activated genes in PINNACLE to define the cell-type-specific targets for hepatoblastoma. Calculate the average embedding for this overlapping set as a reference, and then compute the cosine similarity between the reference and each individual target. If one gene exhibits significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['MRPL45', 'S1PR5', 'TYMS', 'ZNF155', 'TIMM13']",Hepatoblastoma,endothelial,TYMS,"Which gene among MRPL45, S1PR5, TYMS, ZNF155, and TIMM13 exhibits the highest endothelial cell-type specificity for targeted hepatoblastoma therapy?","Which gene among MRPL45, S1PR5, TYMS, ZNF155, and TIMM13 exhibits the highest endothelial cell-type specificity for targeted hepatoblastoma therapy? Identify the validated therapeutic targets for Hepatoblastoma and extract their cell-type–specific embeddings from PINNACLE. Next, determine which endothelial-activated genes in PINNACLE overlap with these targets to establish a set of cell-type–specific candidates. Compute the average embedding for this candidate set and then calculate the cosine similarity between this average and each individual candidate embedding. If one gene exhibits a markedly higher similarity than all others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['METTL21C', 'SVIP', 'TUBB', 'DEFB131A', 'CMYA5']",Hepatoblastoma,kupffer cell,TUBB,"Which gene among METTL21C, SVIP, TUBB, DEFB131A, and CMYA5 exhibits the highest expression specificity in Kupffer cells for targeted intervention in hepatoblastoma?","Which gene among METTL21C, SVIP, TUBB, DEFB131A, and CMYA5 exhibits the highest expression specificity in Kupffer cells for targeted intervention in hepatoblastoma? Identify the verified therapeutic targets for Hepatoblastoma and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the set of kupffer cell–activated genes from PINNACLE, thereby defining the cell-type–specific targets for Hepatoblastoma. Calculate the average embedding for this overlapping set as a reference, then compute the cosine similarity between this reference and each individual target embedding. If one gene shows a significantly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['PLAAT5', 'TOP2A', 'UPF2', 'MSH5', 'PRKAG2']",Hepatoblastoma,kupffer cell,TOP2A,"Among the genes PLAAT5, TOP2A, UPF2, MSH5, and PRKAG2, which one exhibits the most specific expression in Kupffer cells for targeted intervention in Hepatoblastoma?","Among the genes PLAAT5, TOP2A, UPF2, MSH5, and PRKAG2, which one exhibits the most specific expression in Kupffer cells for targeted intervention in Hepatoblastoma? Identify verified therapeutic target genes for hepatoblastoma and obtain their cell-type–specific embeddings from the PINNACLE dataset. Then, determine which of the kupffer cell-activated genes in PINNACLE overlap with these targets, as this set represents the cell-type–specific targets. Calculate the average embedding of this overlapping set to serve as a reference, and compute the cosine similarity between this reference and each individual target's embedding. If one gene shows significantly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['POLD3', 'PDZK1IP1', 'TMEM120A', 'ITPRIP', 'RGS16']",Hepatoblastoma,kupffer cell,POLD3,"Among the genes POLD3, PDZK1IP1, TMEM120A, ITPRIP, and RGS16, which one exhibits the highest specificity in Kupffer cells, making it the most promising candidate for targeting hepatoblastoma?","Among the genes POLD3, PDZK1IP1, TMEM120A, ITPRIP, and RGS16, which one exhibits the highest specificity in Kupffer cells, making it the most promising candidate for targeting hepatoblastoma? Identify the verified therapeutic targets for hepatoblastoma and extract their cell-type–specific embeddings from the PINNACLE database. Next, determine which Kupffer cell–activated genes from PINNACLE overlap with these targets, treating this overlapping set as the cell-type–specific targets for hepatoblastoma. Calculate the average embedding for the overlapping set and determine the cosine similarity between this reference and each individual target. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['CDH18', 'TOP2B', 'TIGD7', 'POLR3H', 'KRTAP5-7']",Hepatoblastoma,kupffer cell,TOP2B,"Which gene—CDH18, TOP2B, TIGD7, POLR3H, or KRTAP5-7—exhibits the highest cell-type specificity in Kupffer cells, making it the most promising target for hepatoblastoma therapy?","Which gene—CDH18, TOP2B, TIGD7, POLR3H, or KRTAP5-7—exhibits the highest cell-type specificity in Kupffer cells, making it the most promising target for hepatoblastoma therapy? Identify the validated therapeutic targets for Hepatoblastoma and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the genes activated in Kupffer cells in PINNACLE; these represent the cell-type–specific targets. Compute the average embedding of these overlapping genes as a reference, then calculate the cosine similarity between this reference and each individual target. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['TYMS', 'ZNRD2', 'RPLP0', 'MRI1', 'TRIM9']",Hepatoblastoma,kupffer cell,TYMS,"Among TYMS, ZNRD2, RPLP0, MRI1, and TRIM9, which gene exhibits the highest specificity of expression in Kupffer cells, making it the most suitable candidate for targeted intervention in hepatoblastoma?","Among TYMS, ZNRD2, RPLP0, MRI1, and TRIM9, which gene exhibits the highest specificity of expression in Kupffer cells, making it the most suitable candidate for targeted intervention in hepatoblastoma? Identify the verified therapeutic targets for hepatoblastoma and obtain their cell-type–specific embeddings from the PINNACLE database. Next, determine which genes activated in Kupffer cells overlap with these targets; this overlapping set will serve as the cell-type–specific targets for hepatoblastoma. Calculate the average embedding for this set and then compute the cosine similarity between this average and each individual target embedding. If one gene exhibits a markedly higher similarity compared to the others, designate it as the top candidate and provide a concise, evidence-based justification for its biological relevance."
"['LRRC8E', 'GK', 'PTGR2', 'EHF', 'POLA2']",Hepatoblastoma,kupffer cell,POLA2,"Among the genes LRRC8E, GK, PTGR2, EHF, and POLA2, which one shows the highest specificity of expression in Kupffer cells for potential targeting of hepatoblastoma?","Among the genes LRRC8E, GK, PTGR2, EHF, and POLA2, which one shows the highest specificity of expression in Kupffer cells for potential targeting of hepatoblastoma? Identify the validated therapeutic targets for hepatoblastoma and obtain their cell-type-specific embeddings from PINNACLE. Next, retrieve the set of kupffer cell-activated genes from PINNACLE and determine which of these overlap with the hepatoblastoma targets. Compute the average embedding for this overlapping set, then calculate the cosine similarity between this reference embedding and each individual target. If one gene consistently shows a notably higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['HJV', 'TUBB4B', 'MMP2', 'NRCAM', 'CBL']",Hepatoblastoma,kupffer cell,TUBB4B,"Which gene among HJV, TUBB4B, MMP2, NRCAM, and CBL exhibits the highest expression specificity in Kupffer cells, making it the most promising candidate for targeted hepatoblastoma therapy?","Which gene among HJV, TUBB4B, MMP2, NRCAM, and CBL exhibits the highest expression specificity in Kupffer cells, making it the most promising candidate for targeted hepatoblastoma therapy? Identify and retrieve the verified therapeutic targets for Hepatoblastoma from PINNACLE, along with their cell-type–specific embeddings. Next, determine which kupffer cell-activated genes in PINNACLE overlap with these targets to define a cell-type–specific target set. Compute the average embedding for this set and then calculate the cosine similarity between this reference and each individual target. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['KIR3DL2', 'RRM1', 'ALOX12', 'NAGS', 'USP37']",Hepatoblastoma,kupffer cell,RRM1,"Among the genes KIR3DL2, RRM1, ALOX12, NAGS, and USP37, which one exhibits the highest specificity for Kupffer cells in the context of targeting hepatoblastoma?","Among the genes KIR3DL2, RRM1, ALOX12, NAGS, and USP37, which one exhibits the highest specificity for Kupffer cells in the context of targeting hepatoblastoma? Identify validated therapeutic targets for hepatoblastoma and extract their cell-type–specific embeddings from PINNACLE. Next, determine which kupffer cell-activated genes in PINNACLE overlap with these targets. Compute the average embedding of the overlapping set as a reference, and calculate the cosine similarity between this reference and each individual target embedding. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate, providing a concise, evidence-based rationale for its biological relevance."
"['DNASE1', 'RAPGEF1', 'POLE2', 'TSHB', 'TRIM48']",Hepatoblastoma,kupffer cell,POLE2,"Among DNASE1, RAPGEF1, POLE2, TSHB, and TRIM48, which gene exhibits the greatest cell-type specificity in Kupffer cells, making it the most promising candidate for targeted hepatoblastoma interventions?","Among DNASE1, RAPGEF1, POLE2, TSHB, and TRIM48, which gene exhibits the greatest cell-type specificity in Kupffer cells, making it the most promising candidate for targeted hepatoblastoma interventions? Identify validated therapeutic targets for hepatoblastoma and retrieve their corresponding cell-type–specific embeddings from the PINNACLE database. Cross-reference these targets with the set of kupffer cell-activated genes in PINNACLE to determine the overlapping genes, which will serve as the cell-type–specific targets for hepatoblastoma. Compute the average embedding for this overlapping set and calculate the cosine similarity between this reference embedding and each individual gene's embedding. If one gene exhibits a markedly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['PMF1-BGLAP', 'WDR20', 'ELK4', 'BEGAIN', 'PRIM2']",Hepatoblastoma,kupffer cell,PRIM2,"Among PMF1-BGLAP, WDR20, ELK4, BEGAIN, and PRIM2, which gene shows the highest expression specificity in Kupffer cells, making it the most promising candidate for hepatoblastoma targeting?","Among PMF1-BGLAP, WDR20, ELK4, BEGAIN, and PRIM2, which gene shows the highest expression specificity in Kupffer cells, making it the most promising candidate for hepatoblastoma targeting? Identify the validated therapeutic targets for hepatoblastoma and retrieve their cell-type–specific embeddings from the PINNACLE dataset. Next, determine the intersection of these targets with kupffer cell–activated genes in PINNACLE. Compute the average embedding of the overlapping genes as a reference, then calculate the cosine similarity between this reference and each individual gene’s embedding. If one gene exhibits a notably higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['SPG11', 'NCOA5', 'FLT1', 'SHF', 'CYTH2']",Hepatoblastoma,kupffer cell,FLT1,"Which gene—SPG11, NCOA5, FLT1, SHF, or CYTH2—exhibits the highest specificity for Kupffer cells in the context of hepatoblastoma targeting?","Which gene—SPG11, NCOA5, FLT1, SHF, or CYTH2—exhibits the highest specificity for Kupffer cells in the context of hepatoblastoma targeting? Identify the validated therapeutic targets for Hepatoblastoma and extract their cell-type–specific embeddings from PINNACLE. Next, determine which Kupffer cell–activated genes in PINNACLE overlap with these targets, forming a set of candidate cell-type–specific targets. Compute the average embedding for these candidates and calculate the cosine similarity between this reference and each individual target. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['PRIM1', 'SUCO', 'TUBGCP4', 'MAPK13', 'ZNF580']",Hepatoblastoma,kupffer cell,PRIM1,"Among PRIM1, SUCO, TUBGCP4, MAPK13, and ZNF580, which gene shows the highest expression specificity in Kupffer cells for potential hepatoblastoma targeting?","Among PRIM1, SUCO, TUBGCP4, MAPK13, and ZNF580, which gene shows the highest expression specificity in Kupffer cells for potential hepatoblastoma targeting? Identify the verified therapeutic targets for Hepatoblastoma and obtain their cell-type–specific embeddings from PINNACLE. Next, identify the overlap between these targets and the Kupffer cell-activated genes cataloged in PINNACLE. For the overlapping genes, compute the average embedding as a reference, then calculate the cosine similarity between this reference and each individual target. If one gene consistently shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['TOP1', 'PILRB', 'AKAP1', 'DHODH', 'REG1A']",Hepatoblastoma,kupffer cell,TOP1,"Among TOP1, PILRB, AKAP1, DHODH, and REG1A, which gene demonstrates the highest cell-type specificity in kupffer cells and therefore represents the most promising target for hepatoblastoma?","Among TOP1, PILRB, AKAP1, DHODH, and REG1A, which gene demonstrates the highest cell-type specificity in kupffer cells and therefore represents the most promising target for hepatoblastoma? Identify validated therapeutic targets for Hepatoblastoma and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which kupffer cell–activated genes in PINNACLE overlap with these targets to define a set of cell-type–specific targets for Hepatoblastoma. Compute the average embedding for this overlapping set and then calculate the cosine similarity between this reference and each individual target. If a single gene exhibits a markedly higher similarity than the others, designate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['PEG10', 'CFAP100', 'POLA1', 'ZNF141', 'DPAGT1']",Hepatoblastoma,kupffer cell,POLA1,"Among the genes PEG10, CFAP100, POLA1, ZNF141, and DPAGT1, which one exhibits the highest specificity in Kupffer cells and would therefore be the most promising candidate for targeted hepatoblastoma therapy?","Among the genes PEG10, CFAP100, POLA1, ZNF141, and DPAGT1, which one exhibits the highest specificity in Kupffer cells and would therefore be the most promising candidate for targeted hepatoblastoma therapy? Identify validated therapeutic targets for hepatoblastoma and retrieve their cell-type–specific embeddings from the PINNACLE database. Then, determine which targets overlap with genes activated in Kupffer cells from the same dataset. For the overlapping gene set, compute the average embedding vector and calculate the cosine similarity between this average and each individual target’s embedding. If one gene demonstrates markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
