candidate_genes,disease,celltype,y,user_question,full_query
"['NDUFA11', 'NDFIP1', 'DPEP1', 'LAP3', 'TRMU']",type 1 diabetes mellitus,pancreatic epsilon cell,NDUFA11,"Which gene among NDUFA11, NDFIP1, DPEP1, LAP3, and TRMU exhibits the highest cell-type specificity in pancreatic epsilon cells for targeting type 1 diabetes mellitus?","Which gene among NDUFA11, NDFIP1, DPEP1, LAP3, and TRMU exhibits the highest cell-type specificity in pancreatic epsilon cells for targeting type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine which pancreatic epsilon cell-activated genes in PINNACLE overlap with these targets. Calculate the average embedding of this overlapping set, then compute the cosine similarity between the average and each individual target embedding. If a single gene demonstrates markedly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['SOX5', 'SLC26A2', 'IL11RA', 'CCDC62', 'NDUFA13']",type 1 diabetes mellitus,pancreatic epsilon cell,NDUFA13,"Which gene among SOX5, SLC26A2, IL11RA, CCDC62, and NDUFA13 demonstrates the highest cell-type specificity in pancreatic epsilon cells for targeting type 1 diabetes mellitus?","Which gene among SOX5, SLC26A2, IL11RA, CCDC62, and NDUFA13 demonstrates the highest cell-type specificity in pancreatic epsilon cells for targeting type 1 diabetes mellitus? Identify verified therapeutic targets for type 1 diabetes mellitus and extract their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the genes activated in pancreatic epsilon cells according to PINNACLE. Compute the average embedding of the overlapping genes and calculate the cosine similarity between this reference and each individual target embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['INS', 'KLHDC8A', 'SLC25A22', 'NLRP12', 'ZBTB43']",type 1 diabetes mellitus,pancreatic epsilon cell,INS,"Which gene among INS, KLHDC8A, SLC25A22, NLRP12, and ZBTB43 exhibits the most specific expression in pancreatic epsilon cells, making it the most promising candidate for targeting type 1 diabetes mellitus?","Which gene among INS, KLHDC8A, SLC25A22, NLRP12, and ZBTB43 exhibits the most specific expression in pancreatic epsilon cells, making it the most promising candidate for targeting type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and extract their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the genes activated in pancreatic epsilon cells reported in PINNACLE. Compute the average embedding for this overlapping set, then calculate the cosine similarity between this average and each individual target’s embedding. If one gene demonstrates a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance in the context of type 1 diabetes."
"['EMC10', 'MT-ND1', 'BMI1', 'GOLGA6L9', 'SPATA5L1']",type 1 diabetes mellitus,pancreatic epsilon cell,MT-ND1,"Which gene among EMC10, MT-ND1, BMI1, GOLGA6L9, and SPATA5L1 exhibits the highest cell-type specificity in pancreatic epsilon cells for targeting type 1 diabetes mellitus?","Which gene among EMC10, MT-ND1, BMI1, GOLGA6L9, and SPATA5L1 exhibits the highest cell-type specificity in pancreatic epsilon cells for targeting type 1 diabetes mellitus? Identify the verified therapeutic targets for type 1 diabetes mellitus and extract their cell-type-specific embeddings from the PINNACLE database. Next, determine the overlap between these targets and the genes activated in pancreatic epsilon cells according to PINNACLE, thereby defining a set of cell-type–specific targets. Compute the average embedding of this overlapping set, then calculate the cosine similarity between this average and the embedding of each individual target. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based justification for its biological relevance."
"['NDUFB2', 'MAP3K2-DT', 'NTRK2', 'PRSS21', 'LINC02322']",type 1 diabetes mellitus,pancreatic epsilon cell,NDUFB2,"Which gene among NDUFB2, MAP3K2-DT, NTRK2, PRSS21, and LINC02322 exhibits the highest specificity of expression in pancreatic epsilon cells, thereby representing the most promising candidate for targeting type 1 diabetes mellitus?","Which gene among NDUFB2, MAP3K2-DT, NTRK2, PRSS21, and LINC02322 exhibits the highest specificity of expression in pancreatic epsilon cells, thereby representing the most promising candidate for targeting type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and extract their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with genes activated in pancreatic epsilon cells in PINNACLE to define the cell-type–specific targets for type 1 diabetes mellitus. Calculate the average embedding from this overlapping set as a reference vector, and then compute the cosine similarity between this reference and each individual target’s embedding. If one gene shows a strikingly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['ETV7-AS1', 'KIF20B', 'LINC00239', 'NDUFA11', 'ASPHD1']",type 1 diabetes mellitus,pancreatic epsilon cell,NDUFA11,"Among the genes ETV7-AS1, KIF20B, LINC00239, NDUFA11, and ASPHD1, which one demonstrates the highest specificity for pancreatic epsilon cells and represents the most promising target for type 1 diabetes mellitus interventions?","Among the genes ETV7-AS1, KIF20B, LINC00239, NDUFA11, and ASPHD1, which one demonstrates the highest specificity for pancreatic epsilon cells and represents the most promising target for type 1 diabetes mellitus interventions? Identify all validated therapeutic targets for type 1 diabetes mellitus and retrieve their cell-type–specific embeddings from the PINNACLE database. Determine which pancreatic epsilon cell-activated genes overlap with these targets, and compute the average embedding for this overlapping set. Next, calculate the cosine similarity between this average embedding and each individual target embedding. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['NDUFA3', 'PCMTD1', 'RRS1', 'PCDH20', 'C6orf226']",type 1 diabetes mellitus,pancreatic epsilon cell,NDUFA3,"Which gene among NDUFA3, PCMTD1, RRS1, PCDH20, and C6orf226 exhibits the highest cell-type specificity in pancreatic epsilon cells, thereby representing the best candidate for targeted intervention in type 1 diabetes mellitus?","Which gene among NDUFA3, PCMTD1, RRS1, PCDH20, and C6orf226 exhibits the highest cell-type specificity in pancreatic epsilon cells, thereby representing the best candidate for targeted intervention in type 1 diabetes mellitus? Identify the verified therapeutic targets for type 1 diabetes mellitus and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the pancreatic epsilon cell-activated genes in PINNACLE to define the cell-type–specific targets for type 1 diabetes. Then, calculate the average embedding for this overlapping set and compute the cosine similarity between this reference and each individual target. If one gene exhibits a notably higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['TMPRSS11D', 'PDE8B', 'EXOC1', 'CSTB', 'NDUFS7']",type 1 diabetes mellitus,pancreatic epsilon cell,NDUFS7,"Among the genes TMPRSS11D, PDE8B, EXOC1, CSTB, and NDUFS7, which one exhibits the highest cell-type specificity in pancreatic epsilon cells, making it the most promising candidate for targeted intervention in type 1 diabetes mellitus?","Among the genes TMPRSS11D, PDE8B, EXOC1, CSTB, and NDUFS7, which one exhibits the highest cell-type specificity in pancreatic epsilon cells, making it the most promising candidate for targeted intervention in type 1 diabetes mellitus? Identify the verified therapeutic targets for type 1 diabetes mellitus and retrieve their cell-type–specific embeddings from PINNACLE. Then, determine which pancreatic epsilon cell–activated genes in PINNACLE overlap with these targets. Compute the average embedding of this overlapping set as a reference and calculate the cosine similarity between this reference and each individual target embedding. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['PYDC2', 'PTDSS1', 'NDUFA1', 'HMGXB4', 'TACR1']",type 1 diabetes mellitus,pancreatic epsilon cell,NDUFA1,"Which gene among PYDC2, PTDSS1, NDUFA1, HMGXB4, and TACR1 exhibits the highest specificity in pancreatic epsilon cells for a potential target in type 1 diabetes mellitus?","Which gene among PYDC2, PTDSS1, NDUFA1, HMGXB4, and TACR1 exhibits the highest specificity in pancreatic epsilon cells for a potential target in type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and extract their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the genes activated in pancreatic epsilon cells within PINNACLE, thereby defining the cell-type–specific targets for type 1 diabetes. Compute the average embedding for this overlapping set and calculate the cosine similarity between this reference and each individual target. If one gene shows a notably higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['MMRN1', 'C1QL4', 'CASC23', 'RPS26', 'KTN1-AS1']",type 1 diabetes mellitus,pancreatic epsilon cell,RPS26,"Which gene among MMRN1, C1QL4, CASC23, RPS26, and KTN1-AS1 exhibits the highest specificity for pancreatic epsilon cells, thereby representing the most promising candidate for targeting type 1 diabetes mellitus?","Which gene among MMRN1, C1QL4, CASC23, RPS26, and KTN1-AS1 exhibits the highest specificity for pancreatic epsilon cells, thereby representing the most promising candidate for targeting type 1 diabetes mellitus? Identify the verified therapeutic targets for type 1 diabetes mellitus and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the pancreatic epsilon cell‐activated genes in PINNACLE to define a set of cell‐type–specific targets for type 1 diabetes. Compute the average embedding for this set as a reference, then calculate the cosine similarity between this reference and each individual gene’s embedding. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence‐based explanation for its biological relevance."
"['PSMD7', 'NFATC1', 'ELMO3', 'CLNS1A', 'H1-4']",type 1 diabetes mellitus,pancreatic d cell,PSMD7,"Which gene among PSMD7, NFATC1, ELMO3, CLNS1A, and H1-4 exhibits the highest cell-type specificity in pancreatic delta cells for targeted intervention in type 1 diabetes mellitus?","Which gene among PSMD7, NFATC1, ELMO3, CLNS1A, and H1-4 exhibits the highest cell-type specificity in pancreatic delta cells for targeted intervention in type 1 diabetes mellitus? Identify the verified therapeutic targets for type 1 diabetes mellitus and obtain their cell-type–specific embeddings from PINNACLE. Then, determine which of the pancreatic delta cell-activated genes in PINNACLE overlap with these targets to define a set of cell-type–specific targets. Compute the average embedding for these genes and calculate the cosine similarity between this average and the embedding of each individual target. If one gene exhibits significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['SPTAN1', 'UBE2G1', 'LINC00461', 'BAX', 'ZNF532']",type 1 diabetes mellitus,pancreatic d cell,UBE2G1,"Which gene among SPTAN1, UBE2G1, LINC00461, BAX, and ZNF532 exhibits the greatest cell-type specificity in pancreatic delta cells, making it the optimal candidate for targeting in type 1 diabetes mellitus?","Which gene among SPTAN1, UBE2G1, LINC00461, BAX, and ZNF532 exhibits the greatest cell-type specificity in pancreatic delta cells, making it the optimal candidate for targeting in type 1 diabetes mellitus? Identify validated therapeutic targets for type 1 diabetes mellitus and extract their cell-type–specific embeddings from the PINNACLE database. Determine the overlap between these targets and the genes activated in pancreatic d cells to define the cell-type–specific targets for type 1 diabetes. Next, compute the average embedding of this overlapping gene set and calculate the cosine similarity between this reference vector and each individual target embedding. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['INMT', 'PKMYT1', 'SEMA3C', 'BLTP1', 'PUS10']",type 1 diabetes mellitus,pancreatic d cell,BLTP1,"Among the genes INMT, PKMYT1, SEMA3C, BLTP1, and PUS10, which one exhibits the highest cell-type specificity in pancreatic delta cells for targeting type 1 diabetes mellitus?","Among the genes INMT, PKMYT1, SEMA3C, BLTP1, and PUS10, which one exhibits the highest cell-type specificity in pancreatic delta cells for targeting type 1 diabetes mellitus? Identify validated therapeutic targets for type 1 diabetes and extract their cell-type–specific embeddings from PINNACLE. Next, determine the intersection between these targets and the set of pancreatic D cell–activated genes in PINNACLE to define cell-type–specific targets for type 1 diabetes. Compute the average embedding of this overlapping set, then calculate the cosine similarity between this average embedding and each individual target. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological significance."
"['TLL2', 'LINC02752', 'LRP5', 'NDUFC1', 'SLITRK1']",type 1 diabetes mellitus,pancreatic d cell,NDUFC1,"Among the genes TLL2, LINC02752, LRP5, NDUFC1, and SLITRK1, which one demonstrates the highest cell-type specificity in pancreatic delta cells for targeting type 1 diabetes mellitus?","Among the genes TLL2, LINC02752, LRP5, NDUFC1, and SLITRK1, which one demonstrates the highest cell-type specificity in pancreatic delta cells for targeting type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and extract their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the set of pancreatic d cell-activated genes in PINNACLE to define the cell-type–specific targets for the disease. Compute the average embedding of these overlapping targets, then calculate the cosine similarity between this average and each individual target. If one gene shows markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based justification for its biological relevance."
"['MCHR1', 'PPP1R9A', 'PTPN11', 'CREB3', 'BGLAP']",type 1 diabetes mellitus,pancreatic d cell,PTPN11,"Among the genes MCHR1, PPP1R9A, PTPN11, CREB3, and BGLAP, which one exhibits the highest cell-type-specific expression in pancreatic delta cells, making it the most promising target for type 1 diabetes mellitus intervention?","Among the genes MCHR1, PPP1R9A, PTPN11, CREB3, and BGLAP, which one exhibits the highest cell-type-specific expression in pancreatic delta cells, making it the most promising target for type 1 diabetes mellitus intervention? Identify and validate therapeutic targets for type 1 diabetes mellitus using the PINNACLE dataset by retrieving their cell-type–specific embeddings. Determine which of these targets overlap with genes specifically activated in pancreatic d cells, then compute the average embedding of this overlapping set as a reference. Calculate the cosine similarity between this reference embedding and each individual target, and if one gene shows markedly higher similarity than the others, nominate it as the prime candidate. Provide a concise, evidence-based explanation of its biological significance."
"['ENTHD1', 'FKBP1A', 'BGLAP', 'KLHDC10', 'GAST']",type 1 diabetes mellitus,pancreatic d cell,FKBP1A,"Among the genes ENTHD1, FKBP1A, BGLAP, KLHDC10, and GAST, which one exhibits the highest specificity for pancreatic delta cells in the context of targeting type 1 diabetes mellitus?","Among the genes ENTHD1, FKBP1A, BGLAP, KLHDC10, and GAST, which one exhibits the highest specificity for pancreatic delta cells in the context of targeting type 1 diabetes mellitus? Identify the verified therapeutic targets for type 1 diabetes mellitus and obtain their cell-type–specific embeddings from PINNACLE. Next, compare these targets with the pancreatic d cell-activated genes from PINNACLE to find overlapping genes, which will be considered the cell-type–specific targets for type 1 diabetes. Calculate the average embedding of these overlapping genes and then determine the cosine similarity between this reference and each individual target embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['F8A3', 'NDUFAF3', 'ATF7IP2', 'UBD', 'ZNF569']",type 1 diabetes mellitus,pancreatic d cell,NDUFAF3,"Which gene among F8A3, NDUFAF3, ATF7IP2, UBD, and ZNF569 exhibits the highest degree of cell-type specificity in pancreatic d cells for the therapeutic targeting of type 1 diabetes mellitus?","Which gene among F8A3, NDUFAF3, ATF7IP2, UBD, and ZNF569 exhibits the highest degree of cell-type specificity in pancreatic d cells for the therapeutic targeting of type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which pancreatic D cell–activated genes in PINNACLE overlap with these targets. For the overlapping gene set, compute the average embedding and then calculate the cosine similarity between this average and each individual target’s embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based justification of its biological relevance."
"['MBNL2', 'MUS81', 'PRKACG', 'HLA-A', 'C9orf40']",type 1 diabetes mellitus,pancreatic d cell,HLA-A,"Which gene—MBNL2, MUS81, PRKACG, HLA-A, or C9orf40—exhibits the highest specificity for pancreatic delta cells in the context of targeting type 1 diabetes mellitus?","Which gene—MBNL2, MUS81, PRKACG, HLA-A, or C9orf40—exhibits the highest specificity for pancreatic delta cells in the context of targeting type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and extract their cell-type–specific embeddings from the PINNACLE resource. Next, determine which of these targets overlap with the pancreatic d cell-activated genes recorded in PINNACLE. For the overlapping group, compute the average embedding and then calculate the cosine similarity between this average and each individual gene’s embedding. If one gene exhibits significantly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological significance."
"['CACNA1D', 'SPRY2', 'MEFV', 'OPN3', 'TCF4-AS1']",type 1 diabetes mellitus,pancreatic d cell,CACNA1D,"Which gene—CACNA1D, SPRY2, MEFV, OPN3, or TCF4-AS1—exhibits the highest specificity to pancreatic delta cells as a potential target for type 1 diabetes mellitus?","Which gene—CACNA1D, SPRY2, MEFV, OPN3, or TCF4-AS1—exhibits the highest specificity to pancreatic delta cells as a potential target for type 1 diabetes mellitus? Which verified therapeutic targets for type 1 diabetes mellitus identified in PINNACLE overlap with the pancreatic d cell-activated genes? Retrieve the cell-type–specific embeddings for these overlapping targets, compute their average embedding, and then calculate the cosine similarity between this average and each individual target embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the primary candidate, providing a concise, evidence-based rationale for its biological relevance."
"['NDUFS5', 'TTC7A', 'THOC5', 'BLOC1S6', 'LINC01563']",type 1 diabetes mellitus,pancreatic d cell,NDUFS5,"Among the genes NDUFS5, TTC7A, THOC5, BLOC1S6, and LINC01563, which one exhibits the highest cell-type specificity in pancreatic delta cells for targeting type 1 diabetes mellitus?","Among the genes NDUFS5, TTC7A, THOC5, BLOC1S6, and LINC01563, which one exhibits the highest cell-type specificity in pancreatic delta cells for targeting type 1 diabetes mellitus? Identify verified therapeutic targets for type 1 diabetes mellitus and obtain their cell-type–specific embeddings from PINNACLE. Next, determine the overlap between these targets and the genes activated in pancreatic d cells within PINNACLE. From this overlapping set, compute the average embedding to serve as a reference, then calculate the cosine similarity between this reference and each individual target. If a single gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance in type 1 diabetes mellitus."
"['PWRN2', 'NDUFS4', 'SPRING1', 'LINC02801', 'UGT2B10']",type 1 diabetes mellitus,pancreatic d cell,NDUFS4,"Which gene among PWRN2, NDUFS4, SPRING1, LINC02801, and UGT2B10 exhibits the highest cell-type specificity in pancreatic delta cells for potential therapeutic targeting of type 1 diabetes mellitus?","Which gene among PWRN2, NDUFS4, SPRING1, LINC02801, and UGT2B10 exhibits the highest cell-type specificity in pancreatic delta cells for potential therapeutic targeting of type 1 diabetes mellitus? Identify the verified therapeutic targets for type 1 diabetes mellitus and obtain their cell-type–specific embeddings from the PINNACLE database. Next, determine which of these targets overlap with genes activated in pancreatic d cells. For the overlapping genes, compute the average embedding to serve as a reference, then calculate the cosine similarity between this reference and each individual gene’s embedding. Finally, nominate the gene with the highest cosine similarity as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
