candidate_genes,disease,celltype,y,user_question,full_query
"['PDE4A', 'IMPDH1', 'ARL2', 'CLCN7', 'FAM217B']",Sjogren syndrome,acinar cell of salivary gland,IMPDH1,"Which gene among PDE4A, IMPDH1, ARL2, CLCN7, and FAM217B displays the most selective expression in salivary gland acinar cells, thereby representing the best candidate for targeted intervention in Sjögren's syndrome?","Which gene among PDE4A, IMPDH1, ARL2, CLCN7, and FAM217B displays the most selective expression in salivary gland acinar cells, thereby representing the best candidate for targeted intervention in Sjögren's syndrome? Identify the validated therapeutic targets for Sjögren syndrome and extract their cell-type-specific embeddings from PINNACLE. Next, determine which acinar cell-activated genes from the salivary gland in PINNACLE overlap with these targets to define the cell-type-specific candidates for Sjögren syndrome. Compute the average embedding of these overlapping candidates as a reference, then calculate the cosine similarity between this reference and each candidate. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological significance."
"['TNR', 'SDC1', 'SUMF1', 'FSTL3', 'GTF2I']",Sjogren syndrome,acinar cell of salivary gland,GTF2I,"Which gene—TNR, SDC1, SUMF1, FSTL3, or GTF2I—exhibits the highest acinar cell specificity in the salivary gland context of Sjogren syndrome, making it the prime candidate for targeted intervention?","Which gene—TNR, SDC1, SUMF1, FSTL3, or GTF2I—exhibits the highest acinar cell specificity in the salivary gland context of Sjogren syndrome, making it the prime candidate for targeted intervention? Identify verified therapeutic targets for Sjogren syndrome and retrieve their cell-type–specific embeddings from PINNACLE. Determine which targets overlap with genes activated in salivary gland acinar cells according to PINNACLE, and compute the average embedding of this overlapping set. Then, calculate the cosine similarity between this average embedding and each individual target’s embedding. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['ZNF618', 'HLA-B', 'DCAF12', 'APOBEC3F', 'COX7A2']",Sjogren syndrome,acinar cell of salivary gland,HLA-B,"Among the genes ZNF618, HLA-B, DCAF12, APOBEC3F, and COX7A2, which exhibits the highest cell-type specificity in acinar cells of the salivary gland, making it the most promising candidate for targeting in Sjogren syndrome studies?","Among the genes ZNF618, HLA-B, DCAF12, APOBEC3F, and COX7A2, which exhibits the highest cell-type specificity in acinar cells of the salivary gland, making it the most promising candidate for targeting in Sjogren syndrome studies? Using the PINNACLE dataset, first identify validated therapeutic targets for Sjögren's syndrome and determine which of these targets overlap with genes activated in salivary gland acinar cells. Next, compute the mean embedding for this overlapping set and calculate the cosine similarity between this reference vector and each individual gene embedding. If one gene exhibits substantially higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['RCN1', 'N4BP2', 'SCGB2A1', 'ICAM3', 'RTRAF']",Sjogren syndrome,acinar cell of salivary gland,RCN1,"Among the genes RCN1, N4BP2, SCGB2A1, ICAM3, and RTRAF, which one exhibits the highest specificity in salivary gland acinar cells, making it the most promising candidate for targeted intervention in Sjogren syndrome?","Among the genes RCN1, N4BP2, SCGB2A1, ICAM3, and RTRAF, which one exhibits the highest specificity in salivary gland acinar cells, making it the most promising candidate for targeted intervention in Sjogren syndrome? Identify the validated therapeutic targets for Sjögren syndrome and retrieve their corresponding cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with acinar cell–specific activation genes in the salivary gland as defined by PINNACLE. Compute the average embedding for this overlapping set and then calculate the cosine similarity between this reference embedding and each individual target’s embedding. Finally, nominate the gene with the highest similarity as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['SEMA3A', 'PIP4K2C', 'DEFB131A', 'STAT1', 'HAPLN2']",Sjogren syndrome,acinar cell of salivary gland,STAT1,"Which gene among SEMA3A, PIP4K2C, DEFB131A, STAT1, and HAPLN2 exhibits the highest cell-type specificity in salivary gland acinar cells and could serve as a potential target for Sjogren syndrome therapy?","Which gene among SEMA3A, PIP4K2C, DEFB131A, STAT1, and HAPLN2 exhibits the highest cell-type specificity in salivary gland acinar cells and could serve as a potential target for Sjogren syndrome therapy? Identify the verified therapeutic targets for Sjögren syndrome and extract their cell-type–specific embeddings from the PINNACLE database. Next, determine which acinar cell–activated genes in the salivary gland, as represented in PINNACLE, overlap with these targets, defining the cell-type–specific targets for Sjögren syndrome. Compute the average embedding for this overlapping set, then calculate the cosine similarity between this average reference and the embedding for each individual target. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based justification for its biological relevance."
"['CLCN4', 'HLA-DRA', 'RACK1', 'LTA4H', 'SLC7A2']",Sjogren syndrome,acinar cell of salivary gland,HLA-DRA,"Which gene—CLCN4, HLA-DRA, RACK1, LTA4H, or SLC7A2—exhibits the highest specificity for acinar cells in the salivary gland, making it the most promising target for therapeutic intervention in Sjogren's syndrome?","Which gene—CLCN4, HLA-DRA, RACK1, LTA4H, or SLC7A2—exhibits the highest specificity for acinar cells in the salivary gland, making it the most promising target for therapeutic intervention in Sjogren's syndrome? Identify experimentally validated therapeutic targets for Sjögren syndrome and retrieve their cell-type–specific embeddings from the PINNACLE database. Next, from the set of genes upregulated in salivary gland acinar cells, determine which ones overlap with the therapeutic targets to establish a cell-type–specific set. Compute the average embedding of this subset as a reference, then calculate the cosine similarity between this reference and each individual target embedding. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['EIF3E', 'IFNAR1', 'KCNN1', 'PIKFYVE', 'TUFM']",Sjogren syndrome,acinar cell of salivary gland,IFNAR1,"Which gene among EIF3E, IFNAR1, KCNN1, PIKFYVE, and TUFM exhibits the highest cell-type specificity in salivary gland acinar cells, thereby representing the most optimal target for Sjögren's syndrome?","Which gene among EIF3E, IFNAR1, KCNN1, PIKFYVE, and TUFM exhibits the highest cell-type specificity in salivary gland acinar cells, thereby representing the most optimal target for Sjögren's syndrome? Identify the validated therapeutic targets for Sjögren syndrome and obtain their cell-type–specific embeddings from the PINNACLE database. Next, determine the overlap between these targets and acinar cell–activated genes in the salivary gland as defined by PINNACLE. Calculate the average embedding for this overlapping set and then compute the cosine similarity between this reference embedding and each individual target’s embedding. If one gene displays a notably higher similarity than the others, nominate it as the prime candidate and provide a concise, evidence-based rationale for its biological relevance."
"['IMPDH2', 'ENPP3', 'COG4', 'ZNF280A', 'RAB41']",Sjogren syndrome,acinar cell of salivary gland,IMPDH2,"Which gene—IMPDH2, ENPP3, COG4, ZNF280A, or RAB41—demonstrates the highest specificity in acinar cells of the salivary gland for therapeutic targeting in Sjögren's syndrome?","Which gene—IMPDH2, ENPP3, COG4, ZNF280A, or RAB41—demonstrates the highest specificity in acinar cells of the salivary gland for therapeutic targeting in Sjögren's syndrome? Identify verified therapeutic targets for Sjögren syndrome and obtain their cell-type–specific embeddings from PINNACLE. Next, determine the overlap between these targets and the acinar cell-activated genes in the salivary gland data from PINNACLE to define cell-type–specific targets. Calculate the average embedding of the overlapping set, then assess the cosine similarity between this average and each individual target embedding. If one gene exhibits significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['FKBP1A', 'ELF4', 'AMPD3', 'VEGFD', 'CDX2']",Sjogren syndrome,acinar cell of salivary gland,FKBP1A,"Among FKBP1A, ELF4, AMPD3, VEGFD, and CDX2, which gene shows the highest expression specificity in salivary gland acinar cells as a candidate for targeted intervention in Sjögren syndrome?","Among FKBP1A, ELF4, AMPD3, VEGFD, and CDX2, which gene shows the highest expression specificity in salivary gland acinar cells as a candidate for targeted intervention in Sjögren syndrome? What are the verified therapeutic targets for Sjogren syndrome? Retrieve their cell-type–specific embeddings from PINNACLE and determine which acinar cell-activated genes in the salivary gland overlap with these targets. Using this overlapping set as the cell-type–specific targets for Sjogren syndrome, compute their average embedding and then calculate the cosine similarity between this average and each individual gene embedding. If one gene displays a substantially higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological significance."
"['CD40', 'KIF22', 'KLK8', 'FILIP1L', 'TUBGCP4']",Sjogren syndrome,acinar cell of salivary gland,CD40,"Among the genes CD40, KIF22, KLK8, FILIP1L, and TUBGCP4, which one exhibits the highest cell-type specificity in salivary gland acinar cells for potential targeting in Sjogren syndrome?","Among the genes CD40, KIF22, KLK8, FILIP1L, and TUBGCP4, which one exhibits the highest cell-type specificity in salivary gland acinar cells for potential targeting in Sjogren syndrome? Identify the verified therapeutic targets for Sjögren syndrome and obtain their cell-type–specific embeddings from the PINNACLE database. Next, determine which acinar cell-activated genes in the salivary gland overlap with these targets to define the cell-type–specific targets. Compute the average embedding of this overlapping set as a reference, then calculate the cosine similarity between this reference and each target. If one gene shows markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['ZFYVE9', 'MIF', 'ELOVL5', 'RPS6', 'FAM172A']",Sjogren syndrome,iga plasma cell,MIF,"Among the genes ZFYVE9, MIF, ELOVL5, RPS6, and FAM172A, which one shows the highest specificity in IgA plasma cells, making it the most promising target for addressing Sjogren's syndrome?","Among the genes ZFYVE9, MIF, ELOVL5, RPS6, and FAM172A, which one shows the highest specificity in IgA plasma cells, making it the most promising target for addressing Sjogren's syndrome? Identify the validated therapeutic targets for Sjogren syndrome and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine the overlap between these targets and the set of IgA plasma cell-activated genes available in PINNACLE. Compute the average embedding for this overlapping set, then calculate the cosine similarity between this average and each individual target's embedding. If one gene exhibits a distinctly higher similarity than the others, nominate it as the prime candidate and provide a brief, evidence-based explanation of its biological relevance."
"['VWA2', 'SYPL1', 'HLA-B', 'FOXJ1', 'DCT']",Sjogren syndrome,iga plasma cell,HLA-B,"Among the genes VWA2, SYPL1, HLA-B, FOXJ1, and DCT, which one exhibits the most specific expression in IgA plasma cells, making it the most promising target for Sjögren's syndrome therapy?","Among the genes VWA2, SYPL1, HLA-B, FOXJ1, and DCT, which one exhibits the most specific expression in IgA plasma cells, making it the most promising target for Sjögren's syndrome therapy? Identify the verified therapeutic targets for Sjögren syndrome and extract their cell-type–specific embeddings from PINNACLE. Next, identify the overlap between these targets and the iga plasma cell-activated genes in PINNACLE to obtain the cell-type–specific targets. Compute the average embedding for this overlapping set and determine the cosine similarity between this average and the embedding of each individual target. If one gene exhibits a substantially higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['SLCO1B1', 'TRIM71', 'ZNF256', 'TNFAIP3', 'RELN']",Sjogren syndrome,iga plasma cell,TNFAIP3,"Among the genes SLCO1B1, TRIM71, ZNF256, TNFAIP3, and RELN, which shows the highest specificity for IgA plasma cells in the context of targeting Sjögren syndrome?","Among the genes SLCO1B1, TRIM71, ZNF256, TNFAIP3, and RELN, which shows the highest specificity for IgA plasma cells in the context of targeting Sjögren syndrome? For Sjögren's syndrome, identify validated therapeutic targets and obtain their corresponding cell-type-specific embeddings from PINNACLE. Next, determine which genes activated in IgA plasma cells, as identified in PINNACLE, overlap with these therapeutic targets. From this overlapping set, compute the average embedding vector and calculate the cosine similarity between this reference and each individual target's embedding. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['SIX5', 'FA2H', 'PTPN21', 'CTSS', 'CLOCK']",Sjogren syndrome,iga plasma cell,CTSS,"Which gene—SIX5, FA2H, PTPN21, CTSS, or CLOCK—exhibits the highest cell-type specificity in IgA plasma cells, making it the most promising candidate for targeted intervention in Sjögren's syndrome?","Which gene—SIX5, FA2H, PTPN21, CTSS, or CLOCK—exhibits the highest cell-type specificity in IgA plasma cells, making it the most promising candidate for targeted intervention in Sjögren's syndrome? Identify verified therapeutic targets for Sjogren syndrome by retrieving their cell-type–specific embeddings from PINNACLE. Then, determine which of the previously identified Iga plasma cell–activated genes in PINNACLE overlap with these targets. For the overlapping genes, compute the average embedding to serve as a reference, and then calculate the cosine similarity between this reference and each individual gene’s embedding. If one gene exhibits significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['WASH2P', 'CARD8', 'TIAM1', 'ZNF230', 'PPIA']",Sjogren syndrome,iga plasma cell,PPIA,"Which gene—WASH2P, CARD8, TIAM1, ZNF230, or PPIA—exhibits the highest cell-type specificity in IgA plasma cells, thereby representing the most promising target for addressing Sjogren syndrome?","Which gene—WASH2P, CARD8, TIAM1, ZNF230, or PPIA—exhibits the highest cell-type specificity in IgA plasma cells, thereby representing the most promising target for addressing Sjogren syndrome? Identify the validated therapeutic targets for Sjögren syndrome and retrieve their cell-type–specific embeddings from the PINNACLE database. Next, determine the intersection between these targets and the set of IgA plasma cell-activated genes in PINNACLE, defining this overlapping set as the cell-type–specific targets for Sjögren syndrome. Compute the average embedding of these targets as a reference, then calculate the cosine similarity between this reference embedding and each individual target embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['CTSS', 'RPS23', 'SPATA33', 'COPB1', 'INHBC']",Sjogren syndrome,iga plasma cell,CTSS,"Which gene among CTSS, RPS23, SPATA33, COPB1, and INHBC displays the highest specificity to IgA plasma cells, thereby representing the most promising target for Sjögren syndrome?","Which gene among CTSS, RPS23, SPATA33, COPB1, and INHBC displays the highest specificity to IgA plasma cells, thereby representing the most promising target for Sjögren syndrome? Identify the verified therapeutic targets for Sjögren syndrome and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the iga plasma cell-activated genes in PINNACLE. Compute the average embedding of the overlapping genes as a reference, and then calculate the cosine similarity between this reference and each individual target embedding. If one gene exhibits a significantly higher cosine similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['DCANP1', 'WAC', 'MIF', 'FUNDC2', 'FZD8']",Sjogren syndrome,iga plasma cell,MIF,"Among the genes DCANP1, WAC, MIF, FUNDC2, and FZD8, which exhibits the highest cell-type specificity in IgA plasma cells as a potential target for Sjögren's syndrome therapy?","Among the genes DCANP1, WAC, MIF, FUNDC2, and FZD8, which exhibits the highest cell-type specificity in IgA plasma cells as a potential target for Sjögren's syndrome therapy? Identify the verified therapeutic targets for Sjögren syndrome and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine which of the IgA plasma cell–activated genes in PINNACLE overlap with these targets to obtain a set of cell-type–specific targets for the syndrome. Compute the average embedding of this overlapping set to establish a reference profile, then calculate the cosine similarity between this reference and each individual target embedding. If one gene demonstrates a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['PPIA', 'PKNOX2', 'MON1A', 'INTS8', 'RNF144A']",Sjogren syndrome,iga plasma cell,PPIA,"Which gene among PPIA, PKNOX2, MON1A, INTS8, and RNF144A exhibits the highest cell-type specificity in IgA plasma cells and represents the best candidate for targeting Sjögren syndrome?","Which gene among PPIA, PKNOX2, MON1A, INTS8, and RNF144A exhibits the highest cell-type specificity in IgA plasma cells and represents the best candidate for targeting Sjögren syndrome? Identify verified therapeutic targets for Sjogren syndrome and retrieve their cell-type–specific embeddings from PINNACLE. Determine which of these targets overlap with the set of IgA plasma cell–activated genes available in PINNACLE. These overlapping genes represent the cell-type–specific targets for Sjogren syndrome. Compute the average embedding of this set and calculate the cosine similarity between this reference and each individual target. If one gene shows a notably higher similarity than the others, nominate it as the top candidate, providing a concise, evidence-based rationale for its biological relevance."
"['GABRQ', 'TNFAIP3', 'PLA2G12A', 'IFT172', 'STK19']",Sjogren syndrome,iga plasma cell,TNFAIP3,"Which gene among GABRQ, TNFAIP3, PLA2G12A, IFT172, and STK19 exhibits the highest cell-type-specific expression in IgA plasma cells for targeting Sjögren syndrome?","Which gene among GABRQ, TNFAIP3, PLA2G12A, IFT172, and STK19 exhibits the highest cell-type-specific expression in IgA plasma cells for targeting Sjögren syndrome? Identify verified therapeutic targets for Sjogren syndrome and obtain their cell-type-specific embeddings from PINNACLE. Next, identify which of the iga plasma cell-activated genes in PINNACLE overlap with these targets to define the cell-type-specific targets for the syndrome. Calculate the average embedding of this overlapping set to serve as a reference, and then compute the cosine similarity between this reference and each individual target's embedding. If one gene exhibits a notably higher similarity than the others, nominate it as the prime candidate and provide a concise, evidence-based rationale for its biological relevance."
"['VCL', 'HLA-B', 'GRM3', 'ERCC8', 'UTP14A']",Sjogren syndrome,iga plasma cell,HLA-B,"Among VCL, HLA-B, GRM3, ERCC8, and UTP14A, which gene exhibits the highest specificity in IgA plasma cells and therefore represents the most promising target for Sjögren's syndrome intervention?","Among VCL, HLA-B, GRM3, ERCC8, and UTP14A, which gene exhibits the highest specificity in IgA plasma cells and therefore represents the most promising target for Sjögren's syndrome intervention? Identify the validated therapeutic targets for Sjogren syndrome and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine which of the Iga plasma cell–activated genes in PINNACLE overlap with these targets, forming a set of cell-type–specific targets for Sjogren syndrome. Compute the average embedding of this overlapping set to serve as a reference, then calculate the cosine similarity between this reference and each individual overlapping target. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['TIMM22', 'THBS1', 'DCST1', 'SPAG1', 'HLA-B']",Sjogren syndrome,iga plasma cell,HLA-B,"Which gene among TIMM22, THBS1, DCST1, SPAG1, and HLA-B exhibits the most cell-type specific expression in IgA plasma cells relevant to targeting Sjögren syndrome?","Which gene among TIMM22, THBS1, DCST1, SPAG1, and HLA-B exhibits the most cell-type specific expression in IgA plasma cells relevant to targeting Sjögren syndrome? Identify authenticated therapeutic targets for Sjogren syndrome and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine the overlap between these targets and the set of iga plasma cell–activated genes available in PINNACLE, thereby defining the cell-type–specific targets for Sjogren syndrome. Compute the average embedding of this overlapping group as a reference vector, and calculate the cosine similarity between this average and the embedding of each individual gene. Finally, if one gene shows a markedly higher similarity than the others, nominate it as the top candidate, providing a concise, evidence-based rationale for its biological relevance in Sjogren syndrome."
"['CTSS', 'CCR9', 'ATP6V1H', 'PHC3', 'HSPA13']",Sjogren syndrome,iga plasma cell,CTSS,"Which gene among CTSS, CCR9, ATP6V1H, PHC3, and HSPA13 exhibits the most cell-type–specific expression in IgA plasma cells relevant to Sjögren syndrome?","Which gene among CTSS, CCR9, ATP6V1H, PHC3, and HSPA13 exhibits the most cell-type–specific expression in IgA plasma cells relevant to Sjögren syndrome? Retrieve the verified therapeutic targets for Sjögren syndrome along with their cell-type–specific embeddings from PINNACLE. Next, identify the overlap between these targets and the Iga plasma cell-activated genes in PINNACLE to define cell-type–specific targets for Sjögren syndrome. Compute the average embedding of this overlapping set and then calculate the cosine similarity between this average and the embedding of each individual target gene. If one gene shows a substantially higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
