candidate_genes,disease,celltype,y,user_question,full_query
"['PALB2', 'PPP1R21', 'TOP2B', 'PACRG', 'ASCC2']",Hepatoblastoma,endothelial,TOP2B,"Which gene among PALB2, PPP1R21, TOP2B, PACRG, and ASCC2 exhibits the highest specificity in endothelial cells, making it the optimal candidate for targeting hepatoblastoma?","Which gene among PALB2, PPP1R21, TOP2B, PACRG, and ASCC2 exhibits the highest specificity in endothelial cells, making it the optimal candidate for targeting hepatoblastoma? What are the experimentally verified therapeutic targets for hepatoblastoma, and how do their cell-type–specific embeddings from PINNACLE compare with those of endothelial-activated genes? Identify the overlapping genes between these two datasets to define the cell-type–specific targets for hepatoblastoma, compute their average embedding, and then calculate the cosine similarity between this reference and each individual target. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['DTX3L', 'TYMS', 'RASAL3', 'NDUFA9', 'MAD2L1']",Hepatoblastoma,endothelial,TYMS,"Which gene among DTX3L, TYMS, RASAL3, NDUFA9, and MAD2L1 exhibits the highest specificity for endothelial cells when considering targeted approaches for hepatoblastoma?","Which gene among DTX3L, TYMS, RASAL3, NDUFA9, and MAD2L1 exhibits the highest specificity for endothelial cells when considering targeted approaches for hepatoblastoma? Identify validated therapeutic targets for Hepatoblastoma and extract their cell-type–specific embeddings from the PINNACLE database. Among the endothelial-activated genes in PINNACLE, identify those that overlap with these targets to define the cell-type–specific therapeutic targets. Compute the average embedding of this overlapping set as a reference, then calculate the cosine similarity between this reference and each individual target. If one gene exhibits markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['TUBB', 'PAGR1', 'KLHDC4', 'AHR', 'DIO3']",Hepatoblastoma,endothelial,TUBB,"Which gene among TUBB, PAGR1, KLHDC4, AHR, and DIO3 exhibits the highest endothelial cell specificity for targeted intervention in hepatoblastoma?","Which gene among TUBB, PAGR1, KLHDC4, AHR, and DIO3 exhibits the highest endothelial cell specificity for targeted intervention in hepatoblastoma? Identify verified therapeutic targets for Hepatoblastoma and obtain their cell-type–specific embeddings from PINNACLE. Next, determine the overlap between these targets and the endothelial-activated genes in PINNACLE, thereby defining the cell-type–specific targets for Hepatoblastoma. Compute the average embedding for this overlapping set as a reference, then assess the cosine similarity between the reference and each individual target. If one gene displays a markedly higher similarity than the others, nominate it as the top candidate, providing a concise, evidence-based rationale for its biological significance."
"['POLE2', 'PPFIA2', 'RBMY1F', 'MN1', 'HIVEP2']",Hepatoblastoma,endothelial,POLE2,"Which gene among POLE2, PPFIA2, RBMY1F, MN1, and HIVEP2 demonstrates the most endothelial-specific expression, making it the optimal candidate for targeted hepatoblastoma intervention?","Which gene among POLE2, PPFIA2, RBMY1F, MN1, and HIVEP2 demonstrates the most endothelial-specific expression, making it the optimal candidate for targeted hepatoblastoma intervention? Determine the validated therapeutic targets for Hepatoblastoma and retrieve their cell-type–specific embeddings from the PINNACLE database. Next, identify the overlap between these targets and the endothelial-activated genes in PINNACLE to establish a set of cell-type–specific targets for Hepatoblastoma. Compute the average embedding for this overlapping set, then calculate the cosine similarity between this reference and each individual target gene. If one gene exhibits markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['GRXCR1', 'MTHFSD', 'SLC10A1', 'FLT1', 'STX5']",Hepatoblastoma,endothelial,FLT1,"Among the genes GRXCR1, MTHFSD, SLC10A1, FLT1, and STX5, which one exhibits the highest specificity for endothelial cells, making it the best candidate for targeting Hepatoblastoma?","Among the genes GRXCR1, MTHFSD, SLC10A1, FLT1, and STX5, which one exhibits the highest specificity for endothelial cells, making it the best candidate for targeting Hepatoblastoma? Identify the validated therapeutic targets for Hepatoblastoma and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the endothelial-activated genes in PINNACLE, thereby defining a set of cell-type–specific targets. Compute the average embedding of this set and calculate the cosine similarity between this reference vector and each individual target's embedding. If one gene exhibits a markedly higher similarity than all others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['KDR', 'EMX1', 'GDF10', 'MRGPRX2', 'DEPTOR']",Hepatoblastoma,endothelial,KDR,"Among KDR, EMX1, GDF10, MRGPRX2, and DEPTOR, which gene exhibits the highest endothelial cell specificity for potential targeted intervention in hepatoblastoma?","Among KDR, EMX1, GDF10, MRGPRX2, and DEPTOR, which gene exhibits the highest endothelial cell specificity for potential targeted intervention in hepatoblastoma? Identify the validated therapeutic targets for Hepatoblastoma and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the endothelial-activated genes in PINNACLE to define the cell-type–specific targets for Hepatoblastoma. Compute the average embedding for these overlapping targets as a reference, then calculate the cosine similarity between this reference and each individual target's embedding. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['PLTP', 'TRAPPC5', 'FLT4', 'FCER1G', 'DUT']",Hepatoblastoma,endothelial,FLT4,"Among PLTP, TRAPPC5, FLT4, FCER1G, and DUT, which gene exhibits the highest endothelial cell-type specificity as an optimal target for Hepatoblastoma treatment?","Among PLTP, TRAPPC5, FLT4, FCER1G, and DUT, which gene exhibits the highest endothelial cell-type specificity as an optimal target for Hepatoblastoma treatment? Identify the validated therapeutic targets for hepatoblastoma and extract their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the endothelial-activated genes in PINNACLE. Compute the average embedding of the overlapping targets and calculate the cosine similarity between this reference embedding and each individual target. If one gene exhibits a distinctly higher similarity than the others, nominate it as the top candidate and provide a brief evidence-based rationale for its biological relevance."
"['CLDN11', 'PRPF40B', 'KDR', 'POLR2E', 'CHRNB2']",Hepatoblastoma,endothelial,KDR,"Which gene among CLDN11, PRPF40B, KDR, POLR2E, and CHRNB2 demonstrates the highest endothelial cell-specific expression for targeted hepatoblastoma intervention?","Which gene among CLDN11, PRPF40B, KDR, POLR2E, and CHRNB2 demonstrates the highest endothelial cell-specific expression for targeted hepatoblastoma intervention? Identify the verified therapeutic targets for Hepatoblastoma and extract their cell-type–specific embeddings from PINNACLE. Next, determine which endothelial-activated genes in PINNACLE overlap with these targets, creating a set of cell-type–specific Hepatoblastoma targets. Compute the average embedding for this set and then calculate the cosine similarity between this reference and each individual target embedding. If one gene demonstrates a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['PNPLA6', 'CBX6', 'MGAT4A', 'CLCN4', 'KIT']",Hepatoblastoma,endothelial,KIT,"Which gene among PNPLA6, CBX6, MGAT4A, CLCN4, and KIT exhibits the highest endothelial cell-type specificity for targeting Hepatoblastoma?","Which gene among PNPLA6, CBX6, MGAT4A, CLCN4, and KIT exhibits the highest endothelial cell-type specificity for targeting Hepatoblastoma? Identify the verified therapeutic targets for hepatoblastoma and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine which endothelial-activated genes within PINNACLE overlap with these targets to define a cell-type–specific candidate set. Compute the average embedding of this set to serve as a reference, then calculate the cosine similarity between this reference and each target gene. If one gene exhibits a markedly higher similarity than the others, select it as the leading candidate and provide a concise, evidence-based explanation of its biological significance."
"['U2AF1L5', 'UBOX5', 'LAMTOR4', 'HOXC9', 'TOP2B']",Hepatoblastoma,kupffer cell,TOP2B,"Among U2AF1L5, UBOX5, LAMTOR4, HOXC9, and TOP2B, which gene displays the highest specificity of expression in Kupffer cells, making it the most promising target for hepatoblastoma intervention?","Among U2AF1L5, UBOX5, LAMTOR4, HOXC9, and TOP2B, which gene displays the highest specificity of expression in Kupffer cells, making it the most promising target for hepatoblastoma intervention? Identify the verified therapeutic targets for Hepatoblastoma and extract their cell-type–specific embeddings from PINNACLE. Next, determine the overlap between these targets and the genes activated in Kupffer cells to define cell-type–specific targets. Compute the average embedding for this overlapping set and then calculate the cosine similarity between this reference and each individual target embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['ABCB7', 'NPBWR2', 'PRIM1', 'AVP', 'EPN1']",Hepatoblastoma,kupffer cell,PRIM1,"Which gene among ABCB7, NPBWR2, PRIM1, AVP, and EPN1 exhibits the greatest cell-type specificity in Kupffer cells for targeting hepatoblastoma?","Which gene among ABCB7, NPBWR2, PRIM1, AVP, and EPN1 exhibits the greatest cell-type specificity in Kupffer cells for targeting hepatoblastoma? Identify validated therapeutic targets for hepatoblastoma and obtain their corresponding cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with genes activated in kupffer cells in PINNACLE to define a set of hepatoblastoma-specific targets. Compute the average embedding of this overlapping set and calculate the cosine similarity between this reference embedding and each individual target. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['UBXN2B', 'ENPP3', 'TOP1', 'TGFBR1', 'COL10A1']",Hepatoblastoma,kupffer cell,TOP1,"Which gene among UBXN2B, ENPP3, TOP1, TGFBR1, and COL10A1 exhibits the highest specificity to Kupffer cells, thereby representing the most promising candidate for hepatoblastoma-targeted strategies?","Which gene among UBXN2B, ENPP3, TOP1, TGFBR1, and COL10A1 exhibits the highest specificity to Kupffer cells, thereby representing the most promising candidate for hepatoblastoma-targeted strategies? Identify the validated therapeutic targets for Hepatoblastoma and extract their cell-type–specific embeddings from PINNACLE. Next, determine which Kupffer cell–activated genes in PINNACLE overlap with these targets. Compute the average embedding for the overlapping set, then calculate the cosine similarity between this average and each individual target embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['FLT1', 'NPHS1', 'PIPOX', 'MAPK8IP1', 'TNFAIP3']",Hepatoblastoma,kupffer cell,FLT1,"Which gene among FLT1, NPHS1, PIPOX, MAPK8IP1, and TNFAIP3 exhibits the highest cell-type specificity in Kupffer cells, making it the most promising target for hepatoblastoma therapy?","Which gene among FLT1, NPHS1, PIPOX, MAPK8IP1, and TNFAIP3 exhibits the highest cell-type specificity in Kupffer cells, making it the most promising target for hepatoblastoma therapy? Using verified therapeutic targets for Hepatoblastoma, retrieve their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets are also activated in Kupffer cells according to PINNACLE. Calculate the average embedding of this overlapping gene set, then evaluate the cosine similarity between this average and the embedding of each individual target. If one gene exhibits significantly higher similarity than the others, nominate it as the prime candidate and provide a concise, evidence-based rationale for its biological relevance in Hepatoblastoma therapy."
"['TPGS1', 'SPAG11B', 'TPP1', 'CAV1', 'TUBB']",Hepatoblastoma,kupffer cell,TUBB,"Among the genes TPGS1, SPAG11B, TPP1, CAV1, and TUBB, which one exhibits the highest specificity in Kupffer cells and represents the best candidate for targeting hepatoblastoma?","Among the genes TPGS1, SPAG11B, TPP1, CAV1, and TUBB, which one exhibits the highest specificity in Kupffer cells and represents the best candidate for targeting hepatoblastoma? Identify the verified therapeutic targets for hepatoblastoma and retrieve their cell-type–specific embeddings from the PINNACLE database. Determine which genes activated in Kupffer cells overlap with these targets, thereby defining the cell-type–specific targets for hepatoblastoma. Calculate the average embedding of this overlapping set and compute the cosine similarity between this reference and each individual target’s embedding. If one gene exhibits a considerably higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['NR5A1', 'TUBB4B', 'MID2', 'LUZP6', 'C8A']",Hepatoblastoma,kupffer cell,TUBB4B,"Which gene among NR5A1, TUBB4B, MID2, LUZP6, and C8A exhibits the highest cell-type specificity in Kupffer cells, making it the most effective candidate for targeting hepatoblastoma?","Which gene among NR5A1, TUBB4B, MID2, LUZP6, and C8A exhibits the highest cell-type specificity in Kupffer cells, making it the most effective candidate for targeting hepatoblastoma? Determine the validated therapeutic targets for Hepatoblastoma and obtain their cell-type–specific embeddings from the PINNACLE database. Next, identify which of these targets overlap with the genes activated in Kupffer cells according to PINNACLE, thereby defining the cell-type–specific targets for Hepatoblastoma. Compute the average embedding for these overlapping genes and assess the cosine similarity between this reference vector and each individual target embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate, providing a concise, evidence-based rationale for its biological relevance."
"['IQGAP3', 'TYMS', 'LARP6', 'CAPN10', 'FAP']",Hepatoblastoma,kupffer cell,TYMS,"Which gene among IQGAP3, TYMS, LARP6, CAPN10, and FAP exhibits the highest cell-type specificity in Kupffer cells for targeting hepatoblastoma?","Which gene among IQGAP3, TYMS, LARP6, CAPN10, and FAP exhibits the highest cell-type specificity in Kupffer cells for targeting hepatoblastoma? Identify validated therapeutic targets for Hepatoblastoma and extract their cell-type specific embeddings from PINNACLE. Next, determine which genes in the Kupffer cell–activated set overlap with these targets. Calculate the average embedding of this overlapping set as a reference vector, then compute the cosine similarity between this reference and each individual overlapping gene. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance in Hepatoblastoma."
"['LALBA', 'GOLGA6A', 'GYG2', 'POLD3', 'CINP']",Hepatoblastoma,kupffer cell,POLD3,"Which gene among LALBA, GOLGA6A, GYG2, POLD3, and CINP exhibits the highest cell-type specificity in Kupffer cells for targeted hepatoblastoma therapy?","Which gene among LALBA, GOLGA6A, GYG2, POLD3, and CINP exhibits the highest cell-type specificity in Kupffer cells for targeted hepatoblastoma therapy? Given the set of validated therapeutic targets for Hepatoblastoma, retrieve their cell-type–specific embeddings from the PINNACLE database. Next, identify which of these targets overlap with kupffer cell–activated genes in PINNACLE. For the overlapping genes, compute an average embedding to serve as a reference, then determine the cosine similarity between this reference and each target's embedding. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based justification for its biological significance."
"['AAMP', 'GTF2H2C', 'POLA1', 'GCM2', 'CCDC88B']",Hepatoblastoma,kupffer cell,POLA1,"Which gene among AAMP, GTF2H2C, POLA1, GCM2, and CCDC88B shows the highest specificity for Kupffer cells, thereby representing the most promising target for hepatoblastoma treatment?","Which gene among AAMP, GTF2H2C, POLA1, GCM2, and CCDC88B shows the highest specificity for Kupffer cells, thereby representing the most promising target for hepatoblastoma treatment? Identify the validated therapeutic targets for Hepatoblastoma and extract their cell-type–specific embeddings from PINNACLE. Determine which of these targets overlap with the Kupffer cell–activated genes, compute the average embedding of this overlapping set, and calculate the cosine similarity between each individual target’s embedding and this average. If one gene shows significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['HOXD1', 'LZTS2', 'MS4A14', 'POLA2', 'TRIM16']",Hepatoblastoma,kupffer cell,POLA2,"Among the genes HOXD1, LZTS2, MS4A14, POLA2, and TRIM16, which exhibits the highest cell-type specificity in Kupffer cells for targeting hepatoblastoma?","Among the genes HOXD1, LZTS2, MS4A14, POLA2, and TRIM16, which exhibits the highest cell-type specificity in Kupffer cells for targeting hepatoblastoma? Identify validated therapeutic targets for Hepatoblastoma and extract their corresponding cell-type-specific embeddings from the PINNACLE database. Next, determine which genes activated in Kupffer cells overlap with these targets, thereby defining a cell-type-specific target set for Hepatoblastoma. Compute the average embedding of this overlapping set as a reference, and then calculate the cosine similarity between this reference and each individual target embedding. If one gene distinctly exhibits higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['ALPP', 'GK3P', 'NKX2-5', 'C16orf74', 'TOP2A']",Hepatoblastoma,kupffer cell,TOP2A,"Which gene among ALPP, GK3P, NKX2-5, C16orf74, and TOP2A exhibits the highest cell-type specificity in Kupffer cells for targeting hepatoblastoma?","Which gene among ALPP, GK3P, NKX2-5, C16orf74, and TOP2A exhibits the highest cell-type specificity in Kupffer cells for targeting hepatoblastoma? Identify the verified therapeutic targets for hepatoblastoma and obtain their cell-type–specific embeddings from the PINNACLE database. Next, determine which kupffer cell-activated genes from PINNACLE overlap with these targets, forming a set of cell-type–specific therapeutic candidates. Calculate the average embedding for these candidates and assess the cosine similarity between this composite embedding and each individual target. If one gene demonstrates a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['SMG7', 'RRM1', 'LRRC1', 'DUSP10', 'RP9']",Hepatoblastoma,kupffer cell,RRM1,"Which gene among SMG7, RRM1, LRRC1, DUSP10, and RP9 exhibits the highest cell-type specificity in Kupffer cells for targeting hepatoblastoma?","Which gene among SMG7, RRM1, LRRC1, DUSP10, and RP9 exhibits the highest cell-type specificity in Kupffer cells for targeting hepatoblastoma? What are the verified therapeutic targets for hepatoblastoma that also overlap with kupffer cell–activated genes in PINNACLE? Retrieve the cell-type–specific embeddings for these targets, compute their average embedding as a reference, and then calculate the cosine similarity between this reference and each individual target. Identify the single gene with a markedly higher similarity as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['PRIM2', 'ASB8', 'INHBC', 'NEU2', 'JAGN1']",Hepatoblastoma,kupffer cell,PRIM2,"Among PRIM2, ASB8, INHBC, NEU2, and JAGN1, which gene exhibits the highest cell-type specificity in Kupffer cells, thereby representing the most promising target for hepatoblastoma therapy?","Among PRIM2, ASB8, INHBC, NEU2, and JAGN1, which gene exhibits the highest cell-type specificity in Kupffer cells, thereby representing the most promising target for hepatoblastoma therapy? Identify the verified therapeutic targets for Hepatoblastoma and extract their cell-type-specific embeddings from the PINNACLE database. Next, determine the overlap between these targets and the Kupffer cell-activated genes available in PINNACLE to define the cell-type–specific targets for Hepatoblastoma. Compute the average embedding of these overlapping genes as a reference, then calculate the cosine similarity between this reference and each individual target embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['POLE2', 'SLCO1B3', 'ZNF547', 'ATP1A4', 'MAGEC1']",Hepatoblastoma,kupffer cell,POLE2,"Among POLE2, SLCO1B3, ZNF547, ATP1A4, and MAGEC1, which gene exhibits the highest cellular specificity for Kupffer cells as a candidate target in hepatoblastoma?","Among POLE2, SLCO1B3, ZNF547, ATP1A4, and MAGEC1, which gene exhibits the highest cellular specificity for Kupffer cells as a candidate target in hepatoblastoma? Identify the verified therapeutic targets for Hepatoblastoma and obtain their cell-type-specific embeddings from PINNACLE. Next, determine which of these targets overlap with kupffer cell-activated genes in PINNACLE, making them potential cell-type–specific targets. Calculate the average embedding of this overlapping set and assess the cosine similarity between each individual target's embedding and this average reference. If one gene exhibits significantly higher similarity than the others, nominate it as the top candidate, providing a concise, evidence-based rationale for its relevance in Hepatoblastoma."
"['TOP2B', 'UTS2R', 'EGR2', 'DCAF1', 'SETD3']",Hepatoblastoma,kupffer cell,TOP2B,"Which gene among TOP2B, UTS2R, EGR2, DCAF1, and SETD3 exhibits the highest cell-type-specific expression in Kupffer cells, making it the most promising target for Hepatoblastoma therapy?","Which gene among TOP2B, UTS2R, EGR2, DCAF1, and SETD3 exhibits the highest cell-type-specific expression in Kupffer cells, making it the most promising target for Hepatoblastoma therapy? Identify the validated therapeutic targets for hepatoblastoma and obtain their cell-type–specific embeddings from the PINNACLE database. Next, determine which of these targets overlap with Kupffer cell–activated genes in PINNACLE, and compute the average embedding for this overlapping set. Then, calculate the cosine similarity between this average embedding and each individual target’s embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological importance."
