candidate_genes,disease,celltype,y,user_question,full_query
"['ABHD1', 'UPF3A', 'ZDHHC13', 'AVPR2', 'PYM1']",Sjogren syndrome,acinar cell of salivary gland,PYM1,"Which gene among ABHD1, UPF3A, ZDHHC13, AVPR2, and PYM1 shows the highest specificity in salivary gland acinar cells, making it the most promising target for Sjögren’s syndrome?","Which gene among ABHD1, UPF3A, ZDHHC13, AVPR2, and PYM1 shows the highest specificity in salivary gland acinar cells, making it the most promising target for Sjögren’s syndrome? Identify validated therapeutic targets for Sjogren syndrome and extract their cell-type–specific embeddings from PINNACLE. Next, determine which acinar cell-activated genes in the salivary gland from PINNACLE overlap with these targets. Compute the average embedding of this overlapping set and calculate the cosine similarity between this reference and each individual target embedding. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate, providing a concise, evidence-based rationale for its biological relevance."
"['MIRLET7A1', 'GTF2I', 'KIR3DL1', 'PPP4R4', 'VCPIP1']",Sjogren syndrome,acinar cell of salivary gland,GTF2I,"Which gene among MIRLET7A1, GTF2I, KIR3DL1, PPP4R4, and VCPIP1 exhibits the highest acinar cell-specific expression in the salivary gland and is most relevant for targeting Sjögren's syndrome?","Which gene among MIRLET7A1, GTF2I, KIR3DL1, PPP4R4, and VCPIP1 exhibits the highest acinar cell-specific expression in the salivary gland and is most relevant for targeting Sjögren's syndrome? Using the PINNACLE database, identify the validated therapeutic targets for Sjogren syndrome and extract their cell-type–specific embeddings. Next, from the acinar cell-activated gene set in the salivary gland profile available in PINNACLE, determine the genes that overlap with these therapeutic targets. Use this overlapping set as the cell-type–specific targets for Sjogren syndrome, compute their average embedding as a reference vector, and calculate the cosine similarity between this reference and the embedding for each individual gene. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-supported rationale for its biological significance in Sjogren syndrome."
"['IMPDH2', 'KYAT3', 'C19orf44', 'THG1L', 'FAM174A']",Sjogren syndrome,acinar cell of salivary gland,IMPDH2,"Which gene among IMPDH2, KYAT3, C19orf44, THG1L, and FAM174A exhibits the highest expression specificity in salivary gland acinar cells, making it the most promising target for interventions in Sjögren syndrome?","Which gene among IMPDH2, KYAT3, C19orf44, THG1L, and FAM174A exhibits the highest expression specificity in salivary gland acinar cells, making it the most promising target for interventions in Sjögren syndrome? Identify the verified therapeutic targets for Sjogren syndrome and extract their cell-type–specific PINNACLE embeddings. Next, determine which acinar cell–activated salivary gland genes overlap with these targets, defining them as the cell-type–specific targets. Compute the average embedding for these overlapping genes and calculate the cosine similarity between this average and each individual target. If one gene shows significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['HIF1A', 'NAA25', 'FRYL', 'LRG1', 'HLA-B']",Sjogren syndrome,acinar cell of salivary gland,HLA-B,"Which gene, among HIF1A, NAA25, FRYL, LRG1, and HLA-B, exhibits the highest expression specificity in salivary gland acinar cells, thereby representing the most promising single-gene target for Sjogren syndrome?","Which gene, among HIF1A, NAA25, FRYL, LRG1, and HLA-B, exhibits the highest expression specificity in salivary gland acinar cells, thereby representing the most promising single-gene target for Sjogren syndrome? Identify validated therapeutic targets for Sjogren syndrome and extract their cell-type–specific embeddings from PINNACLE. Next, determine which acinar cell–activated genes in the salivary gland dataset overlap with these targets to establish a set of cell-type–specific therapeutic genes. Compute the average embedding of these overlapping genes as a reference vector, then calculate the cosine similarity between this reference and each individual gene embedding. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['SFTPD', 'QSOX1', 'CCDC181', 'STAT1', 'UMOD']",Sjogren syndrome,acinar cell of salivary gland,STAT1,"Which gene among SFTPD, QSOX1, CCDC181, STAT1, and UMOD exhibits the highest cell-type specificity in salivary gland acinar cells, making it the most promising candidate for targeted intervention in Sjögren syndrome?","Which gene among SFTPD, QSOX1, CCDC181, STAT1, and UMOD exhibits the highest cell-type specificity in salivary gland acinar cells, making it the most promising candidate for targeted intervention in Sjögren syndrome? For Sjogren syndrome, identify the verified therapeutic targets and extract their cell-type–specific embeddings from PINNACLE. Among genes activated in acinar cells of the salivary gland in PINNACLE, determine which overlap with these targets to define a ""cell-type–specific"" set. Compute the average embedding of this set and then calculate the cosine similarity between this average and each individual gene embedding. If one gene exhibits a significantly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological significance in Sjogren syndrome."
"['IFNAR1', 'DNAJC9', 'PA2G4', 'GTF2A1L', 'HAO2']",Sjogren syndrome,acinar cell of salivary gland,IFNAR1,"Which gene—IFNAR1, DNAJC9, PA2G4, GTF2A1L, or HAO2—exhibits the highest acinar cell specificity in the salivary gland, thereby representing the most promising candidate for targeting Sjögren's syndrome?","Which gene—IFNAR1, DNAJC9, PA2G4, GTF2A1L, or HAO2—exhibits the highest acinar cell specificity in the salivary gland, thereby representing the most promising candidate for targeting Sjögren's syndrome? Identify validated therapeutic targets for Sjogren’s syndrome and extract their cell type-specific embeddings from PINNACLE. Then, determine the overlap between these targets and acinar cell-activated genes from the salivary gland in PINNACLE. Using this overlapping set as the cell-type-specific targets, compute the average embedding profile and calculate the cosine similarity between this profile and each individual target embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['PRKCI', 'TEX44', 'TBC1D15', 'CHRM3', 'LTA4H']",Sjogren syndrome,acinar cell of salivary gland,CHRM3,"Which gene among PRKCI, TEX44, TBC1D15, CHRM3, and LTA4H exhibits the highest cell-type specificity in salivary gland acinar cells for potential targeting in Sjögren syndrome?","Which gene among PRKCI, TEX44, TBC1D15, CHRM3, and LTA4H exhibits the highest cell-type specificity in salivary gland acinar cells for potential targeting in Sjögren syndrome? Identify the validated therapeutic targets for Sjögren syndrome and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which acinar cell–activated genes in the salivary gland dataset overlap with these targets, and compute the average embedding for this overlapping set. Calculate the cosine similarity between this reference embedding and each individual target gene. If one gene exhibits a markedly higher similarity than the others, nominate it as the prime candidate and provide a concise, evidence‐based rationale for its biological relevance."
"['GK3P', 'MAN2A1', 'DDX6', 'ZNF624', 'SC5D']",Sjogren syndrome,acinar cell of salivary gland,DDX6,"Which gene—GK3P, MAN2A1, DDX6, ZNF624, or SC5D—demonstrates the highest specificity for salivary gland acinar cells, thereby representing the best target candidate in Sjögren’s syndrome?","Which gene—GK3P, MAN2A1, DDX6, ZNF624, or SC5D—demonstrates the highest specificity for salivary gland acinar cells, thereby representing the best target candidate in Sjögren’s syndrome? Identify experimentally verified therapeutic targets for Sjogren syndrome and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which acinar cell–activated genes from the salivary glands overlap with these targets to define a cell-type–specific set for Sjogren syndrome. Compute the average embedding for this gene set as a reference and calculate the cosine similarity between the reference and each individual target embedding. If one gene shows a significantly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['HLA-B', 'TCF25', 'IGSF1', 'ADCY10P1', 'SERPINC1']",Sjogren syndrome,iga plasma cell,HLA-B,"Among HLA-B, TCF25, IGSF1, ADCY10P1, and SERPINC1, which gene demonstrates the highest cell-type specificity in IgA plasma cells for targeting Sjögren's syndrome?","Among HLA-B, TCF25, IGSF1, ADCY10P1, and SERPINC1, which gene demonstrates the highest cell-type specificity in IgA plasma cells for targeting Sjögren's syndrome? Identify the verified therapeutic targets for Sjogren syndrome and retrieve their cell-type–specific embeddings from the PINNACLE dataset. Next, determine the overlap between these targets and the iga plasma cell–activated genes in PINNACLE. For the overlapping set, compute the average embedding as a reference and calculate the cosine similarity between this average and each individual target's embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['INHBA', 'MAGT1', 'EIF3K', 'PSMD14', 'PPIA']",Sjogren syndrome,iga plasma cell,PPIA,"Which gene among INHBA, MAGT1, EIF3K, PSMD14, and PPIA exhibits the highest cell-type specificity in IgA-producing plasma cells, thereby representing the best candidate for targeting Sjögren syndrome?","Which gene among INHBA, MAGT1, EIF3K, PSMD14, and PPIA exhibits the highest cell-type specificity in IgA-producing plasma cells, thereby representing the best candidate for targeting Sjögren syndrome? Identify the verified therapeutic targets for Sjogren syndrome and retrieve their cell-type–specific embeddings from the PINNACLE database. Next, determine which Iga plasma cell–activated genes in PINNACLE overlap with these targets to define the cell-type–specific set for Sjogren syndrome. Compute the average embedding of this overlapping set and then calculate the cosine similarity between the average and each individual gene embedding. If one gene shows a significantly higher similarity than all others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['NDUFB10', 'PAM', 'HSP90AA5P', 'MIF', 'BST2']",Sjogren syndrome,iga plasma cell,MIF,"Which gene among NDUFB10, PAM, HSP90AA5P, MIF, and BST2 exhibits the highest cell-type specificity in IgA plasma cells, making it the most promising candidate for targeting in Sjögren syndrome?","Which gene among NDUFB10, PAM, HSP90AA5P, MIF, and BST2 exhibits the highest cell-type specificity in IgA plasma cells, making it the most promising candidate for targeting in Sjögren syndrome? Identify the confirmed therapeutic targets for Sjögren syndrome and extract their cell-type-specific embeddings from PINNACLE. Next, determine which of the IGA plasma cell-activated genes in PINNACLE overlap with these targets to define the cell-type-specific target set for Sjögren syndrome. Calculate the average embedding for this overlapping set and compute the cosine similarity between this average and each individual target embedding. If one gene exhibits markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['TANC2', 'FAM162A', 'CTSS', 'GDF5-AS1', 'TMEM80']",Sjogren syndrome,iga plasma cell,CTSS,"Which gene among TANC2, FAM162A, CTSS, GDF5-AS1, and TMEM80 exhibits the highest cell-type-specific expression in IgA plasma cells, thereby indicating its potential as the optimal candidate for targeting Sjögren syndrome?","Which gene among TANC2, FAM162A, CTSS, GDF5-AS1, and TMEM80 exhibits the highest cell-type-specific expression in IgA plasma cells, thereby indicating its potential as the optimal candidate for targeting Sjögren syndrome? Identify the verified therapeutic targets for Sjogren syndrome and extract their cell-type–specific embeddings from PINNACLE. Next, determine the intersection with IGA plasma cell-activated genes in PINNACLE to form a refined set of cell-type–specific targets. Compute the average embedding for this set and calculate the cosine similarity between this reference and each individual target. If one gene demonstrates markedly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological significance."
"['SNX33', 'ZNF285', 'TNFAIP3', 'COMMD9', 'NSA2']",Sjogren syndrome,iga plasma cell,TNFAIP3,"Among the genes SNX33, ZNF285, TNFAIP3, COMMD9, and NSA2, which one shows the highest cell-type specificity in IgA-producing plasma cells, thereby representing the optimal candidate target for therapeutic intervention in Sjögren's syndrome?","Among the genes SNX33, ZNF285, TNFAIP3, COMMD9, and NSA2, which one shows the highest cell-type specificity in IgA-producing plasma cells, thereby representing the optimal candidate target for therapeutic intervention in Sjögren's syndrome? Identify validated therapeutic targets for Sjögren syndrome and retrieve their cell type-specific embeddings from PINNACLE. Then, determine which targets overlap with the genes activated in IgA plasma cells within PINNACLE. Compute the average embedding of the overlapping set and calculate the cosine similarity between this reference and the embedding of each target. If one gene exhibits markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['TMCO2', 'BCLAF1', 'TNFAIP3', 'UEVLD', 'IGF1']",Sjogren syndrome,iga plasma cell,TNFAIP3,"Among the candidate genes TMCO2, BCLAF1, TNFAIP3, UEVLD, and IGF1, which one exhibits the highest specificity in IgA plasma cells as a potential therapeutic target for Sjögren syndrome?","Among the candidate genes TMCO2, BCLAF1, TNFAIP3, UEVLD, and IGF1, which one exhibits the highest specificity in IgA plasma cells as a potential therapeutic target for Sjögren syndrome? Identify validated therapeutic targets for Sjogren syndrome and extract their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets intersect with the IGA plasma cell–activated genes from PINNACLE. For the overlapping set, compute an average embedding as a reference and calculate the cosine similarity between this reference and each individual gene embedding. If one gene shows a significantly higher similarity than the others, nominate it as the primary candidate and provide a concise, evidence-based rationale for its biological relevance."
"['EPCAM', 'MISP', 'MIF', 'GABARAPL3', 'ODAM']",Sjogren syndrome,iga plasma cell,MIF,"Among the genes EPCAM, MISP, MIF, GABARAPL3, and ODAM, which one exhibits the highest cell-type specificity in IgA plasma cells as a potential therapeutic target for Sjogren syndrome?","Among the genes EPCAM, MISP, MIF, GABARAPL3, and ODAM, which one exhibits the highest cell-type specificity in IgA plasma cells as a potential therapeutic target for Sjogren syndrome? Identify the verified therapeutic targets for Sjogren syndrome and extract their cell-type–specific embeddings from PINNACLE. Next, determine the overlap between these targets and the genes activated in IgA plasma cells from the PINNACLE dataset. Compute the average embedding of the overlapping genes, then assess the cosine similarity between this reference embedding and each individual target’s embedding. If one gene stands out with a markedly higher similarity, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['PPIA', 'DMPK', 'CCNK', 'GLI1', 'NOTCH1']",Sjogren syndrome,iga plasma cell,PPIA,"Which gene among PPIA, DMPK, CCNK, GLI1, and NOTCH1 demonstrates the highest cell-type specificity in IgA plasma cells, making it the most promising target for Sjögren's syndrome?","Which gene among PPIA, DMPK, CCNK, GLI1, and NOTCH1 demonstrates the highest cell-type specificity in IgA plasma cells, making it the most promising target for Sjögren's syndrome? Using the verified therapeutic targets for Sjogren syndrome, retrieve their cell type–specific embeddings from PINNACLE. Identify the targets that overlap with the IgA plasma cell–activated genes in PINNACLE to define the cell type–specific targets for Sjogren syndrome. Calculate the average embedding for this overlapping set and then determine the cosine similarity between this reference embedding and each individual target’s embedding. If one gene demonstrates a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['GUK1', 'CTSS', 'COX14', 'CUEDC2', 'SELP']",Sjogren syndrome,iga plasma cell,CTSS,"Which gene among GUK1, CTSS, COX14, CUEDC2, and SELP exhibits the highest cell-type specificity in IgA plasma cells for targeting Sjogren syndrome?","Which gene among GUK1, CTSS, COX14, CUEDC2, and SELP exhibits the highest cell-type specificity in IgA plasma cells for targeting Sjogren syndrome? Identify validated therapeutic targets for Sjögren's syndrome and extract their cell type-specific embeddings from PINNACLE. Next, determine which IgA plasma cell–activated genes in PINNACLE overlap with these targets, as these overlapping genes represent the cell type-specific targets for Sjögren's syndrome. Calculate the average embedding of these overlapping genes and then compute the cosine similarity between this average reference and each individual target. If one gene exhibits markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['CRIP2', 'HLA-B', 'RSPO1', 'HNF1B', 'PAQR7']",Sjogren syndrome,iga plasma cell,HLA-B,"Among CRIP2, HLA-B, RSPO1, HNF1B, and PAQR7, which gene displays the highest cell-type specificity in IgA plasma cells for targeting Sjögren syndrome?","Among CRIP2, HLA-B, RSPO1, HNF1B, and PAQR7, which gene displays the highest cell-type specificity in IgA plasma cells for targeting Sjögren syndrome? Identify the validated therapeutic targets for Sjogren syndrome and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which genes activated in IgA plasma cells overlap with these targets, forming a set of cell-type–specific candidates. Compute the average embedding for this overlapping set and calculate the cosine similarity between this average and each individual target’s embedding. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['SIPA1L3', 'HLF', 'VPS37D', 'CTSS', 'NPPA']",Sjogren syndrome,iga plasma cell,CTSS,"Which gene—SIPA1L3, HLF, VPS37D, CTSS, or NPPA—demonstrates the highest specificity in IgA plasma cells as a candidate target for Sjögren’s syndrome therapies?","Which gene—SIPA1L3, HLF, VPS37D, CTSS, or NPPA—demonstrates the highest specificity in IgA plasma cells as a candidate target for Sjögren’s syndrome therapies? Identify validated therapeutic targets for Sjogren syndrome and extract their cell-type–specific embeddings from PINNACLE. Next, determine which genes associated with IgA plasma cell activation in PINNACLE overlap with these targets. For the overlapping set, compute the average embedding and calculate the cosine similarity between this average and each individual target’s embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['USP4', 'CLIP2', 'TNFAIP3', 'TBCCD1', 'H6PD']",Sjogren syndrome,iga plasma cell,TNFAIP3,"Among USP4, CLIP2, TNFAIP3, TBCCD1, and H6PD, which gene exhibits the highest cell-type specificity in IgA plasma cells relevant to Sjögren's syndrome?","Among USP4, CLIP2, TNFAIP3, TBCCD1, and H6PD, which gene exhibits the highest cell-type specificity in IgA plasma cells relevant to Sjögren's syndrome? Identify verified therapeutic targets for Sjögren syndrome and obtain their cell-type–specific embeddings from PINNACLE. From these targets, determine the intersection with the set of IGA plasma cell–activated genes in PINNACLE to define the cell-type–specific targets for Sjögren syndrome. Next, calculate the average embedding of this overlapping set and compute the cosine similarity between this reference and each individual target. If one gene exhibits significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
