candidate_genes,disease,celltype,y,user_question,full_query
"['CLIC5', 'PBRM1', 'DDB1', 'PELI2', 'C7orf26']",follicular lymphoma,cd4-positive alpha-beta cytotoxic t cell,DDB1,"Which gene—CLIC5, PBRM1, DDB1, PELI2, or C7orf26—exhibits the highest cell-type specificity in CD4-positive αβ cytotoxic T cells with respect to targeting follicular lymphoma?","Which gene—CLIC5, PBRM1, DDB1, PELI2, or C7orf26—exhibits the highest cell-type specificity in CD4-positive αβ cytotoxic T cells with respect to targeting follicular lymphoma? Which validated therapeutic targets for follicular lymphoma (as characterized by PINNACLE cell-type–specific embeddings) overlap with genes activated in cd4-positive alpha-beta cytotoxic T cells? Calculate the average embedding of this overlapping set and compute the cosine similarity between this average and each individual target. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological significance."
"['DDX49', 'TENT2', 'PICK1', 'TMEM144', 'IFNAR2']",follicular lymphoma,cd4-positive alpha-beta cytotoxic t cell,IFNAR2,"Which gene among DDX49, TENT2, PICK1, TMEM144, and IFNAR2 exhibits the highest expression specificity in CD4-positive alpha-beta cytotoxic T cells for potential targeting in follicular lymphoma?","Which gene among DDX49, TENT2, PICK1, TMEM144, and IFNAR2 exhibits the highest expression specificity in CD4-positive alpha-beta cytotoxic T cells for potential targeting in follicular lymphoma? Identify the verified therapeutic targets for follicular lymphoma and retrieve their cell-type–specific embeddings from the PINNACLE database. Next, determine which of these targets overlap with the gene set associated with CD4-positive alpha-beta cytotoxic T cell activation in PINNACLE. For the overlapping genes, compute their average embedding as a reference and calculate the cosine similarity between this reference and each individual target embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['CDK4', 'SYP', 'EPHA5', 'CSN1S1', 'GINM1']",follicular lymphoma,cd4-positive alpha-beta cytotoxic t cell,CDK4,"Among the genes CDK4, SYP, EPHA5, CSN1S1, and GINM1, which exhibits the highest cell-type specificity in CD4-positive alpha-beta cytotoxic T cells for therapeutic targeting of follicular lymphoma?","Among the genes CDK4, SYP, EPHA5, CSN1S1, and GINM1, which exhibits the highest cell-type specificity in CD4-positive alpha-beta cytotoxic T cells for therapeutic targeting of follicular lymphoma? Identify the confirmed therapeutic targets for follicular lymphoma and extract their cell-type–specific embeddings from PINNACLE. Next, determine which CD4-positive alpha-beta cytotoxic T-cell activation genes in PINNACLE intersect with these targets—these overlapping genes constitute the cell-type–specific targets for follicular lymphoma. Calculate the average embedding of this set to serve as a reference, then compute the cosine similarity between this reference and each individual target. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a brief, evidence-based rationale for its biological relevance."
"['MRPL49', 'UPF2', 'NDUFAB1', 'PRR16', 'SYPL1']",follicular lymphoma,cd4-positive alpha-beta cytotoxic t cell,NDUFAB1,"Among the genes MRPL49, UPF2, NDUFAB1, PRR16, and SYPL1, which one exhibits the highest specificity for CD4-positive alpha-beta cytotoxic T cells, making it the most promising candidate for targeting follicular lymphoma?","Among the genes MRPL49, UPF2, NDUFAB1, PRR16, and SYPL1, which one exhibits the highest specificity for CD4-positive alpha-beta cytotoxic T cells, making it the most promising candidate for targeting follicular lymphoma? Identify the verified therapeutic targets for follicular lymphoma and extract their cell-type–specific embeddings from PINNACLE. Next, determine which targets overlap with the genes associated with activated cd4-positive alpha-beta cytotoxic T cells in PINNACLE. Compute the average embedding for this overlapping set and calculate the cosine similarity between this average and each individual target embedding. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['SLC4A1', 'DAXX', 'LAG3', 'EFHC1', 'MED13']",follicular lymphoma,cd4-positive alpha-beta cytotoxic t cell,LAG3,"Among the genes SLC4A1, DAXX, LAG3, EFHC1, and MED13, which displays the highest cell-type specificity in CD4-positive alpha-beta cytotoxic T cells relevant for targeting follicular lymphoma?","Among the genes SLC4A1, DAXX, LAG3, EFHC1, and MED13, which displays the highest cell-type specificity in CD4-positive alpha-beta cytotoxic T cells relevant for targeting follicular lymphoma? Determine the verified therapeutic targets for follicular lymphoma and retrieve their cell-type–specific embeddings from PINNACLE. Next, identify the overlap between these targets and the CD4-positive alpha-beta cytotoxic T cell–activated genes in PINNACLE. Compute the average embedding of this overlapping set to serve as a reference, and then calculate the cosine similarity between this reference and each individual target. If one gene demonstrates a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['WDR41', 'RASSF1', 'TUBB', 'LTN1', 'GDF6']",follicular lymphoma,cd4-positive alpha-beta cytotoxic t cell,TUBB,"Among the following genes—WDR41, RASSF1, TUBB, LTN1, and GDF6—which one exhibits the highest cell-type specificity in CD4-positive αβ cytotoxic T cells, making it the most promising candidate for targeted therapy in follicular lymphoma?","Among the following genes—WDR41, RASSF1, TUBB, LTN1, and GDF6—which one exhibits the highest cell-type specificity in CD4-positive αβ cytotoxic T cells, making it the most promising candidate for targeted therapy in follicular lymphoma? Identify the verified therapeutic targets for follicular lymphoma and extract their cell-type–specific embeddings from PINNACLE. Next, determine the intersection with genes that are activated in CD4-positive αβ cytotoxic T cells, which will define the cell-type–specific targets for follicular lymphoma. Compute the average embedding of this gene set and evaluate the cosine similarity between this average and each individual target embedding. If one gene exhibits substantially higher similarity than the others, nominate it as the leading candidate and provide a concise, evidence-based rationale for its biological relevance."
"['BCL2A1', 'ZBBX', 'CBLN2', 'PCDHA10', 'SLC4A10']",follicular lymphoma,cd4-positive alpha-beta cytotoxic t cell,BCL2A1,"Among the genes BCL2A1, ZBBX, CBLN2, PCDHA10, and SLC4A10, which one demonstrates the highest cell-type specificity in CD4+ alpha-beta cytotoxic T cells for targeting follicular lymphoma?","Among the genes BCL2A1, ZBBX, CBLN2, PCDHA10, and SLC4A10, which one demonstrates the highest cell-type specificity in CD4+ alpha-beta cytotoxic T cells for targeting follicular lymphoma? Identify the verified therapeutic targets for follicular lymphoma and extract their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the cd4-positive alpha-beta cytotoxic T cell–activated genes in the PINNACLE dataset. Compute the average embedding of the overlapping targets to serve as a reference, and then calculate the cosine similarity between this reference and each individual target. If one gene exhibits substantially higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['HIPK2', 'HMGCS1', 'GPR89B', 'GMNN', 'NDUFA8']",follicular lymphoma,cd4-positive alpha-beta cytotoxic t cell,NDUFA8,"Among HIPK2, HMGCS1, GPR89B, GMNN, and NDUFA8, which gene shows the highest cell-type specificity in CD4-positive αβ cytotoxic T cells, making it the most promising candidate for targeting follicular lymphoma?","Among HIPK2, HMGCS1, GPR89B, GMNN, and NDUFA8, which gene shows the highest cell-type specificity in CD4-positive αβ cytotoxic T cells, making it the most promising candidate for targeting follicular lymphoma? Retrieve the verified therapeutic targets for follicular lymphoma from PINNACLE along with their cell-type–specific embeddings. Identify which of these targets intersect with the set of genes activated in CD4-positive alpha-beta cytotoxic T cells. For the overlapping genes, compute the average embedding to serve as a reference profile, then calculate the cosine similarity between this reference and each individual gene's embedding. If one gene exhibits a substantially higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['PSMA5', 'MAPRE2', 'DYNC2LI1', 'TEF', 'NDUFA4']",follicular lymphoma,cd4-positive alpha-beta cytotoxic t cell,NDUFA4,"Among PSMA5, MAPRE2, DYNC2LI1, TEF, and NDUFA4, which gene exhibits the highest expression specificity in CD4-positive alpha-beta T cells relevant for targeted therapy against follicular lymphoma?","Among PSMA5, MAPRE2, DYNC2LI1, TEF, and NDUFA4, which gene exhibits the highest expression specificity in CD4-positive alpha-beta T cells relevant for targeted therapy against follicular lymphoma? Identify the verified therapeutic targets for follicular lymphoma that overlap with the CD4-positive alpha-beta cytotoxic T cell activation gene set in the PINNACLE database. Retrieve their cell-type–specific embeddings, compute the average embedding as a reference, and then calculate the cosine similarity between this average and each individual target's embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['KCNE5', 'SNTG1', 'APBA1', 'TBC1D25', 'PRKCB']",follicular lymphoma,cd4-positive alpha-beta cytotoxic t cell,PRKCB,"Which gene, among KCNE5, SNTG1, APBA1, TBC1D25, and PRKCB, shows the highest expression specificity in CD4-positive alpha-beta T cells relevant for targeting follicular lymphoma?","Which gene, among KCNE5, SNTG1, APBA1, TBC1D25, and PRKCB, shows the highest expression specificity in CD4-positive alpha-beta T cells relevant for targeting follicular lymphoma? Using PINNACLE, identify the validated therapeutic targets for follicular lymphoma and extract their cell-type–specific embeddings. Determine the overlap between these targets and the genes expressed in activated CD4-positive alpha-beta cytotoxic T cells, defining this intersection as the cell-type–specific targets for follicular lymphoma. Next, calculate the average embedding of this gene set and compute the cosine similarity between this average and each individual target’s embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a succinct, evidence-based explanation of its biological relevance."
"['CEL', 'NFKBIL1', 'LINC00482', 'NDUFS4', 'XRCC2']",follicular lymphoma,naive thymus-derived cd4-positive alpha-beta t cell,NDUFS4,"Among the genes CEL, NFKBIL1, LINC00482, NDUFS4, and XRCC2, which exhibits the highest cell-type specificity in naive thymus-derived CD4+ alpha-beta T cells as a potential target for follicular lymphoma?","Among the genes CEL, NFKBIL1, LINC00482, NDUFS4, and XRCC2, which exhibits the highest cell-type specificity in naive thymus-derived CD4+ alpha-beta T cells as a potential target for follicular lymphoma? Identify the validated therapeutic targets for follicular lymphoma and extract their cell-type–specific embeddings from PINNACLE. Next, determine the intersection between these targets and the genes flagged as activated in naive thymus-derived CD4+ alpha-beta T cells within PINNACLE. Define this overlap as the cell-type–specific targets for follicular lymphoma, calculate the average embedding for this subset as a reference, and then compute the cosine similarity between the reference and each individual target embedding. If one gene shows a significantly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['AKAP7', 'PPM1A', 'CDK4', 'UBE2O', 'VSX2']",follicular lymphoma,naive thymus-derived cd4-positive alpha-beta t cell,CDK4,"Which gene among AKAP7, PPM1A, CDK4, UBE2O, and VSX2 exhibits the highest cell-type specificity in naive thymus-derived CD4+ alpha-beta T cells, making it the most appropriate candidate for targeting follicular lymphoma?","Which gene among AKAP7, PPM1A, CDK4, UBE2O, and VSX2 exhibits the highest cell-type specificity in naive thymus-derived CD4+ alpha-beta T cells, making it the most appropriate candidate for targeting follicular lymphoma? Identify the verified therapeutic targets for follicular lymphoma and retrieve their cell-type–specific embeddings from the PINNACLE database. Next, determine which of these targets overlap with the naive thymus–derived CD4-positive αβ T cell–activated genes in PINNACLE; this overlapping set represents the cell-type–specific targets for follicular lymphoma. Compute the average embedding for these genes to serve as a reference, and calculate the cosine similarity between this reference and the embedding of each individual target. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['NDUFA4', 'LARS1', 'PAK5', 'MFGE8', 'NCBP2AS2']",follicular lymphoma,naive thymus-derived cd4-positive alpha-beta t cell,NDUFA4,"Among NDUFA4, LARS1, PAK5, MFGE8, and NCBP2AS2, which gene exhibits the highest specificity in naive thymus-derived CD4+ alpha-beta T cells to serve as the best target for follicular lymphoma therapy?","Among NDUFA4, LARS1, PAK5, MFGE8, and NCBP2AS2, which gene exhibits the highest specificity in naive thymus-derived CD4+ alpha-beta T cells to serve as the best target for follicular lymphoma therapy? Retrieve the verified therapeutic targets for follicular lymphoma along with their cell-type–specific embeddings from PINNACLE. Next, identify the overlap between these targets and the set of naive thymus-derived CD4-positive alpha-beta T cell–activated genes in PINNACLE. Calculate the average embedding of the overlapping genes and then determine the cosine similarity between this composite embedding and each individual target’s embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance in follicular lymphoma."
"['ST8SIA2', 'EIF3J', 'OSR1', 'NDUFS8', 'RAB32']",follicular lymphoma,naive thymus-derived cd4-positive alpha-beta t cell,NDUFS8,"Among the genes ST8SIA2, EIF3J, OSR1, NDUFS8, and RAB32, which one exhibits the highest cell-type specificity in naive thymus-derived CD4-positive alpha-beta T cells, making it the most promising target for follicular lymphoma?","Among the genes ST8SIA2, EIF3J, OSR1, NDUFS8, and RAB32, which one exhibits the highest cell-type specificity in naive thymus-derived CD4-positive alpha-beta T cells, making it the most promising target for follicular lymphoma? Identify the confirmed therapeutic targets for follicular lymphoma in PINNACLE and extract their cell-type–specific embeddings. Then, from the set of naive thymus-derived CD4+ αβ T cell-activated genes in PINNACLE, determine the overlapping genes to define cell-type–specific targets for follicular lymphoma. Compute the average embedding of these overlapping targets and calculate the cosine similarity between this reference embedding and each individual target. If one gene exhibits a markedly higher similarity compared to the others, nominate it as the top candidate and provide a brief, evidence-based rationale for its biological relevance."
"['KRTAP4-5', 'ZSCAN22', 'COL9A3', 'SLC12A9', 'NDUFAF2']",follicular lymphoma,naive thymus-derived cd4-positive alpha-beta t cell,NDUFAF2,"Among the genes KRTAP4-5, ZSCAN22, COL9A3, SLC12A9, and NDUFAF2, which shows the highest specificity in naive thymus-derived CD4+ αβ T cells, making it the most appropriate candidate target for follicular lymphoma?","Among the genes KRTAP4-5, ZSCAN22, COL9A3, SLC12A9, and NDUFAF2, which shows the highest specificity in naive thymus-derived CD4+ αβ T cells, making it the most appropriate candidate target for follicular lymphoma? What are the validated therapeutic targets for follicular lymphoma? Retrieve their cell-type–specific embeddings from PINNACLE and identify which naive thymus–derived CD4-positive alpha-beta T cell–activated genes overlap with these targets. Then, compute the average embedding for the overlapping set and calculate the cosine similarity between this reference and each individual gene's embedding. If one gene displays a significantly higher similarity than the others, nominate it as the prime candidate and provide a concise, evidence-based rationale for its biological relevance."
"['GNPNAT1', 'ARHGEF25', 'ZNF382', 'NDUFS3', 'BMP2']",follicular lymphoma,naive thymus-derived cd4-positive alpha-beta t cell,NDUFS3,"Which gene—GNPNAT1, ARHGEF25, ZNF382, NDUFS3, or BMP2—exhibits the most specific expression in naive, thymus-derived, CD4-positive alpha-beta T cells for targeting follicular lymphoma?","Which gene—GNPNAT1, ARHGEF25, ZNF382, NDUFS3, or BMP2—exhibits the most specific expression in naive, thymus-derived, CD4-positive alpha-beta T cells for targeting follicular lymphoma? Identify the validated therapeutic targets for follicular lymphoma and extract their cell-type–specific embeddings from PINNACLE. Next, identify which genes in the PINNACLE repository, associated with naive thymus-derived CD4+ alpha-beta T cell activation, overlap with these targets. These overlapping genes represent the cell-type–specific targets for follicular lymphoma. Compute the average embedding of this set to establish a reference, then calculate the cosine similarity between the reference and each individual target. If one gene displays a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['LONRF3', 'PTPRD', 'TRIM51', 'PCNP', 'CDK9']",follicular lymphoma,naive thymus-derived cd4-positive alpha-beta t cell,CDK9,"Among the genes LONRF3, PTPRD, TRIM51, PCNP, and CDK9, which one exhibits the highest cell-type specificity in naive thymus-derived CD4-positive αβ T cells, thereby representing the most promising candidate for targeting follicular lymphoma?","Among the genes LONRF3, PTPRD, TRIM51, PCNP, and CDK9, which one exhibits the highest cell-type specificity in naive thymus-derived CD4-positive αβ T cells, thereby representing the most promising candidate for targeting follicular lymphoma? Determine the validated therapeutic targets for follicular lymphoma from PINNACLE and retrieve their corresponding cell-type specific embeddings. Then, identify the overlapping genes between these targets and the set of naive thymus-derived CD4-positive alpha-beta T cell-activated genes available in PINNACLE. Calculate the average embedding (reference vector) of this overlapping set, and compute the cosine similarity between this reference and each individual target's embedding. If one gene exhibits a significantly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['PYROXD2', 'JPH1', 'MT-ND2', 'CACNA1D', 'MAP2K3']",follicular lymphoma,naive thymus-derived cd4-positive alpha-beta t cell,MT-ND2,"Which gene among PYROXD2, JPH1, MT-ND2, CACNA1D, and MAP2K3 exhibits the highest specificity for naive thymus-derived CD4+ αβ T cells, making it the best candidate for targeted intervention in follicular lymphoma?","Which gene among PYROXD2, JPH1, MT-ND2, CACNA1D, and MAP2K3 exhibits the highest specificity for naive thymus-derived CD4+ αβ T cells, making it the best candidate for targeted intervention in follicular lymphoma? Identify the verified therapeutic targets for follicular lymphoma and retrieve their cell-type–specific embeddings from PINNACLE. Then, determine which genes from the naive thymus–derived CD4-positive alpha-beta T-cell activation set in PINNACLE overlap with these therapeutic targets. Using the overlapping set, compute their average embedding as a reference and calculate the cosine similarity between this reference and each individual target’s embedding. If one gene shows substantially higher similarity than all others, nominate it as the top candidate, and provide a concise, evidence-based rationale for its biological relevance."
"['SERPINA3', 'PRKCB', 'LETMD1', 'TLE4', 'LINC00242']",follicular lymphoma,naive thymus-derived cd4-positive alpha-beta t cell,PRKCB,"Among SERPINA3, PRKCB, LETMD1, TLE4, and LINC00242, which gene exhibits the highest cell-type specificity in naive thymus-derived CD4+ alpha-beta T cells for potential targeting of follicular lymphoma?","Among SERPINA3, PRKCB, LETMD1, TLE4, and LINC00242, which gene exhibits the highest cell-type specificity in naive thymus-derived CD4+ alpha-beta T cells for potential targeting of follicular lymphoma? Identify the confirmed therapeutic targets for follicular lymphoma and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which naive thymus-derived CD4-positive alpha-beta T cell-activated genes in PINNACLE overlap with these targets to define the relevant cell-type–specific target set. Compute the average embedding of this set as a reference and calculate the cosine similarity between each individual target’s embedding and this reference. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['ITPR2', 'STXBP3', 'MED24', 'MT-ND4', 'PPL']",follicular lymphoma,naive thymus-derived cd4-positive alpha-beta t cell,MT-ND4,"Among the genes ITPR2, STXBP3, MED24, MT-ND4, and PPL, which one exhibits the highest cell-type specificity in naive, thymus-derived, CD4-positive, αβ T cells for targeting follicular lymphoma?","Among the genes ITPR2, STXBP3, MED24, MT-ND4, and PPL, which one exhibits the highest cell-type specificity in naive, thymus-derived, CD4-positive, αβ T cells for targeting follicular lymphoma? Identify the verified therapeutic targets for follicular lymphoma by retrieving their cell-type–specific embeddings from PINNACLE. Then, focus on the subset of naive, thymus-derived, CD4-positive alpha-beta T cell–activated genes in PINNACLE and identify those that overlap with the therapeutic targets. For these overlapping genes, compute the average cell-type–specific embedding as a reference, and calculate the cosine similarity between this reference vector and the embedding of each individual gene. If one gene exhibits a significantly higher cosine similarity than the others, nominate it as the top candidate, providing a concise, evidence-based rationale for its biological relevance to follicular lymphoma."
