candidate_genes,disease,celltype,y,user_question,full_query
"['DENND6A', 'CD3E', 'HES6', 'CPEB1-AS1', 'LILRB3']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,CD3E,"Among DENND6A, CD3E, HES6, CPEB1-AS1, and LILRB3, which gene exhibits the highest specificity for effector memory CD4+ alpha-beta T cells in the context of rheumatoid arthritis targeting?","Among DENND6A, CD3E, HES6, CPEB1-AS1, and LILRB3, which gene exhibits the highest specificity for effector memory CD4+ alpha-beta T cells in the context of rheumatoid arthritis targeting? Identify the validated therapeutic targets for rheumatoid arthritis and extract their cell-type–specific embeddings from the PINNACLE dataset. Next, determine the intersection between these targets and the set of effector memory CD4+ αβ T cell-activated genes, defining this overlap as the cell-type–specific targets for rheumatoid arthritis. Compute the average embedding for this overlapping set, then calculate the cosine similarity between this reference and each individual target gene. If one gene demonstrates a substantially higher similarity than the others, nominate it as the top candidate, and provide a concise, evidence-based rationale for its biological relevance."
"['MILR1', 'VPS26B', 'LTB', 'PREB', 'CLCN7']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,LTB,"Among the genes MILR1, VPS26B, LTB, PREB, and CLCN7, which one exhibits the highest cell-type specificity in effector memory CD4+ αβ T cells for targeting rheumatoid arthritis?","Among the genes MILR1, VPS26B, LTB, PREB, and CLCN7, which one exhibits the highest cell-type specificity in effector memory CD4+ αβ T cells for targeting rheumatoid arthritis? Identify verified therapeutic targets for rheumatoid arthritis and extract their cell-type–specific embeddings from PINNACLE. Next, determine the intersection between these targets and the effector memory CD4+ αβ T cell gene set in PINNACLE. Compute the average embedding of the overlapping genes and calculate the cosine similarity between this reference embedding and each individual target embedding. If one gene displays a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological significance in rheumatoid arthritis."
"['IL6ST', 'GALNT11', 'TTC1', 'TMEM141', 'AGO4']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,IL6ST,"Which of the following genes—IL6ST, GALNT11, TTC1, TMEM141, or AGO4—exhibits the highest cell-type specificity in effector memory CD4+ alpha-beta T cells for targeting rheumatoid arthritis?","Which of the following genes—IL6ST, GALNT11, TTC1, TMEM141, or AGO4—exhibits the highest cell-type specificity in effector memory CD4+ alpha-beta T cells for targeting rheumatoid arthritis? Identify the validated therapeutic targets for rheumatoid arthritis and obtain their cell-type–specific embeddings from the PINNACLE database. Then, from the set of effector memory CD4+ αβ T cell–expressed genes in PINNACLE, determine those that overlap with the RA targets. Compute the average embedding for these overlapping genes and calculate the cosine similarity between this average and each individual gene’s embedding. If one gene shows a markedly higher similarity compared with the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['C16orf95', 'EML3', 'TMEM38A', 'CRIM1-DT', 'HLA-A']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,HLA-A,"Among the genes C16orf95, EML3, TMEM38A, CRIM1-DT, and HLA-A, which exhibits the highest cell-type specificity in effector memory CD4+ αβ T cells, making it the most promising candidate for targeted rheumatoid arthritis therapy?","Among the genes C16orf95, EML3, TMEM38A, CRIM1-DT, and HLA-A, which exhibits the highest cell-type specificity in effector memory CD4+ αβ T cells, making it the most promising candidate for targeted rheumatoid arthritis therapy? Identify the confirmed therapeutic targets for rheumatoid arthritis and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the effector memory CD4+ αβ T cell activation genes available in PINNACLE. Compute the average embedding of this overlapping set as a reference, then calculate the cosine similarity between the reference and each individual gene. If one gene displays a significantly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence‐based justification for its biological relevance."
"['CTBP1-AS', 'CCNYL1', 'CCDC196', 'MT-ND3', 'ELMOD3']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,MT-ND3,"Among the genes CTBP1-AS, CCNYL1, CCDC196, MT-ND3, and ELMOD3, which one demonstrates the highest cell-type specificity in effector memory CD4+ αβ T cells for targeted rheumatoid arthritis intervention?","Among the genes CTBP1-AS, CCNYL1, CCDC196, MT-ND3, and ELMOD3, which one demonstrates the highest cell-type specificity in effector memory CD4+ αβ T cells for targeted rheumatoid arthritis intervention? Using verified rheumatoid arthritis therapeutic targets, retrieve their cell-type–specific embeddings from PINNACLE and compare them to the embeddings of effector memory CD4+ alpha beta T cell-activated genes in the database. Identify the overlapping genes between these two sets, calculate the average embedding for this overlapping group, and then compute the cosine similarity between the average embedding and each individual target's embedding. If one gene exhibits notably higher similarity than the others, designate it as the top candidate and provide a concise, evidence-based rationale for its biological significance."
"['LINC01825', 'DDR1-DT', 'RUBCNL', 'CD52', 'GLIS2-AS1']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,CD52,"Which gene among LINC01825, DDR1-DT, RUBCNL, CD52, and GLIS2-AS1 exhibits the highest specificity for effector memory CD4+ αβ T cells, thereby serving as the most promising candidate for targeted rheumatoid arthritis therapy?","Which gene among LINC01825, DDR1-DT, RUBCNL, CD52, and GLIS2-AS1 exhibits the highest specificity for effector memory CD4+ αβ T cells, thereby serving as the most promising candidate for targeted rheumatoid arthritis therapy? Identify validated therapeutic targets for rheumatoid arthritis and retrieve their cell type–specific embeddings from PINNACLE. Then, determine which of the effector memory CD4+ alpha-beta T cell-activated genes overlap with these targets. Compute the average embedding of this overlapping set, calculate the cosine similarity between this reference embedding and each individual target’s embedding, and nominate as the top candidate the gene that exhibits a markedly higher similarity. Provide a concise, evidence-based rationale for its biological relevance."
"['NUDCD1', 'JAK3', 'HMGCS1', 'CDC45', 'TRBV23-1']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,JAK3,"Which gene among NUDCD1, JAK3, HMGCS1, CDC45, and TRBV23-1 shows the highest specificity in effector memory CD4+ αβ T cells for targeting rheumatoid arthritis?","Which gene among NUDCD1, JAK3, HMGCS1, CDC45, and TRBV23-1 shows the highest specificity in effector memory CD4+ αβ T cells for targeting rheumatoid arthritis? Identify validated therapeutic targets for rheumatoid arthritis and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the effector memory CD4+ αβ T cell-activated genes in PINNACLE to define the cell-type–specific targets. Compute the average embedding of this overlapping set as a reference, then calculate the cosine similarity between this reference and each individual gene. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['STX5', 'RPL21', 'CHMP6', 'EMSLR', 'C18orf21']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,RPL21,"Which gene among STX5, RPL21, CHMP6, EMSLR, and C18orf21 demonstrates the highest specificity in effector memory CD4+ αβ T cells, thereby emerging as the most promising candidate target for rheumatoid arthritis treatment?","Which gene among STX5, RPL21, CHMP6, EMSLR, and C18orf21 demonstrates the highest specificity in effector memory CD4+ αβ T cells, thereby emerging as the most promising candidate target for rheumatoid arthritis treatment? Identify the verified therapeutic targets for rheumatoid arthritis and extract their cell-type-specific embeddings from PINNACLE. Next, determine which genes activated in effector memory CD4+ αβ T cells (as defined by PINNACLE) overlap with these targets. For these overlapping genes, calculate the average embedding, then compute the cosine similarity between this average and the individual gene embeddings. If one gene exhibits a markedly higher similarity compared to the others, nominate it as the top candidate and provide a succinct, evidence-based explanation for its biological relevance."
"['CORO1C', 'GUCY1A2', 'PRDM1', 'ADAMTS6', 'RIPOR3']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,PRDM1,"Which gene among CORO1C, GUCY1A2, PRDM1, ADAMTS6, and RIPOR3 demonstrates the highest cell-type specificity in effector memory CD4+ alpha-beta T cells associated with rheumatoid arthritis?","Which gene among CORO1C, GUCY1A2, PRDM1, ADAMTS6, and RIPOR3 demonstrates the highest cell-type specificity in effector memory CD4+ alpha-beta T cells associated with rheumatoid arthritis? Identify validated therapeutic targets for rheumatoid arthritis and extract their corresponding cell-type–specific embeddings from the PINNACLE dataset. Next, determine the intersection between these targets and genes activated in effector memory CD4+ alpha-beta T cells within PINNACLE, thereby defining the cell-type–specific therapeutic targets for rheumatoid arthritis. Compute the average embedding of this overlapping set to serve as a reference profile, then calculate the cosine similarity between this reference and each individual target. If one gene demonstrates a significantly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['FABP6-AS1', 'C12orf40', 'RELCH', 'DDR1-DT', 'HLA-C']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,HLA-C,"Which gene among FABP6-AS1, C12orf40, RELCH, DDR1-DT, and HLA-C shows the greatest specificity for effector memory CD4⁺ αβ T cells in the context of targeting rheumatoid arthritis?","Which gene among FABP6-AS1, C12orf40, RELCH, DDR1-DT, and HLA-C shows the greatest specificity for effector memory CD4⁺ αβ T cells in the context of targeting rheumatoid arthritis? Identify the validated therapeutic targets for rheumatoid arthritis and obtain their cell-type–specific embeddings from PINNACLE. From the effector memory CD4+ αβ T cell activation gene set in PINNACLE, identify the genes that overlap with these targets. Calculate the average embedding of the overlapping genes and compute the cosine similarity of each individual target’s embedding relative to this average. If one gene exhibits significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['ZNF662', 'ETHE1', 'HDGFL2', 'HLA-E', 'KLF12']",rheumatoid arthritis,classical monocyte,HLA-E,"Which gene—ZNF662, ETHE1, HDGFL2, HLA-E, or KLF12—exhibits the highest cell-type specificity in classical monocytes for a potential rheumatoid arthritis target?","Which gene—ZNF662, ETHE1, HDGFL2, HLA-E, or KLF12—exhibits the highest cell-type specificity in classical monocytes for a potential rheumatoid arthritis target? Identify the verified therapeutic targets for rheumatoid arthritis and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which classical monocyte-activated genes identified in PINNACLE overlap with these targets, thereby defining the cell-type–specific targets for rheumatoid arthritis. Compute the average embedding of this overlapping set as a reference, then calculate the cosine similarity between this reference and each individual target. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate, providing a concise, evidence-based rationale for its biological relevance."
"['SCMH1', 'CDCA5', 'VAMP2', 'EFNB1', 'ZEB2']",rheumatoid arthritis,classical monocyte,ZEB2,"Which gene among SCMH1, CDCA5, VAMP2, EFNB1, and ZEB2 exhibits the highest cell-type specificity in classical monocytes as a potential target in rheumatoid arthritis?","Which gene among SCMH1, CDCA5, VAMP2, EFNB1, and ZEB2 exhibits the highest cell-type specificity in classical monocytes as a potential target in rheumatoid arthritis? Determine the validated therapeutic targets for rheumatoid arthritis and extract their cell type–specific embeddings from the PINNACLE dataset. Next, identify the overlap between these targets and the classical monocyte-activated genes in PINNACLE to define a set of cell type–specific targets for the disease. Compute the average embedding of this overlapping set as a reference, then calculate the cosine similarity between this reference and the individual gene embeddings. If one gene exhibits a significantly higher similarity than the others, nominate it as the prime candidate and provide a brief, evidence-based rationale for its relevance to rheumatoid arthritis."
"['F13A1', 'RETREG2', 'IL1B', 'ZNF33B', 'PYROXD2']",rheumatoid arthritis,classical monocyte,IL1B,"Which gene among F13A1, RETREG2, IL1B, ZNF33B, and PYROXD2 exhibits the highest specificity in classical monocytes associated with rheumatoid arthritis?","Which gene among F13A1, RETREG2, IL1B, ZNF33B, and PYROXD2 exhibits the highest specificity in classical monocytes associated with rheumatoid arthritis? Identify the validated therapeutic targets for rheumatoid arthritis that have cell-type–specific embeddings in the PINNACLE database and determine which of these targets overlap with classical monocyte-activated genes. Calculate the average embedding of the overlapping targets and compute the cosine similarity between this average and each individual target embedding. If one gene shows significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['TEX29', 'RBM5-AS1', 'CPEB3', 'CDC42EP3', 'ZNF699']",rheumatoid arthritis,classical monocyte,CDC42EP3,"Which gene among TEX29, RBM5-AS1, CPEB3, CDC42EP3, and ZNF699 exhibits the highest specificity in classical monocytes for its association with rheumatoid arthritis?","Which gene among TEX29, RBM5-AS1, CPEB3, CDC42EP3, and ZNF699 exhibits the highest specificity in classical monocytes for its association with rheumatoid arthritis? Identify the validated therapeutic targets for rheumatoid arthritis and extract their corresponding cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the classical monocyte-activated genes in PINNACLE, as this overlap defines the cell-type–specific targets for rheumatoid arthritis. Compute the average embedding for this overlapping set, calculate the cosine similarity between this average and each individual target's embedding, and, if one gene exhibits significantly higher similarity than the others, nominate it as the top candidate. Provide a brief, evidence-based explanation for its biological relevance."
"['SPACA6', 'ADAM17', 'ATXN2L', 'METTL15', 'FAF1']",rheumatoid arthritis,classical monocyte,ADAM17,"Which gene—SPACA6, ADAM17, ATXN2L, METTL15, or FAF1—exhibits the highest cell-type specificity in classical monocytes for therapeutic targeting in rheumatoid arthritis?","Which gene—SPACA6, ADAM17, ATXN2L, METTL15, or FAF1—exhibits the highest cell-type specificity in classical monocytes for therapeutic targeting in rheumatoid arthritis? Identify the validated therapeutic targets for rheumatoid arthritis and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the classical monocyte-activated genes in PINNACLE. For the overlapping genes, compute their average embedding to serve as a reference and calculate the cosine similarity between this reference and each individual gene embedding. If one gene exhibits substantially higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['IAPP', 'WDR25', 'AHR', 'HEATR1', 'HSPB9']",rheumatoid arthritis,classical monocyte,AHR,"Among the genes IAPP, WDR25, AHR, HEATR1, and HSPB9, which shows the highest cell-type specificity in classical monocytes for targeting rheumatoid arthritis?","Among the genes IAPP, WDR25, AHR, HEATR1, and HSPB9, which shows the highest cell-type specificity in classical monocytes for targeting rheumatoid arthritis? Identify validated therapeutic targets for rheumatoid arthritis and extract their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the classical monocyte-activated genes in PINNACLE to define a set of cell-type–specific targets. Calculate the average embedding of this overlapping set and compute the cosine similarity between this reference embedding and the embedding of each individual target gene. If one gene exhibits a markedly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['HIF1A', 'TLK1', 'DCST1', 'UBE2H', 'MAST4']",rheumatoid arthritis,classical monocyte,HIF1A,"Which gene among HIF1A, TLK1, DCST1, UBE2H, and MAST4 exhibits the highest classical monocyte-specific expression in the context of rheumatoid arthritis?","Which gene among HIF1A, TLK1, DCST1, UBE2H, and MAST4 exhibits the highest classical monocyte-specific expression in the context of rheumatoid arthritis? Identify the verified therapeutic targets for rheumatoid arthritis and extract their cell-type–specific embeddings from the PINNACLE dataset. Next, determine the intersection between these targets and the classical monocyte-activated genes contained in PINNACLE. Compute the average embedding for this overlapping set and calculate the cosine similarity between this reference profile and each individual target. If one gene exhibits a substantially higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['PMF1', 'SYT12', 'APBB1', 'TLE3', 'FRYL']",rheumatoid arthritis,classical monocyte,TLE3,"Among the genes PMF1, SYT12, APBB1, TLE3, and FRYL, which one exhibits the greatest specificity in classical monocytes and represents the most promising candidate for targeting rheumatoid arthritis?","Among the genes PMF1, SYT12, APBB1, TLE3, and FRYL, which one exhibits the greatest specificity in classical monocytes and represents the most promising candidate for targeting rheumatoid arthritis? Identify the verified therapeutic targets for rheumatoid arthritis and extract their cell-type–specific embeddings from PINNACLE. Next, determine the intersection between these targets and the classical monocyte-activated genes in PINNACLE, which will define the cell-type–specific targets for rheumatoid arthritis. Compute the average embedding for this set and calculate the cosine similarity between the average and each individual target. If one gene exhibits a distinctly higher similarity than the others, nominate it as the top candidate, supporting your choice with a concise, evidence-based explanation of its biological significance."
"['PRKD3', 'LINC02319', 'IPMK', 'IFNGR2', 'TACR1']",rheumatoid arthritis,classical monocyte,IFNGR2,"Which gene among PRKD3, LINC02319, IPMK, IFNGR2, and TACR1 exhibits the highest cell-type specificity in classical monocytes as a potential target for rheumatoid arthritis intervention?","Which gene among PRKD3, LINC02319, IPMK, IFNGR2, and TACR1 exhibits the highest cell-type specificity in classical monocytes as a potential target for rheumatoid arthritis intervention? Identify the verified therapeutic targets for rheumatoid arthritis and retrieve their cell-type–specific embeddings from the PINNACLE database. Next, determine the overlap between these targets and the classical monocyte-activated genes in PINNACLE to define cell-type–specific rheumatoid arthritis targets. Compute the average embedding for this overlapping set as a reference point, and then calculate the cosine similarity between this reference and each individual target embedding. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate, providing a concise, evidence-based rationale for its biological relevance."
"['POLR3C', 'FER1L5', 'CHMP6', 'ARFGAP1', 'HLA-DRA']",rheumatoid arthritis,classical monocyte,HLA-DRA,"Among the genes POLR3C, FER1L5, CHMP6, ARFGAP1, and HLA-DRA, which exhibits the highest specificity in classical monocytes, making it the most promising candidate for targeted rheumatoid arthritis therapy?","Among the genes POLR3C, FER1L5, CHMP6, ARFGAP1, and HLA-DRA, which exhibits the highest specificity in classical monocytes, making it the most promising candidate for targeted rheumatoid arthritis therapy? Identify and verify the therapeutic targets for rheumatoid arthritis, and extract their cell-type–specific embeddings from the PINNACLE dataset. Next, identify the overlap between these targets and the genes associated with classical monocyte activation in PINNACLE. Compute the average embedding of this overlapping set and then calculate the cosine similarity between this average and each individual gene's embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['NFKBIA', 'ANKRD36C', 'CCND3', 'SETDB1', 'TRA2A']",rheumatoid arthritis,classical monocyte,NFKBIA,"Which gene among NFKBIA, ANKRD36C, CCND3, SETDB1, and TRA2A demonstrates the highest cell-type-specific expression in classical monocytes in the context of rheumatoid arthritis?","Which gene among NFKBIA, ANKRD36C, CCND3, SETDB1, and TRA2A demonstrates the highest cell-type-specific expression in classical monocytes in the context of rheumatoid arthritis? Identify validated therapeutic targets for rheumatoid arthritis and obtain their cell-type–specific embeddings from the PINNACLE dataset. Next, determine which of these targets overlap with genes activated in classical monocytes within PINNACLE. For the overlapping gene set, compute the average embedding and then calculate the cosine similarity between this average and each individual gene’s embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
