candidate_genes,disease,celltype,y,user_question,full_query
"['SLC9A3R2', 'PAPOLA', 'FLT4', 'GART', 'RABIF']",Hepatoblastoma,endothelial,FLT4,"Which gene among SLC9A3R2, PAPOLA, FLT4, GART, and RABIF exhibits the highest endothelial cell specificity for targeted hepatoblastoma interventions?","Which gene among SLC9A3R2, PAPOLA, FLT4, GART, and RABIF exhibits the highest endothelial cell specificity for targeted hepatoblastoma interventions? Identify the verified therapeutic targets for Hepatoblastoma and retrieve their corresponding cell-type–specific embeddings from the PINNACLE database. Next, determine which of these targets overlap with genes activated in endothelial cells, and compute the average embedding of this overlapping set as a reference. Finally, calculate the cosine similarity between each individual target embedding and the reference embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['BRF2', 'TSKS', 'TOP1', 'ILK', 'SPEN']",Hepatoblastoma,endothelial,TOP1,"Which gene among BRF2, TSKS, TOP1, ILK, and SPEN exhibits the highest endothelial cell-type specificity, making it the optimal candidate for targeting hepatoblastoma?","Which gene among BRF2, TSKS, TOP1, ILK, and SPEN exhibits the highest endothelial cell-type specificity, making it the optimal candidate for targeting hepatoblastoma? Identify the validated therapeutic targets for Hepatoblastoma and obtain their cell-type–specific embeddings from the PINNACLE database. Then, determine which endothelial-activated genes in PINNACLE overlap with these targets to define a set of cell-type–specific targets for Hepatoblastoma. Compute the average embedding for this overlapping set and calculate the cosine similarity between this average and the embedding of each individual target. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['TOP2B', 'CSH1', 'IL11', 'LSM14A', 'S100A12']",Hepatoblastoma,endothelial,TOP2B,"Among the genes TOP2B, CSH1, IL11, LSM14A, and S100A12, which one shows the highest specificity for endothelial cells, making it the best candidate for targeted therapy in hepatoblastoma?","Among the genes TOP2B, CSH1, IL11, LSM14A, and S100A12, which one shows the highest specificity for endothelial cells, making it the best candidate for targeted therapy in hepatoblastoma? Identify the validated therapeutic targets for Hepatoblastoma and extract their corresponding cell-type–specific embeddings from PINNACLE. Next, from the list of endothelial-activated genes in PINNACLE, determine the overlap with these targets to define a set of cell-type–specific targets for Hepatoblastoma. Calculate the average embedding of this set as a reference and compute the cosine similarity between this reference and each individual target embedding. If one gene displays significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['NACA4P', 'TXN2', 'FLT1', 'RELT', 'SLAIN1']",Hepatoblastoma,endothelial,FLT1,"Among the genes NACA4P, TXN2, FLT1, RELT, and SLAIN1, which one shows the highest specificity for endothelial cells, making it the most promising candidate for targeted hepatoblastoma interventions?","Among the genes NACA4P, TXN2, FLT1, RELT, and SLAIN1, which one shows the highest specificity for endothelial cells, making it the most promising candidate for targeted hepatoblastoma interventions? Identify the validated therapeutic targets for hepatoblastoma and retrieve their cell-type–specific embeddings from PINNACLE. Determine which of these targets overlap with the endothelial-activated genes in PINNACLE, and calculate the average embedding for this subset. Then, compute the cosine similarity between this average embedding and each individual target. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['PRIM1', 'CASQ2', 'GLIS3', 'HFE', 'GAA']",Hepatoblastoma,endothelial,PRIM1,"Which gene among PRIM1, CASQ2, GLIS3, HFE, and GAA demonstrates the greatest specificity for endothelial cells in the context of hepatoblastoma targeting?","Which gene among PRIM1, CASQ2, GLIS3, HFE, and GAA demonstrates the greatest specificity for endothelial cells in the context of hepatoblastoma targeting? Identify the verified therapeutic targets for Hepatoblastoma and extract their cell-type–specific embeddings from the PINNACLE database. Next, determine which endothelial-activated genes in PINNACLE overlap with these targets to define the set of cell-type–specific targets for Hepatoblastoma. Compute the average embedding for this set as a reference and then calculate the cosine similarity between this reference and each individual gene embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['ARL1', 'TUBB4B', 'WDR92', 'HSPA5', 'PIK3CD']",Hepatoblastoma,endothelial,TUBB4B,"Among the genes ARL1, TUBB4B, WDR92, HSPA5, and PIK3CD, which one exhibits the highest endothelial cell-type specificity as a potential target for hepatoblastoma therapy?","Among the genes ARL1, TUBB4B, WDR92, HSPA5, and PIK3CD, which one exhibits the highest endothelial cell-type specificity as a potential target for hepatoblastoma therapy? Determine the verified therapeutic targets for Hepatoblastoma and extract their cell type–specific embeddings from PINNACLE. Identify the subset of targets that also appear as endothelial-activated genes in PINNACLE to define the Hepatoblastoma-specific targets. Compute the average embedding for this subset and calculate the cosine similarity between this reference and each individual target. If one gene exhibits significantly higher similarity, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['POLE3', 'METTL5', 'RBM28', 'NDUFA10', 'EPOR']",Hepatoblastoma,endothelial,POLE3,"Which gene among POLE3, METTL5, RBM28, NDUFA10, and EPOR exhibits the highest endothelial cell-specific expression for targeted hepatoblastoma therapy?","Which gene among POLE3, METTL5, RBM28, NDUFA10, and EPOR exhibits the highest endothelial cell-specific expression for targeted hepatoblastoma therapy? Identify the verified therapeutic targets for Hepatoblastoma and extract their cell-type-specific embeddings from PINNACLE. Next, determine the intersection between these targets and the endothelial-activated genes in PINNACLE, and compute the average embedding for this overlapping set. Calculate the cosine similarity between this average and each target's embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological significance."
"['IGKV2-40', 'U2AF1', 'EPRS1', 'RALGDS', 'POLE2']",Hepatoblastoma,endothelial,POLE2,"Among IGKV2-40, U2AF1, EPRS1, RALGDS, and POLE2, which gene exhibits the highest endothelial cell-type specificity for targeting hepatoblastoma?","Among IGKV2-40, U2AF1, EPRS1, RALGDS, and POLE2, which gene exhibits the highest endothelial cell-type specificity for targeting hepatoblastoma? Identify all validated therapeutic targets for Hepatoblastoma and obtain their cell‐type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the endothelial-activated gene set in PINNACLE, and compute the average embedding of this overlapping set as a reference. Then, calculate the cosine similarity between this reference and each individual target embedding. If one gene shows significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-supported rationale for its biological relevance."
"['MORN3', 'CSRNP1', 'CD247', 'SWSAP1', 'PRIM1']",Hepatoblastoma,kupffer cell,PRIM1,"Which gene among MORN3, CSRNP1, CD247, SWSAP1, and PRIM1 shows the highest cell-type–specific expression in Kupffer cells relevant for targeting hepatoblastoma?","Which gene among MORN3, CSRNP1, CD247, SWSAP1, and PRIM1 shows the highest cell-type–specific expression in Kupffer cells relevant for targeting hepatoblastoma? Identify the validated therapeutic targets for hepatoblastoma and extract their cell‐type–specific embeddings from the PINNACLE resource. Next, determine which of these targets overlap with the set of kupffer cell–activated genes in PINNACLE. Calculate the average embedding of the overlapping set and assess the cosine similarity between this average and each individual target gene. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['KIAA1107', 'COLGALT2', 'RAC3', 'RPL9', 'FLT1']",Hepatoblastoma,kupffer cell,FLT1,"Among the genes KIAA1107, COLGALT2, RAC3, RPL9, and FLT1, which exhibits the highest cell-type specificity in Kupffer cells, making it the most promising target for hepatoblastoma intervention?","Among the genes KIAA1107, COLGALT2, RAC3, RPL9, and FLT1, which exhibits the highest cell-type specificity in Kupffer cells, making it the most promising target for hepatoblastoma intervention? Identify the validated therapeutic targets for hepatoblastoma and retrieve their cell-type-specific embeddings from the PINNACLE database. Then, determine which of these targets overlap with the kupffer cell-activated genes in PINNACLE. Compute the average embedding for this overlapping gene set as a reference and calculate the cosine similarity between this reference and each individual target’s embedding. If one gene exhibits a substantially higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance in hepatoblastoma."
"['HSPG2', 'PRIM2', 'EBF1', 'GPNMB', 'VAMP5']",Hepatoblastoma,kupffer cell,PRIM2,"Among the genes HSPG2, PRIM2, EBF1, GPNMB, and VAMP5, which shows the greatest specificity in Kupffer cells for targeting hepatoblastoma?","Among the genes HSPG2, PRIM2, EBF1, GPNMB, and VAMP5, which shows the greatest specificity in Kupffer cells for targeting hepatoblastoma? Identify validated therapeutic targets for hepatoblastoma and retrieve their cell type–specific embeddings from the PINNACLE database. Next, determine the intersection between these targets and the genes activated in Kupffer cells according to PINNACLE. Compute the average embedding for the overlapping genes, then calculate the cosine similarity between this average and each individual target embedding. If one gene shows significantly higher similarity than the others, nominate it as the top candidate and provide a brief, evidence-based rationale for its biological relevance."
"['EIF3I', 'TOP2B', 'AFF2', 'KRT16', 'AMBP']",Hepatoblastoma,kupffer cell,TOP2B,"Among the genes EIF3I, TOP2B, AFF2, KRT16, and AMBP, which one shows the highest cell-type specificity in Kupffer cells and would therefore serve as the most promising candidate for targeting hepatoblastoma?","Among the genes EIF3I, TOP2B, AFF2, KRT16, and AMBP, which one shows the highest cell-type specificity in Kupffer cells and would therefore serve as the most promising candidate for targeting hepatoblastoma? Identify the validated therapeutic targets for Hepatoblastoma and extract their cell-type–specific embeddings from the PINNACLE dataset. Then, determine the overlap between these targets and the Kupffer cell-activated genes in PINNACLE to define a set of cell-type–specific targets for Hepatoblastoma. Calculate the average embedding of this set and compute the cosine similarity between this reference embedding and each individual target gene. If one gene exhibits markedly higher similarity than the others, nominate it as the top candidate and provide a succinct, evidence-based explanation for its biological relevance."
"['HOXD12', 'CFAP97', 'RRM1', 'LCK', 'GNB1L']",Hepatoblastoma,kupffer cell,RRM1,"Which gene among HOXD12, CFAP97, RRM1, LCK, and GNB1L exhibits the highest specificity for Kupffer cells, thereby representing the most promising candidate for targeted hepatoblastoma therapy?","Which gene among HOXD12, CFAP97, RRM1, LCK, and GNB1L exhibits the highest specificity for Kupffer cells, thereby representing the most promising candidate for targeted hepatoblastoma therapy? Identify the confirmed therapeutic targets for hepatoblastoma and extract their cell-type–specific embeddings from the PINNACLE dataset. Next, assess which of these targets overlap with the kupffer cell–activated genes in PINNACLE to define the set of cell-type–specific targets relevant to hepatoblastoma. Compute the average embedding for this overlapping set and then calculate the cosine similarity between this average embedding and the embedding of each individual target. If one gene shows markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-informed rationale for its biological significance."
"['C12orf57', 'IFNA16', 'PMPCA', 'DNM3', 'TOP1']",Hepatoblastoma,kupffer cell,TOP1,"Which gene among C12orf57, IFNA16, PMPCA, DNM3, and TOP1 exhibits the highest cell-type specificity in Kupffer cells for targeting hepatoblastoma?","Which gene among C12orf57, IFNA16, PMPCA, DNM3, and TOP1 exhibits the highest cell-type specificity in Kupffer cells for targeting hepatoblastoma? Identify validated therapeutic targets for hepatoblastoma and extract their corresponding cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with genes activated in kupffer cells according to PINNACLE data. Compute the average embedding for the overlapping genes, then calculate the cosine similarity between this average and each target’s embedding. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its relevance in hepatoblastoma."
"['DYNLL2', 'TUBB4B', 'SHPRH', 'C2orf50', 'MAPK12']",Hepatoblastoma,kupffer cell,TUBB4B,"Which gene among DYNLL2, TUBB4B, SHPRH, C2orf50, and MAPK12 exhibits the highest Kupffer cell-specific expression, making it the optimal candidate for targeted hepatoblastoma therapy?","Which gene among DYNLL2, TUBB4B, SHPRH, C2orf50, and MAPK12 exhibits the highest Kupffer cell-specific expression, making it the optimal candidate for targeted hepatoblastoma therapy? Identify validated therapeutic targets for Hepatoblastoma and extract their cell-type‐specific embeddings from PINNACLE. Next, identify the overlap between these targets and kupffer cell–activated genes within PINNACLE. Compute the average embedding of the overlapping gene set, then calculate the cosine similarity between this average and the individual embeddings of each overlapping gene. If one gene shows markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['ABCE1', 'POLE2', 'ATG16L2', 'FHL5', 'TRIO']",Hepatoblastoma,kupffer cell,POLE2,"Which gene among ABCE1, POLE2, ATG16L2, FHL5, and TRIO displays the highest cell-type specificity in Kupffer cells for targeted hepatoblastoma therapy?","Which gene among ABCE1, POLE2, ATG16L2, FHL5, and TRIO displays the highest cell-type specificity in Kupffer cells for targeted hepatoblastoma therapy? Identify validated therapeutic targets for Hepatoblastoma and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine the overlap between these targets and the set of Kupffer cell–activated genes in PINNACLE. Calculate the average embedding for this overlapping set, then compute the cosine similarity between this reference and each individual target's embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['KDM4D', 'TYMS', 'NPC1', 'ATG4C', 'ASIC3']",Hepatoblastoma,kupffer cell,TYMS,"Which gene among KDM4D, TYMS, NPC1, ATG4C, and ASIC3 exhibits the highest cell-type specificity in Kupffer cells for targeting Hepatoblastoma?","Which gene among KDM4D, TYMS, NPC1, ATG4C, and ASIC3 exhibits the highest cell-type specificity in Kupffer cells for targeting Hepatoblastoma? Identify the validated therapeutic targets for hepatoblastoma and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which kupffer cell-activated genes in PINNACLE overlap with these targets, forming a set of cell-type–specific therapeutic targets. Compute the average embedding for this gene set and calculate the cosine similarity between this average and the embedding of each individual target gene. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['TOP2A', 'DBI', 'SCML1', 'CEP250', 'H2AC6']",Hepatoblastoma,kupffer cell,TOP2A,"Which gene among TOP2A, DBI, SCML1, CEP250, and H2AC6 exhibits the highest specificity for Kupffer cells, making it the most promising candidate for targeted hepatoblastoma therapy?","Which gene among TOP2A, DBI, SCML1, CEP250, and H2AC6 exhibits the highest specificity for Kupffer cells, making it the most promising candidate for targeted hepatoblastoma therapy? Identify established therapeutic targets for Hepatoblastoma and obtain their corresponding cell-type–specific embeddings from PINNACLE. Next, determine which kupffer cell-activated genes in PINNACLE overlap with these targets to define the cell-type–specific target set for Hepatoblastoma. Compute the average embedding for this set and then calculate the cosine similarity between this average and each individual target's embedding. If one gene demonstrates a substantially higher similarity than the others, nominate that gene as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['POLA1', 'FAM207A', 'TIAF1', 'CNOT6L', 'OR10J1']",Hepatoblastoma,kupffer cell,POLA1,"Which gene—POLA1, FAM207A, TIAF1, CNOT6L, or OR10J1—demonstrates the highest cell-type specificity in Kupffer cells for hepatoblastoma targeting?","Which gene—POLA1, FAM207A, TIAF1, CNOT6L, or OR10J1—demonstrates the highest cell-type specificity in Kupffer cells for hepatoblastoma targeting? Identify the validated therapeutic targets for hepatoblastoma and extract their cell-type–specific embeddings from the PINNACLE dataset. Next, determine which Kupffer cell–activated genes in PINNACLE overlap with these targets to define a set of cell-type–specific candidates. Compute the average embedding of this overlapping set as a reference and calculate the cosine similarity between this reference and each target embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['MRPL36', 'PABPN1', 'KIAA0232', 'POLA2', 'SLC35G5']",Hepatoblastoma,kupffer cell,POLA2,"Which gene among MRPL36, PABPN1, KIAA0232, POLA2, and SLC35G5 demonstrates the highest cell-type specificity in Kupffer cells for targeting hepatoblastoma?","Which gene among MRPL36, PABPN1, KIAA0232, POLA2, and SLC35G5 demonstrates the highest cell-type specificity in Kupffer cells for targeting hepatoblastoma? Identify the validated therapeutic targets for Hepatoblastoma and retrieve their corresponding cell-type-specific embeddings from PINNACLE. Next, determine which of these targets overlap with genes activated in Kupffer cells. Compute the average embedding for the overlapping set as a reference, then calculate the cosine similarity between this reference and each individual target embedding. If one gene exhibits a distinctly higher similarity than the others, nominate it as the top candidate, providing a concise, evidence-based explanation for its biological significance."
"['PLAAT1', 'ABCF3', 'POLD3', 'TMEM154', 'SGCE']",Hepatoblastoma,kupffer cell,POLD3,"Among the genes PLAAT1, ABCF3, POLD3, TMEM154, and SGCE, which one exhibits the most cell-type specific expression in Kupffer cells for targeted intervention in hepatoblastoma?","Among the genes PLAAT1, ABCF3, POLD3, TMEM154, and SGCE, which one exhibits the most cell-type specific expression in Kupffer cells for targeted intervention in hepatoblastoma? Identify the verified therapeutic targets for Hepatoblastoma and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine the overlap between these targets and the kupffer cell–activated genes in PINNACLE to establish the cell-type–specific targets for Hepatoblastoma. Compute the average embedding for this overlapping set as a reference, then calculate the cosine similarity between this reference and each individual gene embedding. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate, and provide a concise, evidence-based rationale for its biological relevance."
"['ENDOG', 'C6orf141', 'PSRC1', 'ADRA1D', 'TUBB']",Hepatoblastoma,kupffer cell,TUBB,"Among the genes ENDOG, C6orf141, PSRC1, ADRA1D, and TUBB, which one shows the highest specificity for kupffer cells and is therefore the most promising candidate for targeting Hepatoblastoma?","Among the genes ENDOG, C6orf141, PSRC1, ADRA1D, and TUBB, which one shows the highest specificity for kupffer cells and is therefore the most promising candidate for targeting Hepatoblastoma? Identify validated therapeutic targets for Hepatoblastoma and obtain their cell-type–specific embeddings from PINNACLE. Next, identify the overlapping genes between these targets and the Kupffer cell–activated genes available in PINNACLE. Calculate the average embedding of this overlapping gene set, then compute the cosine similarity between this average and the embedding of each individual gene. If one gene exhibits a markedly higher cosine similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['SLC13A2', 'PWWP2A', 'TUBB', 'EXTL3', 'DERL3']",Hepatoblastoma,kupffer cell,TUBB,"Which gene—SLC13A2, PWWP2A, TUBB, EXTL3, or DERL3—exhibits the highest cell-type specificity in Kupffer cells for targeting hepatoblastoma?","Which gene—SLC13A2, PWWP2A, TUBB, EXTL3, or DERL3—exhibits the highest cell-type specificity in Kupffer cells for targeting hepatoblastoma? Using the PINNACLE database, identify validated therapeutic targets for hepatoblastoma and extract their cell-type–specific embeddings. Next, determine which kupffer cell–activated genes overlap with these targets. Compute the average embedding for this overlapping set, then calculate the cosine similarity between this average and each individual target embedding. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
