candidate_genes,disease,celltype,y,user_question,full_query
"['LINC00298', 'DENND3', 'SERPINB9P1', 'SRARP', 'MT-ND3']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,MT-ND3,"Among the genes LINC00298, DENND3, SERPINB9P1, SRARP, and MT-ND3, which one exhibits the highest specificity in effector memory CD4+ αβ T cells relevant to rheumatoid arthritis?","Among the genes LINC00298, DENND3, SERPINB9P1, SRARP, and MT-ND3, which one exhibits the highest specificity in effector memory CD4+ αβ T cells relevant to rheumatoid arthritis? Using PINNACLE, first identify verified therapeutic targets for rheumatoid arthritis and retrieve their cell-type–specific embeddings. Then, determine which of these targets overlap with the set of activated effector memory CD4+ αβ T cell genes in PINNACLE. Use the overlapping gene set as the cell-type–specific targets, compute their average embedding to establish a reference vector, and calculate the cosine similarity between this reference and each individual target. If one gene exhibits a significantly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological importance."
"['GPSM3', 'CBX3', 'SLC6A20', 'WNT2B', 'FAAH2']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,GPSM3,"Among GPSM3, CBX3, SLC6A20, WNT2B, and FAAH2, which gene exhibits the highest specificity for effector memory CD4+ αβ T cells, making it the most suitable candidate for targeting rheumatoid arthritis?","Among GPSM3, CBX3, SLC6A20, WNT2B, and FAAH2, which gene exhibits the highest specificity for effector memory CD4+ αβ T cells, making it the most suitable candidate for targeting rheumatoid arthritis? Identify confirmed therapeutic targets for rheumatoid arthritis and obtain their cell-type–specific embeddings from PINNACLE. Next, intersect these with the set of effector memory CD4+ alpha-beta T cell-activated genes from PINNACLE to define the cell-type–specific RA targets. Compute the average embedding of this overlapping set, then calculate the cosine similarity between this reference and each individual target. If one gene exhibits substantially higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['ZNF83', 'VIL1', 'HIBCH', 'ABRA', 'S100A10']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,S100A10,"Which gene among ZNF83, VIL1, HIBCH, ABRA, and S100A10 exhibits the highest specificity in effector memory CD4+ αβ T cells, making it the most promising candidate for targeted rheumatoid arthritis therapy?","Which gene among ZNF83, VIL1, HIBCH, ABRA, and S100A10 exhibits the highest specificity in effector memory CD4+ αβ T cells, making it the most promising candidate for targeted rheumatoid arthritis therapy? Identify the verified therapeutic targets for rheumatoid arthritis and extract their cell-type–specific embeddings from the PINNACLE database. Next, compare these targets to the list of effector memory CD4+ alpha-beta T cell activated genes from PINNACLE to determine the overlapping set, which represents the cell-type–specific targets for rheumatoid arthritis. Compute the average embedding of these overlapping genes as a reference, then calculate the cosine similarity between this reference vector and each individual target's embedding. Identify the gene with the highest similarity and provide a concise, evidence-based rationale for its potential as the top candidate therapeutic target."
"['TTC39C-AS1', 'IDE', 'RPL21', 'SMIM36', 'CASK-AS1']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,RPL21,"Which gene among TTC39C-AS1, IDE, RPL21, SMIM36, and CASK-AS1 demonstrates the highest specificity to effector memory CD4+ αβ T cells, making it the best candidate for rheumatoid arthritis targeting?","Which gene among TTC39C-AS1, IDE, RPL21, SMIM36, and CASK-AS1 demonstrates the highest specificity to effector memory CD4+ αβ T cells, making it the best candidate for rheumatoid arthritis targeting? Identify the verified therapeutic targets for rheumatoid arthritis and extract their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the effector memory CD4+ αβ T cell–activated genes in PINNACLE to define the cell-type–specific targets. Calculate the average embedding of this overlapping set as a reference, then compute the cosine similarity between the reference and each individual target. If one gene exhibits a significantly higher similarity than the others, nominate it as the prime candidate and provide a concise, evidence-based rationale for its biological relevance."
"['PPIA', 'ZFPL1', 'TNFRSF19', 'APBA3', 'ZNF316']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,PPIA,"Among the genes PPIA, ZFPL1, TNFRSF19, APBA3, and ZNF316, which one displays the highest cell-type specificity in effector memory CD4+ αβ T cells as a target for rheumatoid arthritis?","Among the genes PPIA, ZFPL1, TNFRSF19, APBA3, and ZNF316, which one displays the highest cell-type specificity in effector memory CD4+ αβ T cells as a target for rheumatoid arthritis? Using the PINNACLE database, identify the verified therapeutic targets for rheumatoid arthritis and retrieve their cell-type–specific embeddings. Next, determine which effector memory CD4+ αβ T cell activation genes overlap with these targets. For the overlapping genes, compute an average embedding to serve as a reference, and then calculate the cosine similarity between this reference and each individual target embedding. If one gene shows a substantially higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['CCDC137', 'SLC24A3', 'C14orf119', 'NUDT14', 'IL6ST']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,IL6ST,"Among the following genes—CCDC137, SLC24A3, C14orf119, NUDT14, and IL6ST—which one demonstrates the highest cell-type specificity in effector memory CD4+ αβ T cells, making it the most promising target for rheumatoid arthritis intervention?","Among the following genes—CCDC137, SLC24A3, C14orf119, NUDT14, and IL6ST—which one demonstrates the highest cell-type specificity in effector memory CD4+ αβ T cells, making it the most promising target for rheumatoid arthritis intervention? Identify the validated therapeutic targets for rheumatoid arthritis and obtain their cell-type–specific embeddings from PINNACLE. Next, determine the overlap between these targets and the effector memory CD4+ alpha-beta T cell–activated genes in PINNACLE to define a set of cell-type–specific targets. Compute the average embedding for this overlapping set and then calculate the cosine similarity between this reference and each individual target. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based justification for its biological relevance."
"['PAK2', 'APRT', 'GUCY2C', 'COX4I1', 'ALDH16A1']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,COX4I1,"Which gene among PAK2, APRT, GUCY2C, COX4I1, and ALDH16A1 exhibits the highest cell-type specificity in effector memory CD4+ αβ T cells, making it the most promising target for rheumatoid arthritis intervention?","Which gene among PAK2, APRT, GUCY2C, COX4I1, and ALDH16A1 exhibits the highest cell-type specificity in effector memory CD4+ αβ T cells, making it the most promising target for rheumatoid arthritis intervention? Identify the validated therapeutic targets for rheumatoid arthritis and retrieve their cell-type–specific embeddings from PINNACLE. Determine the intersection between these targets and the set of effector memory CD4+ alpha-beta T cell-activated genes available in PINNACLE. Compute the average embedding for the overlapping genes and then calculate the cosine similarity between this reference embedding and each individual target’s embedding. If one gene shows a distinctly higher similarity than the others, designate it as the top candidate and provide a concise, evidence-based explanation for its biological significance."
"['ANP32B', 'ZSWIM3', 'PRDM1', 'LINC02018', 'IFT81']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,PRDM1,"Among the genes ANP32B, ZSWIM3, PRDM1, LINC02018, and IFT81, which one exhibits the highest cell-type specificity in effector memory CD4+ αβ T cells for targeting rheumatoid arthritis?","Among the genes ANP32B, ZSWIM3, PRDM1, LINC02018, and IFT81, which one exhibits the highest cell-type specificity in effector memory CD4+ αβ T cells for targeting rheumatoid arthritis? Identify the validated therapeutic targets for rheumatoid arthritis and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which effector memory CD4+ alpha–beta T cell–activated genes in PINNACLE overlap with these targets. Compute the average embedding for this overlapping gene set and calculate the cosine similarity between this average embedding and the individual embeddings of each target. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['AFG3L2', 'VASH1', 'SLC28A2', 'FANK1', 'DDX6']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,DDX6,"Among the genes AFG3L2, VASH1, SLC28A2, FANK1, and DDX6, which one shows the highest cell-type specificity in effector memory CD4+ alpha-beta T cells for targeting rheumatoid arthritis?","Among the genes AFG3L2, VASH1, SLC28A2, FANK1, and DDX6, which one shows the highest cell-type specificity in effector memory CD4+ alpha-beta T cells for targeting rheumatoid arthritis? Identify validated therapeutic targets for rheumatoid arthritis and extract their cell-type–specific embeddings from PINNACLE. Determine which genes in PINNACLE's effector memory CD4+ alpha–beta T cell-activated set overlap with these targets. Calculate the average embedding of the overlapping genes and then compute the cosine similarity between this reference and each individual target embedding. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological significance."
"['MPZ', 'TUBG2', 'GLMN', 'DSEL', 'TNFAIP3']",rheumatoid arthritis,effector memory cd4 positive alpha beta t cell,TNFAIP3,"Which gene among MPZ, TUBG2, GLMN, DSEL, and TNFAIP3 exhibits the highest cell-type specificity in effector memory CD4⁺ αβ T cells relevant to rheumatoid arthritis targeting?","Which gene among MPZ, TUBG2, GLMN, DSEL, and TNFAIP3 exhibits the highest cell-type specificity in effector memory CD4⁺ αβ T cells relevant to rheumatoid arthritis targeting? Identify the verified therapeutic targets for rheumatoid arthritis and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the set of effector memory CD4⁺ αβ T cell–activated genes provided by PINNACLE. Compute the average embedding of the overlapping genes, then calculate the cosine similarity between this average embedding and the embedding of each individual target. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['LCORL', 'TEN1', 'SMOC1', 'IL1B', 'ZNF396']",rheumatoid arthritis,classical monocyte,IL1B,"Among the genes LCORL, TEN1, SMOC1, IL1B, and ZNF396, which one exhibits the highest cell-type specificity within classical monocytes and therefore represents the most promising candidate for targeting rheumatoid arthritis?","Among the genes LCORL, TEN1, SMOC1, IL1B, and ZNF396, which one exhibits the highest cell-type specificity within classical monocytes and therefore represents the most promising candidate for targeting rheumatoid arthritis? Identify verified therapeutic targets for rheumatoid arthritis and extract their cell-type–specific embeddings from the PINNACLE database. Next, determine which of these targets overlap with classical monocyte-activated genes listed in PINNACLE. For the overlapping genes, compute an average embedding as a reference and calculate the cosine similarity between this reference and each individual gene embedding. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its potential biological relevance."
"['GDNF', 'EAF1-AS1', 'SCG5', 'ADAM17', 'DLX4']",rheumatoid arthritis,classical monocyte,ADAM17,"Which gene among GDNF, EAF1-AS1, SCG5, ADAM17, and DLX4 exhibits the highest specificity in classical monocytes as a potential target for rheumatoid arthritis therapy?","Which gene among GDNF, EAF1-AS1, SCG5, ADAM17, and DLX4 exhibits the highest specificity in classical monocytes as a potential target for rheumatoid arthritis therapy? Identify the verified therapeutic targets for rheumatoid arthritis and retrieve their cell-type–specific embeddings from PINNACLE. Next, find the overlap between these targets and the classical monocyte-activated genes present in PINNACLE, and compute the average embedding for this overlapping set. Then, calculate the cosine similarity between the average embedding and each individual target. If one gene exhibits a significantly higher similarity compared to the others, nominate it as the top candidate and provide a brief, evidence-based explanation of its biological relevance."
"['EFHC2', 'ZNF668', 'LINC02705', 'INHBA', 'AHR']",rheumatoid arthritis,classical monocyte,AHR,"Which gene among EFHC2, ZNF668, LINC02705, INHBA, and AHR exhibits the highest cell-type specificity in classical monocytes, making it the most promising target for rheumatoid arthritis research?","Which gene among EFHC2, ZNF668, LINC02705, INHBA, and AHR exhibits the highest cell-type specificity in classical monocytes, making it the most promising target for rheumatoid arthritis research? Identify the verified therapeutic targets for rheumatoid arthritis and extract their cell-type–specific embeddings from PINNACLE. Next, intersect this list with the set of classical monocyte-activated genes available in PINNACLE. Compute the average embedding for the overlapping genes, and then calculate the cosine similarity between this average and each individual target’s embedding. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['SUMF1', 'PDP2', 'HLA-E', 'WNT5B', 'ARFGEF1']",rheumatoid arthritis,classical monocyte,HLA-E,"Which gene among SUMF1, PDP2, HLA-E, WNT5B, and ARFGEF1 exhibits the highest specificity in classical monocytes, making it the optimal candidate for targeted intervention in rheumatoid arthritis?","Which gene among SUMF1, PDP2, HLA-E, WNT5B, and ARFGEF1 exhibits the highest specificity in classical monocytes, making it the optimal candidate for targeted intervention in rheumatoid arthritis? Identify the verified therapeutic targets for rheumatoid arthritis and retrieve their cell-type–specific embeddings from the PINNACLE dataset. Determine which of these targets overlap with classical monocyte-activated genes, and compute the average embedding for this overlapping set. Then, calculate the cosine similarity between this mean embedding and each individual target’s embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['SNX3', 'HLA-DRA', 'ULBP2', 'PDC-AS1', 'DNAJA4']",rheumatoid arthritis,classical monocyte,HLA-DRA,"Among the genes SNX3, HLA-DRA, ULBP2, PDC-AS1, and DNAJA4, which exhibits the highest cell-type specificity in classical monocytes as a potential therapeutic target for rheumatoid arthritis?","Among the genes SNX3, HLA-DRA, ULBP2, PDC-AS1, and DNAJA4, which exhibits the highest cell-type specificity in classical monocytes as a potential therapeutic target for rheumatoid arthritis? Identify the validated therapeutic targets for rheumatoid arthritis and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine which of the classical monocyte-activated genes in PINNACLE overlap with these targets; these overlapping genes constitute the cell-type–specific RA targets. Calculate the average embedding of this overlapping set and compute the cosine similarity between this reference and each individual gene’s embedding. If one gene demonstrates a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based justification of its biological significance."
"['ST3GAL5-AS1', 'PRMT9', 'ABHD12', 'ZNF449', 'HIF1A']",rheumatoid arthritis,classical monocyte,HIF1A,"Which gene among ST3GAL5-AS1, PRMT9, ABHD12, ZNF449, and HIF1A exhibits the highest cell-type specificity in classical monocytes for targeting rheumatoid arthritis?","Which gene among ST3GAL5-AS1, PRMT9, ABHD12, ZNF449, and HIF1A exhibits the highest cell-type specificity in classical monocytes for targeting rheumatoid arthritis? Retrieve the cell-type–specific embeddings from PINNACLE for validated therapeutic targets of rheumatoid arthritis. Identify the overlap between these targets and classical monocyte-activated genes in PINNACLE to define a set of cell-type–specific RA targets. Compute the average embedding for this overlapping set and calculate the cosine similarity between this reference and each target’s embedding. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['TLE3', 'PSMD8', 'SLC12A2', 'MLX', 'ARHGAP18']",rheumatoid arthritis,classical monocyte,TLE3,"Among TLE3, PSMD8, SLC12A2, MLX, and ARHGAP18, which gene exhibits the highest specificity for classical monocytes, making it the most promising candidate for targeted rheumatoid arthritis interventions?","Among TLE3, PSMD8, SLC12A2, MLX, and ARHGAP18, which gene exhibits the highest specificity for classical monocytes, making it the most promising candidate for targeted rheumatoid arthritis interventions? Identify the validated therapeutic targets for rheumatoid arthritis and extract their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the list of classical monocyte-activated genes in PINNACLE. For the overlapping genes, compute an average embedding to serve as a reference, and then calculate the cosine similarity between this reference and each individual target. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['GNA15-DT', 'IGKV3-11', 'ZNF621', 'RPLP1', 'ARMC3']",rheumatoid arthritis,classical monocyte,RPLP1,"Which gene among GNA15-DT, IGKV3-11, ZNF621, RPLP1, and ARMC3 exhibits the highest cell-type specificity in classical monocytes for targeting rheumatoid arthritis?","Which gene among GNA15-DT, IGKV3-11, ZNF621, RPLP1, and ARMC3 exhibits the highest cell-type specificity in classical monocytes for targeting rheumatoid arthritis? Identify validated therapeutic targets for rheumatoid arthritis and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with classical monocyte-activated genes in PINNACLE to define cell-type–specific RA targets. Compute the average embedding from this overlapping set as a reference, then calculate the cosine similarity between this reference and each individual target’s embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['BEND7', 'TRBV6-2', 'MTPAP', 'KLHDC7B-DT', 'SUMF2']",rheumatoid arthritis,classical monocyte,MTPAP,"Among the genes BEND7, TRBV6-2, MTPAP, KLHDC7B-DT, and SUMF2, which one shows the highest expression specificity in classical monocytes for potential relevance in rheumatoid arthritis targeting?","Among the genes BEND7, TRBV6-2, MTPAP, KLHDC7B-DT, and SUMF2, which one shows the highest expression specificity in classical monocytes for potential relevance in rheumatoid arthritis targeting? Identify the validated therapeutic targets for rheumatoid arthritis and extract their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with classical monocyte-activated genes in the PINNACLE dataset. Compute the average embedding of the overlapping targets as a reference, then calculate the cosine similarity between this reference and each individual target embedding. If one gene exhibits significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['PRR5L', 'MFAP1', 'IFNGR2', 'TBC1D23', 'DRC3']",rheumatoid arthritis,classical monocyte,IFNGR2,"Among the candidate genes PRR5L, MFAP1, IFNGR2, TBC1D23, and DRC3, which gene exhibits the highest cell-type specificity in classical monocytes with relevance to rheumatoid arthritis?","Among the candidate genes PRR5L, MFAP1, IFNGR2, TBC1D23, and DRC3, which gene exhibits the highest cell-type specificity in classical monocytes with relevance to rheumatoid arthritis? Identify the verified therapeutic targets for rheumatoid arthritis and extract their cell-type–specific embeddings from PINNACLE. Next, determine which genes from the classical monocyte activation set in PINNACLE overlap with these targets, defining this overlap as the cell-type–specific targets for rheumatoid arthritis. Compute the average embedding of these targets as a reference, then calculate the cosine similarity between this reference and each individual target. If one gene shows significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['FBXL8', 'ZNF90', 'FANCL', 'TNPO2', 'ZEB2']",rheumatoid arthritis,classical monocyte,ZEB2,"Which gene—FBXL8, ZNF90, FANCL, TNPO2, or ZEB2—exhibits the highest cell-type specific expression in classical monocytes implicated in rheumatoid arthritis?","Which gene—FBXL8, ZNF90, FANCL, TNPO2, or ZEB2—exhibits the highest cell-type specific expression in classical monocytes implicated in rheumatoid arthritis? Identify the verified therapeutic targets for rheumatoid arthritis and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the classical monocyte-activated genes documented in PINNACLE. For the overlapping genes, compute the average embedding and then calculate the cosine similarity between this average and each individual target’s embedding. If one gene displays a markedly higher similarity than the others, nominate it as the top candidate and provide a succinct, evidence-based rationale for its biological relevance."
