candidate_genes,disease,celltype,y,user_question,full_query
"['IRX4-AS1', 'RABL6', 'C1orf43', 'INS', 'LINC01963']",type 1 diabetes mellitus,pancreatic epsilon cell,INS,"Among the genes IRX4-AS1, RABL6, C1orf43, INS, and LINC01963, which one exhibits the highest cell-type specificity in pancreatic epsilon cells for potential therapeutic targeting of type 1 diabetes mellitus?","Among the genes IRX4-AS1, RABL6, C1orf43, INS, and LINC01963, which one exhibits the highest cell-type specificity in pancreatic epsilon cells for potential therapeutic targeting of type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and obtain their cell-type–specific embeddings from PINNACLE. Next, determine the overlap between these targets and the activated genes in pancreatic epsilon cells as defined in PINNACLE. Compute the average embedding for the overlapping gene set, then calculate the cosine similarity between this average and each individual target embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['EFCAB2', 'HSPH1', 'RPS26', 'TTLL3', 'ZC3H15']",type 1 diabetes mellitus,pancreatic epsilon cell,RPS26,"Among the genes EFCAB2, HSPH1, RPS26, TTLL3, and ZC3H15, which one exhibits the highest cell-type specificity in pancreatic epsilon cells for targeting type 1 diabetes mellitus?","Among the genes EFCAB2, HSPH1, RPS26, TTLL3, and ZC3H15, which one exhibits the highest cell-type specificity in pancreatic epsilon cells for targeting type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which pancreatic epsilon cell-activated genes in PINNACLE overlap with these targets, forming a subset of cell-type–specific targets for type 1 diabetes mellitus. Compute the average embedding for this subset, then calculate the cosine similarity between this average and each individual target’s embedding. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['NDUFB2', 'SMARCAL1-AS1', 'USP51', 'SREK1', 'RBFA']",type 1 diabetes mellitus,pancreatic epsilon cell,NDUFB2,"Which gene among NDUFB2, SMARCAL1-AS1, USP51, SREK1, and RBFA exhibits the highest cell-type specificity in pancreatic epsilon cells, making it the most promising candidate for targeted interventions in type 1 diabetes mellitus?","Which gene among NDUFB2, SMARCAL1-AS1, USP51, SREK1, and RBFA exhibits the highest cell-type specificity in pancreatic epsilon cells, making it the most promising candidate for targeted interventions in type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and obtain their cell-type–specific embeddings from the PINNACLE database. Next, determine which pancreatic epsilon cell–activated genes in PINNACLE overlap with these targets, defining the cell-type–specific targets for type 1 diabetes. Compute the average embedding of this overlapping set and then calculate the cosine similarity between this reference and each individual target. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based justification for its biological relevance."
"['SEMA3E', 'NDUFA3', 'C1RL', 'VRK1', 'SPEM1']",type 1 diabetes mellitus,pancreatic epsilon cell,NDUFA3,"Which gene among SEMA3E, NDUFA3, C1RL, VRK1, and SPEM1 exhibits the highest specificity for pancreatic epsilon cells, making it the most promising candidate for targeting type 1 diabetes mellitus?","Which gene among SEMA3E, NDUFA3, C1RL, VRK1, and SPEM1 exhibits the highest specificity for pancreatic epsilon cells, making it the most promising candidate for targeting type 1 diabetes mellitus? Identify validated therapeutic targets for type 1 diabetes mellitus and extract their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the pancreatic epsilon cell-activated genes in PINNACLE to define the cell-type–specific targets for type 1 diabetes. Calculate the average embedding for the overlapping gene set and compute the cosine similarity between this average reference and each individual target embedding. If one gene shows a substantially higher similarity than the others, nominate it as the top candidate and provide a brief, evidence-based rationale for its biological relevance."
"['NDUFS7', 'ZRANB2-AS1', 'MFN2', 'TACR3', 'LINC01357']",type 1 diabetes mellitus,pancreatic epsilon cell,NDUFS7,"Among the genes NDUFS7, ZRANB2-AS1, MFN2, TACR3, and LINC01357, which one shows the highest expression specificity in pancreatic epsilon cells and could serve as a prime target for interventions in type 1 diabetes mellitus?","Among the genes NDUFS7, ZRANB2-AS1, MFN2, TACR3, and LINC01357, which one shows the highest expression specificity in pancreatic epsilon cells and could serve as a prime target for interventions in type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with the set of pancreatic epsilon cell-activated genes in PINNACLE, thereby defining the cell-type–specific targets for the disease. Compute the average embedding of these overlapping targets as a reference and calculate the cosine similarity between this reference and each individual target embedding. If one gene displays markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['NDUFA13', 'SENP5', 'VXN', 'LRRC28', 'TMC6']",type 1 diabetes mellitus,pancreatic epsilon cell,NDUFA13,"Among the genes NDUFA13, SENP5, VXN, LRRC28, and TMC6, which exhibits the highest specificity for pancreatic epsilon cells as a potential target for type 1 diabetes mellitus?","Among the genes NDUFA13, SENP5, VXN, LRRC28, and TMC6, which exhibits the highest specificity for pancreatic epsilon cells as a potential target for type 1 diabetes mellitus? Identify all experimentally validated therapeutic targets for type 1 diabetes mellitus and obtain their corresponding cell-type–specific embeddings from the PINNACLE database. Next, determine the intersection between these targets and the set of pancreatic epsilon cell-activated genes available in PINNACLE; this overlapping group defines the cell-type–specific targets for type 1 diabetes. Calculate the average embedding for this intersecting set and then compute the cosine similarity between this average and each individual gene embedding. If one gene exhibits a significantly higher similarity score relative to the others, nominate it as the top candidate, providing a brief, evidence-based explanation for its biological relevance in type 1 diabetes mellitus."
"['CHMP4C', 'CYP27C1', 'NREP', 'RPS26', 'ANAPC2']",type 1 diabetes mellitus,pancreatic epsilon cell,RPS26,"Which gene among CHMP4C, CYP27C1, NREP, RPS26, and ANAPC2 exhibits the highest cell-type specificity in pancreatic epsilon cells, making it the best candidate for targeted type 1 diabetes mellitus interventions?","Which gene among CHMP4C, CYP27C1, NREP, RPS26, and ANAPC2 exhibits the highest cell-type specificity in pancreatic epsilon cells, making it the best candidate for targeted type 1 diabetes mellitus interventions? Using the PINNACLE database, identify the verified therapeutic targets for type 1 diabetes mellitus and extract their cell-type–specific embeddings. Next, determine which of these targets overlap with genes activated in pancreatic epsilon cells to define the cell-type–specific targets for type 1 diabetes mellitus. Compute the average embedding for this overlapping set and calculate the cosine similarity between this reference embedding and each individual target’s embedding. If one gene exhibits a substantially higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['TFIP11-DT', 'PLXDC1', 'ZNF274', 'NDUFA1', 'TMEM156']",type 1 diabetes mellitus,pancreatic epsilon cell,NDUFA1,"Among the genes TFIP11-DT, PLXDC1, ZNF274, NDUFA1, and TMEM156, which one exhibits the highest cell-type-specific expression in pancreatic epsilon cells relevant to type 1 diabetes mellitus research?","Among the genes TFIP11-DT, PLXDC1, ZNF274, NDUFA1, and TMEM156, which one exhibits the highest cell-type-specific expression in pancreatic epsilon cells relevant to type 1 diabetes mellitus research? Identify the verified therapeutic targets for type 1 diabetes mellitus and retrieve their cell-type–specific embeddings from the PINNACLE database. Next, determine which of these targets overlap with genes activated in pancreatic epsilon cells in PINNACLE. For the overlapping genes, calculate an average embedding as a reference and compute the cosine similarity between this reference and each individual target’s embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['ATP1B1', 'ACAP3', 'LINC00665', 'FAHD2B', 'INS']",type 1 diabetes mellitus,pancreatic epsilon cell,INS,"Among the genes ATP1B1, ACAP3, LINC00665, FAHD2B, and INS, which one demonstrates the highest cell-type specificity in pancreatic epsilon cells, making it the most promising candidate for targeted type 1 diabetes mellitus interventions?","Among the genes ATP1B1, ACAP3, LINC00665, FAHD2B, and INS, which one demonstrates the highest cell-type specificity in pancreatic epsilon cells, making it the most promising candidate for targeted type 1 diabetes mellitus interventions? Identify the validated therapeutic targets for type 1 diabetes mellitus and obtain their cell‐type–specific embeddings from PINNACLE. Determine which of these targets overlap with genes activated in pancreatic epsilon cells, and calculate the average embedding for this overlapping set as a reference. Next, compute the cosine similarity between this reference and each individual target embedding. If one gene shows a significantly higher similarity compared to the others, nominate it as the top candidate target and provide a brief, evidence-based rationale for its biological relevance."
"['COMMD6', 'FIBP', 'PRODH2', 'PPP1R3C', 'LINC02362']",type 1 diabetes mellitus,pancreatic epsilon cell,COMMD6,"Among the genes COMMD6, FIBP, PRODH2, PPP1R3C, and LINC02362, which one exhibits the highest specificity in pancreatic epsilon cells and is therefore the most promising candidate for targeting type 1 diabetes mellitus?","Among the genes COMMD6, FIBP, PRODH2, PPP1R3C, and LINC02362, which one exhibits the highest specificity in pancreatic epsilon cells and is therefore the most promising candidate for targeting type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and retrieve their cell-type–specific embeddings from the PINNACLE dataset. Next, determine which of these targets overlap with the genes activated in pancreatic epsilon cells within PINNACLE to define cell-type–specific targets for type 1 diabetes mellitus. Calculate the average embedding of the overlapping genes to serve as a reference, then compute the cosine similarity between this reference and each target embedding. Finally, if one gene demonstrates a markedly higher similarity, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological importance."
"['CTRB2', 'AURKC', 'GSS', 'ITPKB', 'MTMR14']",type 1 diabetes mellitus,pancreatic d cell,CTRB2,"Which gene among CTRB2, AURKC, GSS, ITPKB, and MTMR14 shows the most pronounced expression specificity in pancreatic delta cells, thereby serving as the optimal candidate for targeted type 1 diabetes mellitus therapy?","Which gene among CTRB2, AURKC, GSS, ITPKB, and MTMR14 shows the most pronounced expression specificity in pancreatic delta cells, thereby serving as the optimal candidate for targeted type 1 diabetes mellitus therapy? Identify validated therapeutic targets for type 1 diabetes mellitus and extract their cell-type–specific embeddings from PINNACLE. Determine which pancreatic d cell–activated genes in PINNACLE overlap with these targets. For the overlapping genes, compute the average embedding and then calculate the cosine similarity between this average vector and each individual gene embedding. If one gene shows significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['MT-ND2', 'DDIAS', 'MEIKIN', 'LINC02818', 'OVGP1']",type 1 diabetes mellitus,pancreatic d cell,MT-ND2,"Which gene among MT-ND2, DDIAS, MEIKIN, LINC02818, and OVGP1 exhibits the highest specificity in pancreatic delta cells, making it the most promising candidate for targeting type 1 diabetes mellitus?","Which gene among MT-ND2, DDIAS, MEIKIN, LINC02818, and OVGP1 exhibits the highest specificity in pancreatic delta cells, making it the most promising candidate for targeting type 1 diabetes mellitus? Identify the verified therapeutic targets for type 1 diabetes mellitus and extract their cell-type–specific embeddings from PINNACLE. Next, determine which pancreatic d cell-activated genes overlap with these targets to define the cell-type–specific targets for type 1 diabetes. Calculate the average embedding of these overlapping targets and compute the cosine similarity between this average and each individual target embedding. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate, and provide a concise, evidence-based justification for its biological relevance."
"['TBXAS1', 'EIF5A', 'PRRT4', 'IQCH-AS1', 'LINC02811']",type 1 diabetes mellitus,pancreatic d cell,EIF5A,"Which gene among TBXAS1, EIF5A, PRRT4, IQCH-AS1, and LINC02811 exhibits the highest cell-type specificity in pancreatic delta cells, making it the most promising candidate for targeting type 1 diabetes mellitus?","Which gene among TBXAS1, EIF5A, PRRT4, IQCH-AS1, and LINC02811 exhibits the highest cell-type specificity in pancreatic delta cells, making it the most promising candidate for targeting type 1 diabetes mellitus? Using verified therapeutic targets for type 1 diabetes mellitus, obtain their cell-type–specific embeddings from PINNACLE. Next, identify the overlapping genes between these targets and the pancreatic d cell-activated genes annotated in PINNACLE to define cell-type–specific targets for type 1 diabetes mellitus. Calculate the average embedding of this overlapping set as a reference, then compute the cosine similarity between the reference and the embedding of each individual target gene. If one gene exhibits a substantially higher similarity compared with the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['HAUS8', 'MED24', 'COLEC11', 'TP53RK-DT', 'RBM17']",type 1 diabetes mellitus,pancreatic d cell,RBM17,"Among HAUS8, MED24, COLEC11, TP53RK-DT, and RBM17, which gene exhibits the highest cell-type specificity in pancreatic delta cells relevant to type 1 diabetes mellitus?","Among HAUS8, MED24, COLEC11, TP53RK-DT, and RBM17, which gene exhibits the highest cell-type specificity in pancreatic delta cells relevant to type 1 diabetes mellitus? Using PINNACLE, identify the validated therapeutic targets for type 1 diabetes mellitus and retrieve their corresponding cell-type–specific embeddings. Next, determine which of these targets overlap with the pancreatic d cell–activated genes in PINNACLE to define the cell-type–specific targets. Compute the average embedding of this overlap set, then calculate the cosine similarity between the average and each individual target's embedding. If a single gene exhibits a substantially higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['BSPRY', 'CDKN3', 'KCNQ4', 'LINC01948', 'M6PR']",type 1 diabetes mellitus,pancreatic d cell,M6PR,"Which gene among BSPRY, CDKN3, KCNQ4, LINC01948, and M6PR exhibits the highest cell-type specificity in pancreatic delta cells for potential therapeutic targeting in type 1 diabetes mellitus?","Which gene among BSPRY, CDKN3, KCNQ4, LINC01948, and M6PR exhibits the highest cell-type specificity in pancreatic delta cells for potential therapeutic targeting in type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and retrieve their cell-type–specific embeddings from the PINNACLE database. Next, determine which of these targets overlap with genes activated in pancreatic d cells as defined in PINNACLE. Calculate the average embedding for this overlapping set and then compute the cosine similarity between this composite embedding and each individual target’s embedding. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological significance."
"['FAM78A', 'EFEMP1', 'HOXB8', 'PPIF', 'SLC28A2']",type 1 diabetes mellitus,pancreatic d cell,PPIF,"Among FAM78A, EFEMP1, HOXB8, PPIF, and SLC28A2, which gene exhibits the highest cell-type specificity in pancreatic δ cells and thereby represents the best candidate for therapeutic targeting in type 1 diabetes mellitus?","Among FAM78A, EFEMP1, HOXB8, PPIF, and SLC28A2, which gene exhibits the highest cell-type specificity in pancreatic δ cells and thereby represents the best candidate for therapeutic targeting in type 1 diabetes mellitus? Using the verified therapeutic targets for type 1 diabetes mellitus, retrieve their cell-type–specific embeddings from PINNACLE. Identify the overlap between these targets and the pancreatic d cell-activated genes in PINNACLE to define a set of cell-type–specific targets for the disease. Calculate the average embedding of this overlapping set and then compute the cosine similarity between this average and each individual target. If one gene shows a significantly higher similarity compared to the others, nominate it as the top candidate, providing a brief, evidence-based explanation of its biological relevance."
"['BNIP2', 'PANDAR', 'UMODL1', 'BFSP2', 'RSBN1']",type 1 diabetes mellitus,pancreatic d cell,RSBN1,"Among the genes BNIP2, PANDAR, UMODL1, BFSP2, and RSBN1, which one exhibits the highest specificity for pancreatic d cells and would therefore be the most appropriate candidate for targeting in type 1 diabetes mellitus?","Among the genes BNIP2, PANDAR, UMODL1, BFSP2, and RSBN1, which one exhibits the highest specificity for pancreatic d cells and would therefore be the most appropriate candidate for targeting in type 1 diabetes mellitus? Identify validated therapeutic targets for type 1 diabetes mellitus and obtain their cell-type–specific embeddings from the PINNACLE dataset. Next, determine the intersection between these targets and the pancreatic d cell-activated genes in PINNACLE. Compute the average embedding of the overlapping targets as a reference profile and calculate the cosine similarity between this reference and each individual target embedding. Finally, nominate the gene that shows a significantly higher similarity than the others as the top candidate, providing a concise, evidence-based justification for its biological relevance."
"['ALDH2', 'PYDC1', 'CACYBP', 'RASGEF1C', 'MROH2B']",type 1 diabetes mellitus,pancreatic d cell,ALDH2,"Which gene—ALDH2, PYDC1, CACYBP, RASGEF1C, or MROH2B—demonstrates the highest specificity for pancreatic delta cells as a potential target in type 1 diabetes therapy?","Which gene—ALDH2, PYDC1, CACYBP, RASGEF1C, or MROH2B—demonstrates the highest specificity for pancreatic delta cells as a potential target in type 1 diabetes therapy? Using verified therapeutic targets for type 1 diabetes mellitus and their cell-type–specific embeddings from PINNACLE, identify which pancreatic d cell–activated genes overlap with these targets. Compute the average embedding of this overlapping set as a reference, and calculate the cosine similarity between this reference and each individual target. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based justification for its biological relevance."
"['JAK1', 'KCTD20', 'CTCFL', 'SNHG4', 'PIK3C2G']",type 1 diabetes mellitus,pancreatic d cell,JAK1,"Which gene among JAK1, KCTD20, CTCFL, SNHG4, and PIK3C2G exhibits the highest specificity for pancreatic δ-cells in the context of type 1 diabetes mellitus targeting?","Which gene among JAK1, KCTD20, CTCFL, SNHG4, and PIK3C2G exhibits the highest specificity for pancreatic δ-cells in the context of type 1 diabetes mellitus targeting? Identify the verified therapeutic targets for type 1 diabetes mellitus and extract their cell-type–specific embeddings from the PINNACLE dataset. Determine which of these targets overlap with genes activated in pancreatic d cells. For the overlapping set, compute the average embedding and evaluate the cosine similarity between this reference and each individual target. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['DEXI', 'ACAD11', 'GPR137', 'NWD2', 'OTUD6B-AS1']",type 1 diabetes mellitus,pancreatic d cell,DEXI,"Among the genes DEXI, ACAD11, GPR137, NWD2, and OTUD6B-AS1, which exhibits the greatest cell-type specificity in pancreatic delta cells, thereby presenting the most promising target for type 1 diabetes mellitus intervention?","Among the genes DEXI, ACAD11, GPR137, NWD2, and OTUD6B-AS1, which exhibits the greatest cell-type specificity in pancreatic delta cells, thereby presenting the most promising target for type 1 diabetes mellitus intervention? Identify the validated therapeutic targets for type 1 diabetes mellitus and obtain their cell-type–specific embeddings from PINNACLE. Then, determine which of these targets overlap with the pancreatic d cell-activated genes in PINNACLE to define a set of cell-type–specific targets for type 1 diabetes. Compute the average embedding for this overlapping set as a reference, and calculate the cosine similarity between this reference and each individual target's embedding. Nominate as the top candidate the gene with a markedly higher similarity than the others, and provide a concise, evidence-based rationale for its biological relevance."
"['LINC01507', 'C1orf127', 'SCN11A', 'NDUFS7', 'RNF31']",type 1 diabetes mellitus,pancreatic d cell,NDUFS7,"Which gene among LINC01507, C1orf127, SCN11A, NDUFS7, and RNF31 demonstrates the highest cell-type specificity in pancreatic delta cells for targeted intervention in type 1 diabetes mellitus?","Which gene among LINC01507, C1orf127, SCN11A, NDUFS7, and RNF31 demonstrates the highest cell-type specificity in pancreatic delta cells for targeted intervention in type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which pancreatic d cell-activated genes in PINNACLE overlap with these targets to define the cell-type–specific targets for type 1 diabetes. Compute the average embedding of this overlap set as a reference, then calculate the cosine similarity between the reference and each individual target. If one gene shows a notably higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
