candidate_genes,disease,celltype,y,user_question,full_query
"['STOX2', 'KIDINS220', 'BEAN1', 'TGM4', 'NDUFA13']",type 1 diabetes mellitus,pancreatic epsilon cell,NDUFA13,"Which gene among STOX2, KIDINS220, BEAN1, TGM4, and NDUFA13 exhibits the highest specificity in pancreatic epsilon cells with respect to type 1 diabetes mellitus?","Which gene among STOX2, KIDINS220, BEAN1, TGM4, and NDUFA13 exhibits the highest specificity in pancreatic epsilon cells with respect to type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine which genes activated in pancreatic epsilon cells in PINNACLE overlap with these targets, thereby defining the cell-type–specific targets for type 1 diabetes mellitus. Compute an average embedding from this overlapping set and calculate the cosine similarity between this reference and each individual target’s embedding. If one gene exhibits a markedly higher similarity, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['LBHD2', 'GOLGA8S', 'NDUFB1', 'LRRK1', 'ADAMTS16']",type 1 diabetes mellitus,pancreatic epsilon cell,NDUFB1,"Among the genes LBHD2, GOLGA8S, NDUFB1, LRRK1, and ADAMTS16, which exhibits the most specific expression in pancreatic epsilon cells, making it the most promising candidate for targeting in type 1 diabetes mellitus?","Among the genes LBHD2, GOLGA8S, NDUFB1, LRRK1, and ADAMTS16, which exhibits the most specific expression in pancreatic epsilon cells, making it the most promising candidate for targeting in type 1 diabetes mellitus? Identify all validated therapeutic targets for type 1 diabetes mellitus and obtain their cell type–specific embeddings from the PINNACLE database. Determine which targets overlap with genes activated in pancreatic epsilon cells. For the overlapping genes, calculate the average embedding to serve as a reference and then compute the cosine similarity between this reference and each individual gene embedding. If one gene shows a substantially higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['TMSB15A', 'MORC2-AS1', 'COMMD6', 'SLC35F1', 'ARHGEF5']",type 1 diabetes mellitus,pancreatic epsilon cell,COMMD6,"Which gene among TMSB15A, MORC2‐AS1, COMMD6, SLC35F1, and ARHGEF5 demonstrates the highest specificity of expression in pancreatic epsilon cells, making it the most promising candidate for targeting in type 1 diabetes mellitus?","Which gene among TMSB15A, MORC2‐AS1, COMMD6, SLC35F1, and ARHGEF5 demonstrates the highest specificity of expression in pancreatic epsilon cells, making it the most promising candidate for targeting in type 1 diabetes mellitus? Identify verified therapeutic targets for type 1 diabetes mellitus and extract their cell-type–specific embeddings from the PINNACLE platform. Next, determine which of these targets overlap with the pancreatic epsilon cell-activated genes in PINNACLE, thereby defining a set of cell-type–specific targets for type 1 diabetes mellitus. Compute the average embedding of these overlapping genes to serve as a reference, and then calculate the cosine similarity between this reference and each individual target. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate, providing a concise evidence-based rationale for its biological relevance."
"['ZNF564', 'GTSF1', 'INS', 'DIP2C', 'HTR3E']",type 1 diabetes mellitus,pancreatic epsilon cell,INS,"Among the genes ZNF564, GTSF1, INS, DIP2C, and HTR3E, which one exhibits the highest cell-type specificity in pancreatic epsilon cells for targeted intervention in type 1 diabetes mellitus?","Among the genes ZNF564, GTSF1, INS, DIP2C, and HTR3E, which one exhibits the highest cell-type specificity in pancreatic epsilon cells for targeted intervention in type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with genes activated in pancreatic epsilon cells in PINNACLE, thereby defining the cell-type–specific targets for type 1 diabetes mellitus. Calculate the average embedding for this overlapping set and compute the cosine similarity between this average and each individual target embedding. If one gene shows a significantly higher cosine similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['NDUFA1', 'AGBL4', 'SLC12A5-AS1', 'PSG8-AS1', 'TP53TG3D']",type 1 diabetes mellitus,pancreatic epsilon cell,NDUFA1,"Which gene among NDUFA1, AGBL4, SLC12A5-AS1, PSG8-AS1, and TP53TG3D exhibits the highest specificity for pancreatic ε-cells as a potential therapeutic target for type 1 diabetes mellitus?","Which gene among NDUFA1, AGBL4, SLC12A5-AS1, PSG8-AS1, and TP53TG3D exhibits the highest specificity for pancreatic ε-cells as a potential therapeutic target for type 1 diabetes mellitus? Identify the experimentally validated therapeutic targets for type 1 diabetes mellitus and obtain their cell-type-specific embeddings from the PINNACLE database. Next, determine which pancreatic epsilon cell-activated genes in PINNACLE overlap with these targets to form a set of cell-type-specific targets for type 1 diabetes. Calculate the average embedding of this set and compute the cosine similarity between this average and each individual target. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['TRIM34', 'CLEC11A', 'PNO1', 'HS3ST6', 'NDUFS7']",type 1 diabetes mellitus,pancreatic epsilon cell,NDUFS7,"Among the genes TRIM34, CLEC11A, PNO1, HS3ST6, and NDUFS7, which one shows the highest specificity for pancreatic epsilon cells, thereby representing the most promising candidate for targeting type 1 diabetes mellitus?","Among the genes TRIM34, CLEC11A, PNO1, HS3ST6, and NDUFS7, which one shows the highest specificity for pancreatic epsilon cells, thereby representing the most promising candidate for targeting type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and extract their cell-type–specific embeddings from the PINNACLE database. Next, determine which of these targets overlap with pancreatic epsilon cell-activated genes in PINNACLE, thereby defining the cell-type–specific targets for type 1 diabetes. Compute the average embedding of this overlapping set and calculate the cosine similarity between this reference and each individual target. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['LINC02811', 'HCFC1-AS1', 'TPRG1-AS1', 'TMEM258', 'GPN1']",type 1 diabetes mellitus,pancreatic epsilon cell,TMEM258,"Which gene among LINC02811, HCFC1-AS1, TPRG1-AS1, TMEM258, and GPN1 exhibits the highest expression specificity in pancreatic epsilon cells for targeting type 1 diabetes mellitus?","Which gene among LINC02811, HCFC1-AS1, TPRG1-AS1, TMEM258, and GPN1 exhibits the highest expression specificity in pancreatic epsilon cells for targeting type 1 diabetes mellitus? Identify the verified therapeutic targets for type 1 diabetes and retrieve their cell-type–specific embeddings from the PINNACLE database. Next, determine which pancreatic epsilon cell-activated genes from PINNACLE overlap with these targets, forming a set of cell-type–specific targets for type 1 diabetes. Calculate the average embedding for this overlapping set and then compute the cosine similarity between this average and each individual target embedding. If one gene exhibits a significantly higher similarity than the others, designate it as the top candidate and provide a brief, evidence-based explanation for its biological relevance."
"['SEC14L2', 'CA11', 'NDUFA11', 'MAST3', 'GDE1']",type 1 diabetes mellitus,pancreatic epsilon cell,NDUFA11,"Which gene among SEC14L2, CA11, NDUFA11, MAST3, and GDE1 exhibits the highest specificity of expression in pancreatic epsilon cells, making it the best candidate for targeted intervention in type 1 diabetes mellitus?","Which gene among SEC14L2, CA11, NDUFA11, MAST3, and GDE1 exhibits the highest specificity of expression in pancreatic epsilon cells, making it the best candidate for targeted intervention in type 1 diabetes mellitus? Identify the verified therapeutic targets for type 1 diabetes mellitus and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which genes activated in pancreatic epsilon cells in PINNACLE overlap with these targets to form a cell-type–specific set. Compute the average embedding of this set and calculate the cosine similarity between this reference and each individual target. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['DDT', 'SF3B1', 'PCDHA13', 'NCCRP1', 'RPS26']",type 1 diabetes mellitus,pancreatic epsilon cell,RPS26,"Among the genes DDT, SF3B1, PCDHA13, NCCRP1, and RPS26, which one exhibits the highest cell-type-specific expression in pancreatic epsilon cells, making it the most promising candidate for targeted intervention in type 1 diabetes mellitus?","Among the genes DDT, SF3B1, PCDHA13, NCCRP1, and RPS26, which one exhibits the highest cell-type-specific expression in pancreatic epsilon cells, making it the most promising candidate for targeted intervention in type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and extract their cell-type–specific embeddings from the PINNACLE database. Determine which genes activated in pancreatic epsilon cells overlap with these targets, representing the cell-type–specific targets for type 1 diabetes mellitus. Then, calculate the average embedding of these overlapping genes and compute the cosine similarity between this average and each individual target embedding. If one gene shows a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['SRPK2', 'SATB2', 'TRIM62', 'CALN1', 'NDUFA3']",type 1 diabetes mellitus,pancreatic epsilon cell,NDUFA3,"Which gene among SRPK2, SATB2, TRIM62, CALN1, and NDUFA3 exhibits the highest cell-type specificity in pancreatic epsilon cells relevant to type 1 diabetes mellitus?","Which gene among SRPK2, SATB2, TRIM62, CALN1, and NDUFA3 exhibits the highest cell-type specificity in pancreatic epsilon cells relevant to type 1 diabetes mellitus? Identify validated therapeutic targets for type 1 diabetes mellitus and extract their cell‐type–specific embeddings from the PINNACLE resource. Next, determine which pancreatic epsilon cell–activated genes in PINNACLE overlap with these targets, thereby defining the cell-type–specific targets for type 1 diabetes mellitus. Compute the average embedding for this overlapping set, then calculate the cosine similarity between this average and each individual target. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological significance."
"['ZFP62', 'SMIM13', 'TPRKB', 'CPD', 'TPGS1']",type 1 diabetes mellitus,pancreatic d cell,TPGS1,"Which gene among ZFP62, SMIM13, TPRKB, CPD, and TPGS1 exhibits the highest specificity in pancreatic delta cells, making it the most promising candidate for targeting type 1 diabetes mellitus?","Which gene among ZFP62, SMIM13, TPRKB, CPD, and TPGS1 exhibits the highest specificity in pancreatic delta cells, making it the most promising candidate for targeting type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and retrieve their cell-type–specific embeddings from PINNACLE. Next, compare these targets with the genes activated in pancreatic d cells as defined by PINNACLE, and identify the overlapping set representing cell-type–specific targets for type 1 diabetes. Compute the average embedding of this overlapping set as a reference, then calculate the cosine similarity between this reference and each individual target embedding. If one gene exhibits a notably higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale supporting its biological relevance."
"['CFL2', 'LINC01522', 'SLC39A3', 'ZNF77', 'AMZ2']",type 1 diabetes mellitus,pancreatic d cell,AMZ2,"Which gene among CFL2, LINC01522, SLC39A3, ZNF77, and AMZ2 exhibits the highest specificity to pancreatic D cells, making it the most promising candidate for targeting type 1 diabetes mellitus?","Which gene among CFL2, LINC01522, SLC39A3, ZNF77, and AMZ2 exhibits the highest specificity to pancreatic D cells, making it the most promising candidate for targeting type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which pancreatic d cell–activated genes in PINNACLE overlap with these targets, and compute the average embedding for this overlapping set. Calculate the cosine similarity between this reference embedding and each individual target’s embedding. If one gene exhibits a markedly higher similarity than the others, designate it as the top candidate and provide a concise, evidence-based explanation of its biological relevance."
"['FAM228B', 'CHRNB3', 'DDR1', 'BBIP1', 'GADL1']",type 1 diabetes mellitus,pancreatic d cell,DDR1,"Among the genes FAM228B, CHRNB3, DDR1, BBIP1, and GADL1, which exhibits the highest cell-type specificity in pancreatic delta cells, thereby representing the most promising candidate for targeted intervention in type 1 diabetes mellitus?","Among the genes FAM228B, CHRNB3, DDR1, BBIP1, and GADL1, which exhibits the highest cell-type specificity in pancreatic delta cells, thereby representing the most promising candidate for targeted intervention in type 1 diabetes mellitus? Identify the verified therapeutic targets for type 1 diabetes mellitus and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which of these targets overlap with PINNACLE’s set of pancreatic δ cell–activated genes. For the overlapping genes, compute the average embedding and then calculate the cosine similarity between this average and each individual target’s embedding. If one gene shows a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['SLIRP', 'PDLIM4', 'SELENOF', 'LINC01355', 'DHX9']",type 1 diabetes mellitus,pancreatic d cell,PDLIM4,"Among SLIRP, PDLIM4, SELENOF, LINC01355, and DHX9, which gene exhibits the highest cell-type specificity in pancreatic delta cells relevant to type 1 diabetes mellitus?","Among SLIRP, PDLIM4, SELENOF, LINC01355, and DHX9, which gene exhibits the highest cell-type specificity in pancreatic delta cells relevant to type 1 diabetes mellitus? Retrieve the validated therapeutic targets for type 1 diabetes mellitus along with their cell-type–specific embeddings from PINNACLE. Next, identify which of these targets overlap with the pancreatic d cell-activated genes in PINNACLE to define the cell-type–specific targets for type 1 diabetes. Calculate the average embedding for this overlapping set and compute the cosine similarity between the average and each individual target’s embedding. If one gene displays a markedly higher similarity than the others, designate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['GEMIN6', 'CEP68', 'LINC01684', 'PPP3CC', 'NDUFC1']",type 1 diabetes mellitus,pancreatic d cell,NDUFC1,"Among GEMIN6, CEP68, LINC01684, PPP3CC, and NDUFC1, which gene exhibits the highest cell-type specificity in pancreatic delta cells for targeting type 1 diabetes mellitus?","Among GEMIN6, CEP68, LINC01684, PPP3CC, and NDUFC1, which gene exhibits the highest cell-type specificity in pancreatic delta cells for targeting type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine the overlap between these targets and the genes activated in pancreatic d cells in PINNACLE. Compute the average embedding of the overlapping genes and calculate the cosine similarity between this reference and each individual target. If one gene exhibits a markedly higher similarity compared with the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['NDUFA11', 'PIP5K1C', 'PLAC1', 'PLAGL2', 'WRAP53']",type 1 diabetes mellitus,pancreatic d cell,NDUFA11,"Which gene among NDUFA11, PIP5K1C, PLAC1, PLAGL2, and WRAP53 exhibits the most cell-type-specific expression in pancreatic delta cells and represents the most promising target for type 1 diabetes mellitus interventions?","Which gene among NDUFA11, PIP5K1C, PLAC1, PLAGL2, and WRAP53 exhibits the most cell-type-specific expression in pancreatic delta cells and represents the most promising target for type 1 diabetes mellitus interventions? Identify the validated therapeutic targets for type 1 diabetes mellitus and extract their cell-type–specific embeddings from PINNACLE. Next, determine which genes activated in pancreatic d cells overlap with these targets to define a set of cell-type–specific targets. Compute the average embedding for this set, then calculate the cosine similarity between this average and each individual target’s embedding. Finally, if a single gene exhibits notably higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological significance."
"['LY6G5C', 'CCDC96', 'ABHD12', 'BRWD1', 'H2BC15']",type 1 diabetes mellitus,pancreatic d cell,BRWD1,"Which gene among LY6G5C, CCDC96, ABHD12, BRWD1, and H2BC15 exhibits the highest cell‐type specificity in pancreatic D cells, making it the most promising candidate for targeted therapy in type 1 diabetes mellitus?","Which gene among LY6G5C, CCDC96, ABHD12, BRWD1, and H2BC15 exhibits the highest cell‐type specificity in pancreatic D cells, making it the most promising candidate for targeted therapy in type 1 diabetes mellitus? Identify the verified therapeutic targets for type 1 diabetes mellitus and retrieve their cell-type-specific embeddings from PINNACLE. Next, identify the overlap between these targets and genes activated in pancreatic d cells within PINNACLE, defining this intersection as the cell-type-specific targets for type 1 diabetes mellitus. Compute the average embedding of these overlapping targets, then calculate the cosine similarity between this average and each individual target’s embedding. If one gene exhibits notably higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['C4orf17', 'FGF12', 'CHD2', 'TMEM59L', 'SRD5A1']",type 1 diabetes mellitus,pancreatic d cell,CHD2,"Which gene among C4orf17, FGF12, CHD2, TMEM59L, and SRD5A1 exhibits the highest cell-type specificity in pancreatic delta cells, making it the most promising candidate for targeted type 1 diabetes mellitus research?","Which gene among C4orf17, FGF12, CHD2, TMEM59L, and SRD5A1 exhibits the highest cell-type specificity in pancreatic delta cells, making it the most promising candidate for targeted type 1 diabetes mellitus research? Identify validated therapeutic targets for type 1 diabetes mellitus and obtain their cell-type–specific embeddings from the PINNACLE database. Next, determine which pancreatic d cell-activated genes in PINNACLE overlap with these targets to define a set of cell-type–specific targets for the disease. Calculate the average embedding for this set and compute the cosine similarity between this reference and each individual target embedding. If one gene demonstrates significantly higher similarity than the others, nominate it as the top candidate and provide a succinct, evidence-based explanation for its biological relevance."
"['RTTN', 'ARL15', 'CLDN7', 'RDH5', 'TPSD1']",type 1 diabetes mellitus,pancreatic d cell,CLDN7,"Among RTTN, ARL15, CLDN7, RDH5, and TPSD1, which gene exhibits the greatest specificity for pancreatic delta cells, making it the most promising target for therapeutic intervention in type 1 diabetes mellitus?","Among RTTN, ARL15, CLDN7, RDH5, and TPSD1, which gene exhibits the greatest specificity for pancreatic delta cells, making it the most promising target for therapeutic intervention in type 1 diabetes mellitus? Identify the verified therapeutic targets for type 1 diabetes mellitus and retrieve their cell-type-specific embeddings using PINNACLE. Next, determine which of these targets overlap with the genes activated in pancreatic d-cells to define the cell-type-specific targets. Compute the average embedding of these overlapping targets as a reference, then calculate the cosine similarity between this reference and each target’s embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based justification for its biological relevance."
"['CCDC39-AS1', 'SBNO1-AS1', 'KIF4A', 'NME7', 'TCTA']",type 1 diabetes mellitus,pancreatic d cell,TCTA,"Among the genes CCDC39-AS1, SBNO1-AS1, KIF4A, NME7, and TCTA, which one exhibits the highest cell-type specificity in pancreatic delta cells relevant to targeted approaches for type 1 diabetes mellitus?","Among the genes CCDC39-AS1, SBNO1-AS1, KIF4A, NME7, and TCTA, which one exhibits the highest cell-type specificity in pancreatic delta cells relevant to targeted approaches for type 1 diabetes mellitus? Identify the validated therapeutic targets for type 1 diabetes mellitus and obtain their cell-type–specific embeddings from the PINNACLE database. Next, determine which of these targets overlap with the pancreatic d cell–activated genes from PINNACLE, defining the subset of cell-type–specific targets for type 1 diabetes. Calculate the average embedding for this subset, then compute the cosine similarity between this average and the embeddings of each individual target. If one gene exhibits a significantly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based justification for its biological relevance."
"['LINC01844', 'GPR65', 'NECTIN3', 'CACNA1D', 'LINC01638']",type 1 diabetes mellitus,pancreatic d cell,CACNA1D,"Which gene among LINC01844, GPR65, NECTIN3, CACNA1D, and LINC01638 exhibits the highest specificity in pancreatic d cells, making it the best candidate for targeting type 1 diabetes mellitus?","Which gene among LINC01844, GPR65, NECTIN3, CACNA1D, and LINC01638 exhibits the highest specificity in pancreatic d cells, making it the best candidate for targeting type 1 diabetes mellitus? Identify validated therapeutic targets for type 1 diabetes mellitus and extract their cell-type–specific embeddings from the PINNACLE database. Next, determine the overlap between these targets and the genes activated in pancreatic d cells within PINNACLE. This overlapping set represents the cell-type–specific targets for type 1 diabetes. Calculate the average embedding of these genes, then compute the cosine similarity between this average and the embedding of each individual target. If one gene exhibits substantially higher similarity than the others, nominate it as the leading candidate and provide a concise, evidence-based explanation for its biological significance."
