candidate_genes,disease,celltype,y,user_question,full_query
"['HMGB3P1', 'GNA12', 'PTF1A', 'IMPDH2', 'SAP30L']",Sjogren syndrome,acinar cell of salivary gland,IMPDH2,"Among HMGB3P1, GNA12, PTF1A, IMPDH2, and SAP30L, which gene exhibits the highest expression specificity in salivary gland acinar cells, thereby making it the most promising candidate for targeting Sjogren syndrome?","Among HMGB3P1, GNA12, PTF1A, IMPDH2, and SAP30L, which gene exhibits the highest expression specificity in salivary gland acinar cells, thereby making it the most promising candidate for targeting Sjogren syndrome? Identify the verified therapeutic targets for Sjögren syndrome and extract their cell-type–specific embeddings from PINNACLE. Next, determine which acinar cell–activated genes in the salivary gland from PINNACLE overlap with these targets, thereby defining the cell-type–specific targets for Sjögren syndrome. Compute the average embedding of these overlapping targets as a reference, and calculate the cosine similarity between this reference and each individual target embedding. If one gene exhibits a significantly higher cosine similarity compared to the others, nominate it as the top candidate, and provide a brief, evidence-based rationale for its biological relevance."
"['DUXAP9', 'HLA-DRA', 'ARL6IP1', 'PDE4B', 'RHO']",Sjogren syndrome,acinar cell of salivary gland,HLA-DRA,"Among the genes DUXAP9, HLA-DRA, ARL6IP1, PDE4B, and RHO, which one exhibits the highest specificity in salivary gland acinar cells, thereby making it the most promising target for therapeutic intervention in Sjogren's syndrome?","Among the genes DUXAP9, HLA-DRA, ARL6IP1, PDE4B, and RHO, which one exhibits the highest specificity in salivary gland acinar cells, thereby making it the most promising target for therapeutic intervention in Sjogren's syndrome? Determine the verified therapeutic targets for Sjögren syndrome and extract their cell-type-specific embeddings from PINNACLE. Identify which acinar cell-activated genes in the salivary gland profile from PINNACLE overlap with these targets, thereby defining the cell-type-specific targets for Sjögren syndrome. Compute the average embedding for this overlapping set as a reference, calculate the cosine similarity between the reference and each individual target, and if one gene shows significantly higher similarity than the rest, nominate it as the top candidate with a concise, evidence-based rationale for its biological relevance."
"['ZNF625', 'THAP12', 'CTSS', 'OLFM1', 'PDGFRA']",Sjogren syndrome,acinar cell of salivary gland,CTSS,"Among the genes ZNF625, THAP12, CTSS, OLFM1, and PDGFRA, which gene shows the highest cell-type specific expression in salivary gland acinar cells, making it the most promising target for Sjögren syndrome intervention?","Among the genes ZNF625, THAP12, CTSS, OLFM1, and PDGFRA, which gene shows the highest cell-type specific expression in salivary gland acinar cells, making it the most promising target for Sjögren syndrome intervention? Using validated therapeutic targets for Sjögren syndrome, extract their cell-type–specific embeddings from PINNACLE. Next, identify the overlapping set between these targets and acinar cell–activated genes in the salivary gland present in PINNACLE. For these overlapping genes, compute the average embedding as a reference and calculate the cosine similarity between this reference vector and each gene's embedding. If one gene displays significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['RMND1', 'STAT1', 'C1orf174', 'PPP1R9B', 'NTRK3']",Sjogren syndrome,acinar cell of salivary gland,STAT1,"Among RMND1, STAT1, C1orf174, PPP1R9B, and NTRK3, which gene demonstrates the highest specificity in salivary gland acinar cells and would serve as the best target candidate for Sjogren's syndrome?","Among RMND1, STAT1, C1orf174, PPP1R9B, and NTRK3, which gene demonstrates the highest specificity in salivary gland acinar cells and would serve as the best target candidate for Sjogren's syndrome? Identify all verified therapeutic targets for Sjogren syndrome and obtain their corresponding cell-type–specific embeddings from the PINNACLE database. Next, determine which of these targets overlap with genes activated in salivary gland acinar cells in PINNACLE, as these represent the cell-type–specific candidates for Sjogren syndrome. Calculate the average embedding for this overlapping set and compute the cosine similarity between this average and each individual target embedding. If one gene exhibits a notably higher similarity than the others, designate it as the top candidate and provide a concise, evidence-based rationale for its biological significance."
"['GABARAP', 'CD40', 'POU4F2', 'RAB23', 'CNDP1']",Sjogren syndrome,acinar cell of salivary gland,CD40,"Among the genes GABARAP, CD40, POU4F2, RAB23, and CNDP1, which one shows the highest specificity in acinar cells of the salivary gland, making it the most promising target for Sjögren syndrome?","Among the genes GABARAP, CD40, POU4F2, RAB23, and CNDP1, which one shows the highest specificity in acinar cells of the salivary gland, making it the most promising target for Sjögren syndrome? Identify the validated therapeutic targets for Sjögren's syndrome and retrieve their cell-type-specific embeddings from PINNACLE. Next, determine which of these targets overlap with the acinar cell–activated genes in the salivary gland from PINNACLE, considering this overlapping set as the cell-type-specific targets. Calculate the average embedding of these overlapping genes, then compute the cosine similarity between this average and each individual target's embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['AKT1', 'MIF', 'CCDC183', 'SIRT7', 'PDLIM1']",Sjogren syndrome,acinar cell of salivary gland,MIF,"Among the genes AKT1, MIF, CCDC183, SIRT7, and PDLIM1, which exhibits the highest cell-type-specific expression in salivary gland acinar cells that could be targeted in Sjögren syndrome?","Among the genes AKT1, MIF, CCDC183, SIRT7, and PDLIM1, which exhibits the highest cell-type-specific expression in salivary gland acinar cells that could be targeted in Sjögren syndrome? Identify the verified therapeutic targets for Sjögren syndrome and obtain their cell-type–specific embeddings from PINNACLE. Then, determine the intersection between these targets and genes activated in acinar cells of the salivary gland in PINNACLE. Compute the average embedding of the overlapping set as a reference, and calculate the cosine similarity between this reference and each individual target embedding. If one gene exhibits a significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['PPIA', 'DELE1', 'SPOUT1', 'NUP210', 'RNF141']",Sjogren syndrome,acinar cell of salivary gland,PPIA,"Among the genes PPIA, DELE1, SPOUT1, NUP210, and RNF141, which one exhibits the highest acinar cell-specific expression in the salivary gland relevant to Sjogren’s syndrome?","Among the genes PPIA, DELE1, SPOUT1, NUP210, and RNF141, which one exhibits the highest acinar cell-specific expression in the salivary gland relevant to Sjogren’s syndrome? Identify validated therapeutic targets for Sjögren syndrome and extract their cell-type–specific embeddings from PINNACLE. Next, determine which acinar cell–specific activated genes from the salivary gland in PINNACLE overlap with these targets to define the relevant cell-type–specific subset. Compute the average embedding of this subset as a reference and calculate cosine similarity between this reference and each individual target embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['HLA-DPB1', 'MARCHF5', 'MYOZ3', 'TSPYL6', 'CLIC1']",Sjogren syndrome,acinar cell of salivary gland,HLA-DPB1,"Which gene—HLA-DPB1, MARCHF5, MYOZ3, TSPYL6, or CLIC1—exhibits the most specific expression in salivary gland acinar cells, thereby representing the most promising target for therapeutic intervention in Sjogren syndrome?","Which gene—HLA-DPB1, MARCHF5, MYOZ3, TSPYL6, or CLIC1—exhibits the most specific expression in salivary gland acinar cells, thereby representing the most promising target for therapeutic intervention in Sjogren syndrome? Using the PINNACLE dataset, identify the validated therapeutic targets for Sjogren syndrome and extract their cell-type-specific embeddings. Next, determine which of these targets overlap with acinar cell-activated genes in the salivary gland to generate a refined set of cell-type–specific candidate targets. Compute the average embedding for these candidates and, subsequently, calculate the cosine similarity between this average and each individual gene’s embedding. If a single gene exhibits a markedly higher similarity compared to the others, nominate it as the top candidate and provide a brief evidence-based rationale for its biological relevance."
"['CTTNBP2NL', 'JAK1', 'DHX16', 'STRADA', 'TIE1']",Sjogren syndrome,acinar cell of salivary gland,JAK1,"Which gene among CTTNBP2NL, JAK1, DHX16, STRADA, and TIE1 exhibits the highest cell-type-specific expression in salivary gland acinar cells, indicating its potential as a therapeutic target for Sjögren syndrome?","Which gene among CTTNBP2NL, JAK1, DHX16, STRADA, and TIE1 exhibits the highest cell-type-specific expression in salivary gland acinar cells, indicating its potential as a therapeutic target for Sjögren syndrome? Identify validated therapeutic targets for Sjogren syndrome and retrieve their cell-type–specific embeddings from PINNACLE. Next, determine which acinar cell–activated salivary gland genes in PINNACLE overlap with these targets. For this overlapping set, compute the average embedding as a reference, then calculate the cosine similarity between this reference and each individual target. If one gene exhibits markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['IARS1', 'SMARCC2', 'WBP4', 'TBC1D10C', 'ZDHHC22']",Sjogren syndrome,acinar cell of salivary gland,SMARCC2,"Among IARS1, SMARCC2, WBP4, TBC1D10C, and ZDHHC22, which gene exhibits the highest cell-type specificity for acinar cells in the salivary gland, making it the most promising target for addressing Sjögren's syndrome?","Among IARS1, SMARCC2, WBP4, TBC1D10C, and ZDHHC22, which gene exhibits the highest cell-type specificity for acinar cells in the salivary gland, making it the most promising target for addressing Sjögren's syndrome? Identify experimentally validated therapeutic targets for Sjogren syndrome and extract their cell-type–specific embeddings from PINNACLE. Next, determine the overlap between these targets and genes activated in salivary gland acinar cells from PINNACLE. Compute the average embedding of the overlapping set as a reference profile and calculate the cosine similarity between this reference and each individual target gene. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['CTSS', 'TOB2', 'LAIR1', 'RIPPLY3', 'FFAR3']",Sjogren syndrome,iga plasma cell,CTSS,"Among the genes CTSS, TOB2, LAIR1, RIPPLY3, and FFAR3, which exhibits the highest cell-type-specific expression in IgA plasma cells for potential therapeutic targeting of Sjogren syndrome?","Among the genes CTSS, TOB2, LAIR1, RIPPLY3, and FFAR3, which exhibits the highest cell-type-specific expression in IgA plasma cells for potential therapeutic targeting of Sjogren syndrome? Identify validated therapeutic targets for Sjögren syndrome and extract their cell-type–specific embeddings from the PINNACLE dataset. Determine which of the IgA plasma cell–activated genes in PINNACLE intersect with these targets to define cell-type–specific therapeutic candidates for Sjögren syndrome. Next, compute the average embedding of this overlapping gene set as a reference and calculate the cosine similarity between this reference and each individual target. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['MIF', 'TULP4', 'HYI', 'EMP1', 'CDK15']",Sjogren syndrome,iga plasma cell,MIF,"Among the genes MIF, TULP4, HYI, EMP1, and CDK15, which shows the highest cell-type specificity in IgA plasma cells, making it the most promising target for therapeutic intervention in Sjögren syndrome?","Among the genes MIF, TULP4, HYI, EMP1, and CDK15, which shows the highest cell-type specificity in IgA plasma cells, making it the most promising target for therapeutic intervention in Sjögren syndrome? Identify the validated therapeutic targets for Sjögren syndrome and extract their cell-type-specific embeddings from PINNACLE. Next, identify which of the Iga plasma cell-activated genes in PINNACLE overlap with these targets. For this overlapping gene set, calculate the average embedding to serve as a reference, then compute the cosine similarity between this reference and each individual target. If one gene exhibits a significantly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['CXCR1', 'GAR1', 'NSMCE2', 'PPIA', 'BOP1']",Sjogren syndrome,iga plasma cell,PPIA,"Among the genes CXCR1, GAR1, NSMCE2, PPIA, and BOP1, which one exhibits the highest specificity in IgA plasma cells for targeting Sjögren’s syndrome?","Among the genes CXCR1, GAR1, NSMCE2, PPIA, and BOP1, which one exhibits the highest specificity in IgA plasma cells for targeting Sjögren’s syndrome? Identify the validated therapeutic targets for Sjogren syndrome and obtain their cell-type–specific embeddings from the PINNACLE dataset. Next, determine which of the Iga plasma cell-activated genes in PINNACLE overlap with these validated targets to define the cell-type–specific therapeutic targets for Sjogren syndrome. Compute the average embedding for this overlapping set as a reference, and then calculate the cosine similarity between this reference and the individual embeddings. If one gene exhibits a significantly higher similarity compared to the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['DCP2', 'TNFAIP3', 'GJA1', 'TFPI', 'CHMP2A']",Sjogren syndrome,iga plasma cell,TNFAIP3,"Which gene—DCP2, TNFAIP3, GJA1, TFPI, or CHMP2A—exhibits the highest cell-type specificity in IgA plasma cells for targeting Sjögren syndrome?","Which gene—DCP2, TNFAIP3, GJA1, TFPI, or CHMP2A—exhibits the highest cell-type specificity in IgA plasma cells for targeting Sjögren syndrome? Identify all verified therapeutic targets for Sjogren syndrome and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which IgA plasma cell–activated genes in PINNACLE overlap with these targets to define the cell-type–specific targets for Sjogren syndrome. Compute the average embedding of this overlapping set, and then calculate the cosine similarity between this average and each individual target. If one gene exhibits a significantly higher similarity compared to the others, nominate it as the leading candidate and provide a concise, evidence-based rationale for its biological relevance."
"['TIMM9', 'DUSP15', 'MXRA8', 'SRRT', 'HLA-B']",Sjogren syndrome,iga plasma cell,HLA-B,"Among the genes TIMM9, DUSP15, MXRA8, SRRT, and HLA-B, which exhibits the highest cell-type specificity in IgA plasma cells for targeting in Sjögren's syndrome?","Among the genes TIMM9, DUSP15, MXRA8, SRRT, and HLA-B, which exhibits the highest cell-type specificity in IgA plasma cells for targeting in Sjögren's syndrome? Identify validated therapeutic targets for Sjögren syndrome and retrieve their cell-type specific embeddings from PINNACLE. Determine the overlap between these targets and the IgA plasma cell–activated genes in PINNACLE. Compute the average embedding for this overlapping set and calculate the cosine similarity between the average and each individual target. If one gene shows a distinctly higher similarity, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['NHP2', 'GRIA4', 'AP2S1', 'CTSS', 'CCT6A']",Sjogren syndrome,iga plasma cell,CTSS,"Which gene among NHP2, GRIA4, AP2S1, CTSS, and CCT6A exhibits the most specific expression in IgA plasma cells, making it the ideal candidate for targeted intervention in Sjögren syndrome?","Which gene among NHP2, GRIA4, AP2S1, CTSS, and CCT6A exhibits the most specific expression in IgA plasma cells, making it the ideal candidate for targeted intervention in Sjögren syndrome? Identify validated therapeutic targets for Sjogren syndrome and retrieve their cell type–specific embeddings from PINNACLE. Next, determine the overlap between these targets and the iga plasma cell-activated genes in PINNACLE to define cell type-specific therapeutic targets. Compute the average embedding for these overlapping genes and calculate the cosine similarity between this averaged embedding and each individual target embedding. If one gene exhibits significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['CLUH', 'ANO9', 'PDLIM2', 'CELF3', 'MIF']",Sjogren syndrome,iga plasma cell,MIF,"Which gene among CLUH, ANO9, PDLIM2, CELF3, and MIF exhibits the highest expression specificity in IgA plasma cells, making it the most promising candidate for targeting Sjögren syndrome?","Which gene among CLUH, ANO9, PDLIM2, CELF3, and MIF exhibits the highest expression specificity in IgA plasma cells, making it the most promising candidate for targeting Sjögren syndrome? Identify the verified therapeutic targets for Sjogren syndrome and obtain their cell-type–specific embeddings from PINNACLE. Next, determine which of the IgA plasma cell-activated genes in PINNACLE overlap with these targets to define the cell-type–specific candidate set. Compute the average embedding for these overlapping genes, then calculate the cosine similarity between this average and each individual target. If one gene exhibits markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['CNPY4', 'TNFAIP3', 'TECR', 'STX17', 'YME1L1']",Sjogren syndrome,iga plasma cell,TNFAIP3,"Among the genes CNPY4, TNFAIP3, TECR, STX17, and YME1L1, which one exhibits the highest cell-type specificity in IgA plasma cells, making it the most promising target for Sjögren syndrome?","Among the genes CNPY4, TNFAIP3, TECR, STX17, and YME1L1, which one exhibits the highest cell-type specificity in IgA plasma cells, making it the most promising target for Sjögren syndrome? Using PINNACLE data, first identify the verified therapeutic targets for Sjogren syndrome and retrieve their cell-type–specific embeddings. Next, determine the overlap between these targets and the set of IgA plasma cell–activated genes in PINNACLE; this overlapping group represents the cell-type–specific targets. Compute the average embedding for this group and then calculate the cosine similarity between this reference vector and each individual target embedding. If one gene exhibits substantially higher similarity than the others, nominate it as the top candidate and provide a brief, evidence-based rationale for its biological relevance."
"['EHHADH', 'PPIA', 'SLC5A1', 'ARF1', 'WT1-AS']",Sjogren syndrome,iga plasma cell,PPIA,"Among the genes EHHADH, PPIA, SLC5A1, ARF1, and WT1-AS, which one exhibits the highest cell-type specificity in IgA plasma cells, making it the most suitable target for therapeutic intervention in Sjogren syndrome?","Among the genes EHHADH, PPIA, SLC5A1, ARF1, and WT1-AS, which one exhibits the highest cell-type specificity in IgA plasma cells, making it the most suitable target for therapeutic intervention in Sjogren syndrome? Identify verified therapeutic targets for Sjögren syndrome and extract their cell-type–specific embeddings from PINNACLE. Next, determine which IGA plasma cell–activated genes from PINNACLE overlap with these targets to define a set of cell-type–specific targets for the disease. Compute the average embedding of this overlapping set and calculate the cosine similarity between this average and each individual target embedding. If one gene exhibits significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based explanation for its biological relevance."
"['HLA-B', 'ZNF276', 'PORCN', 'SHANK3', 'KCNRG']",Sjogren syndrome,iga plasma cell,HLA-B,"Which gene among HLA-B, ZNF276, PORCN, SHANK3, and KCNRG exhibits the highest cell-type specificity in IgA plasma cells relevant to Sjögren's syndrome?","Which gene among HLA-B, ZNF276, PORCN, SHANK3, and KCNRG exhibits the highest cell-type specificity in IgA plasma cells relevant to Sjögren's syndrome? Identify the verified therapeutic targets for Sjögren syndrome and obtain their cell-type–specific embeddings from the PINNACLE resource. Next, determine which of these targets overlap with the Iga plasma cell-activated gene set in PINNACLE, and compute the average embedding of the overlapping genes as a reference. Finally, calculate the cosine similarity between this reference and the individual embeddings of the overlapping targets, and if one gene exhibits significantly higher similarity compared to the others, nominate it as the top candidate with a concise, evidence-based justification for its biological relevance."
"['TNFAIP3', 'GREM1', 'NECAB3', 'GUCY2D', 'CLTC']",Sjogren syndrome,iga plasma cell,TNFAIP3,"Which gene among TNFAIP3, GREM1, NECAB3, GUCY2D, and CLTC demonstrates the greatest cell-type specificity in IgA plasma cells, thereby representing the most promising target for therapeutic intervention in Sjögren's syndrome?","Which gene among TNFAIP3, GREM1, NECAB3, GUCY2D, and CLTC demonstrates the greatest cell-type specificity in IgA plasma cells, thereby representing the most promising target for therapeutic intervention in Sjögren's syndrome? Identify the verified therapeutic targets for Sjogren syndrome and extract their cell-type–specific embeddings from PINNACLE. Determine the overlap between these targets and the IGA plasma cell–activated genes in PINNACLE, defining this intersection as the cell-type–specific target set for Sjogren syndrome. Compute the average embedding for this set, then calculate the cosine similarity between this average and each individual target embedding. If one gene exhibits a markedly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
"['WBP2NL', 'PPY', 'CTSS', 'RIBC2', 'TNC']",Sjogren syndrome,iga plasma cell,CTSS,"Among the genes WBP2NL, PPY, CTSS, RIBC2, and TNC, which one exhibits the highest specificity for IgA-producing plasma cells, thereby making it the optimal candidate for targeting Sjogren syndrome?","Among the genes WBP2NL, PPY, CTSS, RIBC2, and TNC, which one exhibits the highest specificity for IgA-producing plasma cells, thereby making it the optimal candidate for targeting Sjogren syndrome? Identify the validated therapeutic targets for Sjögren syndrome and extract their cell-type–specific embeddings from PINNACLE. Next, determine the overlap between these targets and the Iga plasma cell-activated genes in PINNACLE to define the cell-type–specific targets for Sjögren syndrome. Compute the average embedding for this overlapping set as a reference, and then calculate the cosine similarity between this reference and each individual target's embedding. If one gene demonstrates significantly higher similarity than the others, nominate it as the top candidate and provide a concise, evidence-based rationale for its biological relevance."
