disease,celltype,candidate_genes,y
Hepatoblastoma,kupffer cell,"['MRPL36', 'PABPN1', 'KIAA0232', 'POLA2', 'SLC35G5']",POLA2
Hepatoblastoma,kupffer cell,"['PLAAT1', 'ABCF3', 'POLD3', 'TMEM154', 'SGCE']",POLD3
Hepatoblastoma,kupffer cell,"['ENDOG', 'C6orf141', 'PSRC1', 'ADRA1D', 'TUBB']",TUBB
Hepatoblastoma,kupffer cell,"['SLC13A2', 'PWWP2A', 'TUBB', 'EXTL3', 'DERL3']",TUBB
Hepatoblastoma,kupffer cell,"['ADI1', 'MRPL30', 'SDR16C5', 'OR6C1', 'RRM1']",RRM1
Hepatoblastoma,kupffer cell,"['FAM214A', 'TMEM114', 'LCP1', 'CCT4', 'POLD3']",POLD3
Hepatoblastoma,kupffer cell,"['GPR183', 'PRIM2', 'FZR1', 'DNAJC17', 'NAP1L4']",PRIM2
Hepatoblastoma,kupffer cell,"['FLT1', 'RCN2', 'OOEP', 'ALDH16A1', 'UIMC1']",FLT1
Hepatoblastoma,kupffer cell,"['ACR', 'TOP1', 'CPXM1', 'ADAT3', 'CXXC1']",TOP1
Hepatoblastoma,hepatic stellate cell,"['MMP24', 'OR6C1', 'TJP1', 'TOP1', 'OR4F16']",TOP1
Hepatoblastoma,hepatic stellate cell,"['ANKRD53', 'TIMP1', 'FLT1', 'DYNLT3', 'HCN2']",FLT1
Hepatoblastoma,hepatic stellate cell,"['CATSPER4', 'PSMB4', 'PDGFRB', 'MTRNR2L1', 'SYCE1']",PDGFRB
Hepatoblastoma,hepatic stellate cell,"['CBL', 'MTHFS', 'POU3F4', 'TUBB', 'CYSRT1']",TUBB
Hepatoblastoma,hepatic stellate cell,"['PDK2', 'HSP90AA5P', 'MED13L', 'PTPRN', 'TYMS']",TYMS
Hepatoblastoma,hepatic stellate cell,"['PIANP', 'LOXL4', 'ILKAP', 'TOP2A', 'APOA1']",TOP2A
Hepatoblastoma,hepatic stellate cell,"['TCP11L2', 'AFG1L', 'SUMF2', 'LINGO1', 'PRIM2']",PRIM2
Hepatoblastoma,hepatic stellate cell,"['SDC3', 'FITM2', 'B3GALNT2', 'TOP2B', 'SLC12A4']",TOP2B
Hepatoblastoma,hepatic stellate cell,"['BDH1', 'MDFIC', 'APOC3', 'PRIM2', 'CENPQ']",PRIM2
Hepatoblastoma,hepatic stellate cell,"['TOP1', 'SGCD', 'POTEKP', 'MSANTD2', 'LAG3']",TOP1
Hepatoblastoma,hepatic stellate cell,"['MTCH2', 'FA2H', 'CSDC2', 'TOP2A', 'MMP26']",TOP2A
Hepatoblastoma,hepatic stellate cell,"['OLAH', 'TCL6', 'CCR6', 'TYMS', 'BPGM']",TYMS
Hepatoblastoma,hepatic stellate cell,"['ZNF564', 'HEATR3', 'TBR1', 'IFNLR1', 'TUBB']",TUBB
Hepatoblastoma,hepatic stellate cell,"['MTR', 'ATP6V0E2', 'DLX1', 'DPYS', 'PDGFRB']",PDGFRB
Hepatoblastoma,hepatic stellate cell,"['MBNL2', 'SH3BP4', 'ZNF326', 'DAZAP2', 'FLT1']",FLT1
Hepatoblastoma,hepatic stellate cell,"['TAF1C', 'MSH5', 'TOP2B', 'CDC27', 'SHANK1']",TOP2B
Hepatoblastoma,hepatic stellate cell,"['TAF1', 'TOP2B', 'GLUD1', 'TSPAN8', 'ZC3H7A']",TOP2B
Hepatoblastoma,hepatic stellate cell,"['CALD1', 'TYMS', 'MCFD2', 'CLDN18', 'BNC1']",TYMS
Hepatoblastoma,hepatic stellate cell,"['CAVIN2', 'PDGFRB', 'MTMR12', 'PSMD5', 'ELOVL4']",PDGFRB
Hepatoblastoma,hepatic stellate cell,"['RADX', 'TRPC1', 'TUBB', 'ZBTB25', 'TNFAIP2']",TUBB
