disease,celltype,candidate_genes,y
follicular lymphoma,t follicular helper cell,"['TMEM38B', 'PTRH1', 'NDUFB5', 'CCDC125', 'ANKRD13C']",NDUFB5
follicular lymphoma,t follicular helper cell,"['CENPB', 'HSP90AA1', 'RASGRF2', 'MAGED4', 'BASP1']",HSP90AA1
follicular lymphoma,t follicular helper cell,"['LHX9', 'DNMT3L', 'NDUFV2', 'TRIB2', 'TSPAN7']",NDUFV2
follicular lymphoma,t follicular helper cell,"['KRTAP12-2', 'CEP57L1P1', 'TFE3', 'POLD2', 'EMP2']",POLD2
follicular lymphoma,t follicular helper cell,"['CHML', 'METTL3', 'DHCR7', 'CDK9', 'KCNMB1']",CDK9
follicular lymphoma,t follicular helper cell,"['CYSRT1', 'SLC17A9', 'PSMB5', 'LGALS9', 'TJP2']",PSMB5
follicular lymphoma,t follicular helper cell,"['GRIPAP1', 'ALG13', 'ETHE1', 'CDK6', 'FDXACB1']",CDK6
follicular lymphoma,t follicular helper cell,"['STAG3', 'SGSM1', 'MAD1L1', 'NDUFC1', 'WDR83OS']",NDUFC1
follicular lymphoma,t follicular helper cell,"['IFNAR1', 'PRDM10', 'BMP4', 'IL16', 'ARPC1B']",IFNAR1
follicular lymphoma,t follicular helper cell,"['ZC3H7A', 'OR4F29', 'MT-ND3', 'DNAJC10', 'CSF2RB']",MT-ND3
follicular lymphoma,t follicular helper cell,"['SSX4B', 'IL24', 'XPNPEP1', 'DNMT1', 'HSD17B10']",DNMT1
follicular lymphoma,t follicular helper cell,"['CREBZF', 'POLD4', 'CASP14', 'IGFBP4', 'CYP11B2']",POLD4
follicular lymphoma,t follicular helper cell,"['GTF2H1', 'CCDC125', 'PRKACG', 'CD38', 'PMM2']",CD38
follicular lymphoma,t follicular helper cell,"['CLEC4C', 'SARNP', 'NDUFS5', 'HGH1', 'FXYD1']",NDUFS5
follicular lymphoma,t follicular helper cell,"['CDC42EP4', 'MAGED4B', 'MATN3', 'IL2RB', 'COL2A1']",IL2RB
follicular lymphoma,t follicular helper cell,"['ZNF581', 'FKBP1A', 'PMF1-BGLAP', 'NUDCD3', 'PDXDC1']",FKBP1A
follicular lymphoma,t follicular helper cell,"['UQCR10', 'TRAF5', 'FAM228A', 'NAMPT', 'CELF2']",CELF2
follicular lymphoma,t follicular helper cell,"['MDM2', 'ARMC7', 'PZP', 'ARHGAP24', 'OTC']",MDM2
follicular lymphoma,t follicular helper cell,"['PREB', 'UBAP2', 'THYN1', 'HDAC3', 'LIN9']",HDAC3
follicular lymphoma,cd4-positive alpha-beta t cell,"['BHLHB9', 'RAD23B', 'TSKS', 'CEBPB', 'MT-ND3']",MT-ND3
follicular lymphoma,cd4-positive alpha-beta t cell,"['YJEFN3', 'SUFU', 'NDUFV1', 'ESYT1', 'MRPL34']",NDUFV1
follicular lymphoma,cd4-positive alpha-beta t cell,"['NDUFB7', 'ZNF223', 'ALDH3A1', 'DPF3', 'BLVRA']",NDUFB7
follicular lymphoma,cd4-positive alpha-beta t cell,"['MDM2', 'USP12P1', 'HBZ', 'FREM1', 'DEXI']",MDM2
follicular lymphoma,cd4-positive alpha-beta t cell,"['CDK2', 'NPPC', 'TMPRSS11D', 'COL8A1', 'CDCA7L']",CDK2
follicular lymphoma,cd4-positive alpha-beta t cell,"['ADAMTSL5', 'TPSG1', 'NDUFS2', 'KCNE4', 'CABYR']",NDUFS2
follicular lymphoma,cd4-positive alpha-beta t cell,"['ARG1', 'NCLN', 'RAI1', 'AURKA', 'KLC2']",AURKA
follicular lymphoma,cd4-positive alpha-beta t cell,"['HOXB6', 'RUFY4', 'F13B', 'NDUFB1', 'ICMT']",NDUFB1
follicular lymphoma,cd4-positive alpha-beta t cell,"['CTSA', 'CYBRD1', 'ZBTB34', 'RARS2', 'TNFRSF4']",TNFRSF4
follicular lymphoma,cd4-positive alpha-beta t cell,"['ITIH3', 'BCL6', 'PCDHA5', 'BDKRB1', 'CDK4']",CDK4
follicular lymphoma,cd4-positive alpha-beta t cell,"['LMAN2L', 'LRFN4', 'POLD3', 'FGF8', 'NAPRT']",POLD3
follicular lymphoma,cd4-positive alpha-beta t cell,"['AGPAT4', 'RFTN1', 'ABHD16A', 'ZNF747', 'MT-ND4']",MT-ND4
follicular lymphoma,cd4-positive alpha-beta t cell,"['SIGLEC9', 'FKBP10', 'NDUFAB1', 'KCNMA1', 'REXO2']",NDUFAB1
follicular lymphoma,cd4-positive alpha-beta t cell,"['MED12L', 'NDUFS5', 'ADSS2', 'ACBD7', 'SLC2A2']",NDUFS5
follicular lymphoma,cd4-positive alpha-beta t cell,"['PCDHA1', 'KRTAP10-10', 'PSMB5', 'ARL6', 'SPATA4']",PSMB5
follicular lymphoma,cd4-positive alpha-beta t cell,"['RUFY3', 'FOLR3', 'SLC36A1', 'NDUFB4', 'ABCB11']",NDUFB4
follicular lymphoma,cd4-positive alpha-beta t cell,"['PLOD1', 'POLD2', 'RAD51AP1', 'IFNL2', 'HLA-B']",POLD2
follicular lymphoma,cd4-positive alpha-beta t cell,"['CNOT4', 'TVP23B', 'NDUFA9', 'HSD17B7', 'CR2']",NDUFA9
follicular lymphoma,cd4-positive alpha-beta t cell,"['DESI1', 'MASTL', 'ACTN4', 'ARHGAP10', 'DNMT3A']",DNMT3A
follicular lymphoma,cd4-positive alpha-beta t cell,"['NDP', 'POLD4', 'CREG1', 'TRHR', 'NLRP2']",POLD4
follicular lymphoma,regulatory t cell,"['IFNAR1', 'NPNT', 'DCUN1D4', 'PCNA', 'DPF2']",IFNAR1
follicular lymphoma,regulatory t cell,"['CDK4', 'GPNMB', 'ZNF318', 'NRG3', 'SLC23A2']",CDK4
follicular lymphoma,regulatory t cell,"['CYP2C8', 'NDUFAF4', 'OXA1L', 'COPZ1', 'POMT2']",NDUFAF4
follicular lymphoma,regulatory t cell,"['TIGD7', 'MCL1', 'UBTD2', 'HOXB1', 'FUT1']",MCL1
follicular lymphoma,regulatory t cell,"['TUBB', 'RGS14', 'PAQR5', 'SNAPIN', 'KCNC2']",TUBB
follicular lymphoma,regulatory t cell,"['DACT3', 'ZCCHC8', 'HLA-DRB5', 'ZNF233', 'HDGFL3']",HLA-DRB5
follicular lymphoma,regulatory t cell,"['IWS1', 'PYGO2', 'TNFRSF4', 'AMY2B', 'FBXL14']",TNFRSF4
follicular lymphoma,regulatory t cell,"['NDUFA8', 'MAD2L2', 'KLHL21', 'LMO2', 'RPS27L']",NDUFA8
follicular lymphoma,regulatory t cell,"['ANAPC11', 'NDUFA7', 'PLEKHN1', 'LRRC8E', 'ERMN']",NDUFA7
follicular lymphoma,regulatory t cell,"['FRMD4A', 'CDH1', 'CDAN1', 'PIK3R1', 'C9orf78']",PIK3R1
follicular lymphoma,regulatory t cell,"['C1D', 'NDUFS5', 'TRIML2', 'ING3', 'POU2AF1']",NDUFS5
follicular lymphoma,regulatory t cell,"['IMPDH2', 'IGFBP1', 'EIF3A', 'H4C15', 'ROPN1']",IMPDH2
follicular lymphoma,regulatory t cell,"['CMTM2', 'SIGLECL1', 'HLA-DRB1', 'CPSF4', 'TMEM30B']",HLA-DRB1
follicular lymphoma,regulatory t cell,"['GLI1', 'MT-ND2', 'NUDT4', 'RHBG', 'CGAS']",MT-ND2
follicular lymphoma,regulatory t cell,"['AIM2', 'MIER3', 'NR3C1', 'TMEM59', 'FOXRED2']",NR3C1
follicular lymphoma,regulatory t cell,"['UBE2V2', 'PSMB5', 'ARMC7', 'WRAP73', 'KIAA0753']",PSMB5
follicular lymphoma,regulatory t cell,"['RBM14', 'NDUFA11', 'TRIM55', 'CD200', 'SERF1A']",NDUFA11
follicular lymphoma,regulatory t cell,"['PSMC5', 'JAK3', 'WASF3', 'IQCF3', 'PLRG1']",JAK3
follicular lymphoma,regulatory t cell,"['SRD5A1', 'APOD', 'IL18R1', 'KIF9', 'MT-ND6']",MT-ND6
follicular lymphoma,regulatory t cell,"['CASP3', 'RAB7B', 'MT-ND3', 'GGT6', 'PPBP']",MT-ND3
follicular lymphoma,exhausted t cell,"['C1RL', 'LCK', 'EFEMP1', 'DGKD', 'RRP12']",LCK
follicular lymphoma,exhausted t cell,"['NKX2-2', 'PTGIR', 'HTATSF1', 'NDUFC2', 'IKBKE']",NDUFC2
follicular lymphoma,exhausted t cell,"['FGR', 'TAS2R5', 'PLCXD3', 'P2RX6', 'HOXA13']",FGR
follicular lymphoma,exhausted t cell,"['SMN2', 'SLC12A8', 'NDUFB3', 'SYNE1', 'CYP2F1']",NDUFB3
follicular lymphoma,exhausted t cell,"['MRPL30', 'NDUFB5', 'KCNK7', 'CPLX3', 'ZBTB18']",NDUFB5
follicular lymphoma,exhausted t cell,"['ZNF711', 'TRAPPC2', 'NDUFS6', 'TMEM256-PLSCR3', 'MSS51']",NDUFS6
follicular lymphoma,exhausted t cell,"['AADAT', 'KDM1A', 'MT-ND4L', 'MIB1', 'SLC2A8']",MT-ND4L
follicular lymphoma,exhausted t cell,"['GPR143', 'PDCD1', 'FAIM2', 'SPATS1', 'USP34']",PDCD1
follicular lymphoma,exhausted t cell,"['SLX1B', 'NDUFA5', 'PDLIM1', 'PC', 'WDR33']",NDUFA5
follicular lymphoma,exhausted t cell,"['NDUFA12', 'C1QTNF5', 'PEX1', 'OBP2A', 'RPP14']",NDUFA12
follicular lymphoma,exhausted t cell,"['RPS13', 'NDUFB9', 'SYT6', 'ISM2', 'NUDT3']",NDUFB9
follicular lymphoma,exhausted t cell,"['DEFB121', 'PHF20L1', 'FAM120B', 'ZNF236', 'PRKCB']",PRKCB
follicular lymphoma,exhausted t cell,"['SRA1', 'VMAC', 'AVEN', 'NUDT5', 'NDUFA8']",NDUFA8
follicular lymphoma,exhausted t cell,"['ISLR2', 'PRKAR1A', 'ACAT1', 'NDUFS3', 'SYNJ2BP']",NDUFS3
follicular lymphoma,exhausted t cell,"['NTN1', 'NSG1', 'POLD4', 'CDKL3', 'ADORA1']",POLD4
follicular lymphoma,exhausted t cell,"['PSMB5', 'HBE1', 'MPP6', 'CYP2D6', 'NOMO3']",PSMB5
follicular lymphoma,exhausted t cell,"['ALDH4A1', 'MARK4', 'CDK4', 'SECTM1', 'WDR1']",CDK4
follicular lymphoma,exhausted t cell,"['POU3F1', 'TLK1', 'METAP2', 'MLXIPL', 'NDUFS2']",NDUFS2
follicular lymphoma,exhausted t cell,"['TTC5', 'NDUFA10', 'USP13', 'REPS1', 'PRR20B']",NDUFA10
follicular lymphoma,exhausted t cell,"['HNRNPH2', 'MAP4', 'PPP3CA', 'VSTM4', 'NDUFS7']",NDUFS7
follicular lymphoma,t cell,"['CELSR2', 'HDAC7', 'HBA1', 'TYR', 'TWSG1']",HDAC7
follicular lymphoma,t cell,"['WDR92', 'ZNF131', 'WWP1', 'NDUFC2', 'CCNA2']",NDUFC2
follicular lymphoma,t cell,"['NDUFS5', 'FAM133A', 'COX8C', 'CLPTM1L', 'FFAR1']",NDUFS5
follicular lymphoma,t cell,"['DNMT1', 'URM1', 'MYO15A', 'CDCP1', 'NOL4L']",DNMT1
follicular lymphoma,t cell,"['AGTR2', 'HDAC10', 'GJA8', 'DHODH', 'SCARB2']",HDAC10
follicular lymphoma,t cell,"['GAGE12F', 'MAP3K3', 'NDUFB3', 'PSPH', 'GNA11']",NDUFB3
follicular lymphoma,t cell,"['KHDC1', 'FNDC3B', 'SEMA3B', 'HDAC9', 'VSIG1']",HDAC9
follicular lymphoma,t cell,"['DYNLT4', 'MDM2', 'SUMO1P1', 'ITGA4', 'SRA1']",MDM2
follicular lymphoma,t cell,"['POLA1', 'ACTA2', 'DSP', 'GRID2IP', 'RNF114']",POLA1
follicular lymphoma,t cell,"['RCC2', 'NDUFB7', 'GOLGA1', 'MBD4', 'COMMD5']",NDUFB7
follicular lymphoma,t cell,"['SGPL1', 'MAPK11', 'SLC9A3', 'DDB1', 'RAB40C']",DDB1
follicular lymphoma,t cell,"['JAK3', 'C10orf67', 'DTX1', 'TMEM126B', 'FGF23']",JAK3
follicular lymphoma,t cell,"['KDR', 'RAB11A', 'TUBB4B', 'TBC1D21', 'GNRHR']",TUBB4B
follicular lymphoma,t cell,"['MED22', 'DCTN4', 'ETFDH', 'BCL2L1', 'ARHGAP24']",BCL2L1
follicular lymphoma,t cell,"['MXD4', 'RBX1', 'USB1', 'OR7A17', 'GRIP1']",RBX1
