disease,celltype,candidate_genes,y
Hepatoblastoma,kupffer cell,"['RXFP1', 'RAB5IF', 'HOXA7', 'TUBB4B', 'PPEF1']",TUBB4B
Hepatoblastoma,kupffer cell,"['PTPN1', 'ALPL', 'SALL1', 'POLD3', 'REPS2']",POLD3
Hepatoblastoma,kupffer cell,"['MARK2', 'KRT9', 'CXCL13', 'RHOV', 'TUBB']",TUBB
Hepatoblastoma,kupffer cell,"['OR7D4', 'SLC12A4', 'AAMP', 'PRIM1', 'THRSP']",PRIM1
Hepatoblastoma,kupffer cell,"['WIPF2', 'CSF1', 'FUT11', 'POLE2', 'IFT80']",POLE2
Hepatoblastoma,hepatic stellate cell,"['BOLA2B', 'POLR3B', 'PRIM2', 'NCOA5', 'ILKAP']",PRIM2
Hepatoblastoma,hepatic stellate cell,"['SMARCA4', 'TTC7B', 'CARD8', 'TOP1', 'SNX9']",TOP1
Hepatoblastoma,hepatic stellate cell,"['TANK', 'WDR73', 'SPP1', 'LAMA5', 'TOP2B']",TOP2B
Hepatoblastoma,hepatic stellate cell,"['CD177', 'PDIA5', 'TUBB', 'MPHOSPH8', 'RPL27']",TUBB
Hepatoblastoma,hepatic stellate cell,"['CYB5R2', 'TOP2A', 'ZSCAN10', 'DHODH', 'GEMIN4']",TOP2A
Hepatoblastoma,hepatic stellate cell,"['CKB', 'SEC24A', 'MEPCE', 'TYMS', 'B3GAT1']",TYMS
Hepatoblastoma,hepatic stellate cell,"['PANK4', 'TUBAL3', 'PDGFRB', 'PLA2G6', 'NDUFAF6']",PDGFRB
Hepatoblastoma,hepatic stellate cell,"['ARL8A', 'MAX', 'RACGAP1', 'NAE1', 'FLT1']",FLT1
Hepatoblastoma,hepatic stellate cell,"['SORBS1', 'SAMD3', 'FLT1', 'TSNARE1', 'SPACA6']",FLT1
Hepatoblastoma,hepatic stellate cell,"['RPS15A', 'PLPPR1', 'MRPL28', 'RPGRIP1L', 'TOP1']",TOP1
Hepatoblastoma,hepatic stellate cell,"['PRUNE2', 'FERMT2', 'PDGFRB', 'TOX2', 'KCNMB1']",PDGFRB
Hepatoblastoma,hepatic stellate cell,"['MAN1A2', 'FCGBP', 'IL1RL1', 'TYMS', 'ENOX2']",TYMS
Hepatoblastoma,hepatic stellate cell,"['PHLDB1', 'ERCC2', 'TOP2A', 'PPP6R1', 'TAF2']",TOP2A
Hepatoblastoma,hepatic stellate cell,"['TUBB', 'FIS1', 'CSDE1', 'NYAP2', 'PSMA8']",TUBB
Hepatoblastoma,hepatic stellate cell,"['OPRM1', 'NMUR1', 'TMF1', 'ZNF707', 'TOP2B']",TOP2B
Hepatoblastoma,hepatic stellate cell,"['MTMR10', 'FANCM', 'SELENOF', 'IRX6', 'PRIM2']",PRIM2
Hepatoblastoma,hepatic stellate cell,"['ZNF226', 'TLR8', 'KNSTRN', 'ILVBL', 'TOP1']",TOP1
Hepatoblastoma,hepatic stellate cell,"['TMEM70', 'SH3BP5L', 'PDGFRB', 'ABCB4', 'PTPN12']",PDGFRB
Hepatoblastoma,hepatic stellate cell,"['IGF1R', 'UGDH', 'KIAA1958', 'KDF1', 'TUBB']",TUBB
Hepatoblastoma,hepatic stellate cell,"['APOL3', 'TYMS', 'ABCG5', 'ZNF467', 'NFE2L3']",TYMS
