gene_a,gene_b,cell_line,interaction,user_question,experiment_instruction,full_query
MAPK1,CREBBP,MDAMB231,synthetic lethality,We're studying the effects of concurrent mutations in MAPK1 and CREBBP in the MDAMB231 breast cancer cell line. Could you tell me what synthetic genetic interaction might exist between these two mutated genes?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're studying the effects of concurrent mutations in MAPK1 and CREBBP in the MDAMB231 breast cancer cell line. Could you tell me what synthetic genetic interaction might exist between these two mutated genes? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
APEX2,EIF1AX,MDAMB231,synthetic lethality,"We've been studying mutations in a triple-negative breast cancer model using MDAMB231 cells, and I'm curious about what happens when APEX2 and EIF1AX are both mutated. Could you tell me what synthetic genetic interaction might exist between these two genes in this cell line?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've been studying mutations in a triple-negative breast cancer model using MDAMB231 cells, and I'm curious about what happens when APEX2 and EIF1AX are both mutated. Could you tell me what synthetic genetic interaction might exist between these two genes in this cell line? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
CARM1,RB1,MDAMB231,synthetic lethality,We've created mutations in both CARM1 and RB1 in our MDAMB231 cell line. Can you determine if there's any synthetic genetic interaction between these two mutations?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've created mutations in both CARM1 and RB1 in our MDAMB231 cell line. Can you determine if there's any synthetic genetic interaction between these two mutations? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
CTNNB1,BAP1,MDAMB231,synthetic lethality,"We're planning to create a dual knockout model with CTNNB1 and BAP1 mutations in MDAMB231 cells for our next experiment. Could you tell me what synthetic genetic interaction, if any, we might observe between these two genes in this breast cancer cell line?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're planning to create a dual knockout model with CTNNB1 and BAP1 mutations in MDAMB231 cells for our next experiment. Could you tell me what synthetic genetic interaction, if any, we might observe between these two genes in this breast cancer cell line? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
APC,AURKA,MDAMB231,synthetic lethality,"We're conducting a study on concurrent mutations in MDAMB231 breast cancer cells, specifically targeting APC and AURKA genes. Could you inform me about any synthetic genetic interaction that might occur between these two mutations in this particular cell line?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're conducting a study on concurrent mutations in MDAMB231 breast cancer cells, specifically targeting APC and AURKA genes. Could you inform me about any synthetic genetic interaction that might occur between these two mutations in this particular cell line? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
NBN,MYC,MDAMB231,synthetic lethality,"We've engineered MDAMB231 cells with mutations in both NBN and MYC genes. Could you determine if there's any synthetic genetic interaction between these two mutations, and if so, what would be the nature of this interaction?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've engineered MDAMB231 cells with mutations in both NBN and MYC genes. Could you determine if there's any synthetic genetic interaction between these two mutations, and if so, what would be the nature of this interaction? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
SMO,EIF1AX,MDAMB231,synthetic lethality,We're investigating the functional relationship between SMO and EIF1AX mutations in the MDAMB231 triple-negative breast cancer cell line. Can you tell me what synthetic genetic interaction might exist between these two genes when they're both mutated in this cellular context?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're investigating the functional relationship between SMO and EIF1AX mutations in the MDAMB231 triple-negative breast cancer cell line. Can you tell me what synthetic genetic interaction might exist between these two genes when they're both mutated in this cellular context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
BRAF,TP53,MDAMB231,synthetic lethality,We've created a cell line with concurrent mutations in BRAF and TP53 in the MDAMB231 breast cancer model. Could you determine if there's any synthetic genetic interaction between these mutations in this cellular context?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've created a cell line with concurrent mutations in BRAF and TP53 in the MDAMB231 breast cancer model. Could you determine if there's any synthetic genetic interaction between these mutations in this cellular context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
USP1,MGMT,MDAMB231,synthetic lethality,"We are investigating the genetic interplay between USP1 and MGMT in triple-negative breast cancer. Can you tell me whether there is any synthetic genetic interaction between USP1 and MGMT mutations in the MDAMB231 cell line, and what phenotypic effects might result from this combination?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We are investigating the genetic interplay between USP1 and MGMT in triple-negative breast cancer. Can you tell me whether there is any synthetic genetic interaction between USP1 and MGMT mutations in the MDAMB231 cell line, and what phenotypic effects might result from this combination? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
TDP1,MGMT,MDAMB231,synthetic lethality,We are studying the effects of mutating both TDP1 and MGMT in MDAMB231 triple-negative breast cancer cells. Can you tell me what synthetic genetic interaction might exist between these two genes in this cell line?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We are studying the effects of mutating both TDP1 and MGMT in MDAMB231 triple-negative breast cancer cells. Can you tell me what synthetic genetic interaction might exist between these two genes in this cell line? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
PRKDC,KDM5C,MDAMB231,synthetic lethality,We've recently engineered MDAMB231 cells with mutations in both PRKDC and KDM5C genes. Could you determine if there's any synthetic genetic interaction between these mutations in this triple-negative breast cancer cell line?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've recently engineered MDAMB231 cells with mutations in both PRKDC and KDM5C genes. Could you determine if there's any synthetic genetic interaction between these mutations in this triple-negative breast cancer cell line? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
CHEK1,VEGFA,MDAMB231,synthetic lethality,"We're examining the effects of dual mutations in CHEK1 and VEGFA genes within the MDAMB231 triple-negative breast cancer cell line. Could you determine if there's any synthetic genetic interaction between these mutations, and if so, what is the nature of this interaction?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're examining the effects of dual mutations in CHEK1 and VEGFA genes within the MDAMB231 triple-negative breast cancer cell line. Could you determine if there's any synthetic genetic interaction between these mutations, and if so, what is the nature of this interaction? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
RAD51,KMT2D,MDAMB231,synthetic lethality,We're planning to perform a genetic study in MDAMB231 cells where both RAD51 and KMT2D are inactivated. Could you tell me whether there would be any synthetic genetic interaction between these two mutations?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're planning to perform a genetic study in MDAMB231 cells where both RAD51 and KMT2D are inactivated. Could you tell me whether there would be any synthetic genetic interaction between these two mutations? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
CHEK1,EED,MDAMB231,synthetic lethality,"We've created a double mutation model in MDAMB231 cells with both CHEK1 and EED knockouts. Could you tell me if there's any synthetic genetic interaction between these two mutations, and what the nature of that interaction might be?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've created a double mutation model in MDAMB231 cells with both CHEK1 and EED knockouts. Could you tell me if there's any synthetic genetic interaction between these two mutations, and what the nature of that interaction might be? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
FGFR2,RECQL4,MDAMB231,synthetic lethality,"We're currently studying the effects of dual genetic mutations in the MDAMB231 triple-negative breast cancer cell line. Specifically, we've created a cell population with mutations in both FGFR2 and RECQL4. Could you tell me if there's any synthetic genetic interaction between these two genes in this cellular context?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're currently studying the effects of dual genetic mutations in the MDAMB231 triple-negative breast cancer cell line. Specifically, we've created a cell population with mutations in both FGFR2 and RECQL4. Could you tell me if there's any synthetic genetic interaction between these two genes in this cellular context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
SMARCA4,MAP2K1,MDAMB231,synthetic lethality,We've recently engineered MDAMB231 cells with mutations in both SMARCA4 and MAP2K1. I'm wondering if there's any synthetic genetic interaction between these two genes in this triple-negative breast cancer cell line?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've recently engineered MDAMB231 cells with mutations in both SMARCA4 and MAP2K1. I'm wondering if there's any synthetic genetic interaction between these two genes in this triple-negative breast cancer cell line? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
PRMT5,PARP1,MDAMB231,synthetic lethality,"We're working with the MDAMB231 cell line and have created mutations in both PRMT5 and PARP1. Could you identify if there's any synthetic genetic interaction between these two mutations, and if so, what is the nature of this interaction?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're working with the MDAMB231 cell line and have created mutations in both PRMT5 and PARP1. Could you identify if there's any synthetic genetic interaction between these two mutations, and if so, what is the nature of this interaction? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
