gene_a,gene_b,condition,interaction,user_question,full_query
PIN4,JHD2,DMS,non-sl,"In Saccharomyces cerevisiae, how does the concurrent mutation of PIN4 and JHD2 impact the cellular response when cells are exposed to dimethyl sulfate?","In Saccharomyces cerevisiae, how does the concurrent mutation of PIN4 and JHD2 impact the cellular response when cells are exposed to dimethyl sulfate?"
NUP82,RAD54,DMS,non-sl,"In Saccharomyces cerevisiae with alterations in both NUP82 and RAD54, how does exposure to dimethyl sulfate modify the interplay between these genes?","In Saccharomyces cerevisiae with alterations in both NUP82 and RAD54, how does exposure to dimethyl sulfate modify the interplay between these genes?"
MTG1,DST1,DMS,synthetic lethality,"In Saccharomyces cerevisiae, we have introduced simultaneous mutations in MTG1 and DST1 and are exposing the cells to dimethyl sulfate. Could you explain the synthetic genetic interaction observed under these experimental conditions?","In Saccharomyces cerevisiae, we have introduced simultaneous mutations in MTG1 and DST1 and are exposing the cells to dimethyl sulfate. Could you explain the synthetic genetic interaction observed under these experimental conditions?"
MTG1,SET2,DMS,non-sl,"In Saccharomyces cerevisiae, how does the simultaneous mutation of MTG1 and SET2 affect cell behavior when the cells are challenged with dimethyl sulfate, compared to the impact of each mutation alone?","In Saccharomyces cerevisiae, how does the simultaneous mutation of MTG1 and SET2 affect cell behavior when the cells are challenged with dimethyl sulfate, compared to the impact of each mutation alone?"
YHL012W,DST1,DMS,non-sl,"In Saccharomyces cerevisiae, under dimethyl sulfate treatment, how does concurrent mutation of YHL012W and DST1 affect the observed synthetic genetic interaction?","In Saccharomyces cerevisiae, under dimethyl sulfate treatment, how does concurrent mutation of YHL012W and DST1 affect the observed synthetic genetic interaction?"
ABC1,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae, how does the simultaneous mutation of ABC1 and RPD3 impact the genetic network when cells are exposed to dimethyl sulfate?","In Saccharomyces cerevisiae, how does the simultaneous mutation of ABC1 and RPD3 impact the genetic network when cells are exposed to dimethyl sulfate?"
ABC1,ELC1,DMS,non-sl,"In Saccharomyces cerevisiae exposed to dimethyl sulfate, how does the simultaneous mutation of ABC1 and ELC1 affect the overall genetic interaction between these loci?","In Saccharomyces cerevisiae exposed to dimethyl sulfate, how does the simultaneous mutation of ABC1 and ELC1 affect the overall genetic interaction between these loci?"
MUP1,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae cells engineered to harbor mutations in both MUP1 and RPD3 and subsequently exposed to dimethyl sulfate, what synthetic genetic interaction emerges between the two altered genes?","In Saccharomyces cerevisiae cells engineered to harbor mutations in both MUP1 and RPD3 and subsequently exposed to dimethyl sulfate, what synthetic genetic interaction emerges between the two altered genes?"
FMP33,SET2,DMS,synthetic lethality,"In Saccharomyces cerevisiae, how does the concurrent mutation of FMP33 and SET2 affect the cells when exposed to dimethyl sulfate in terms of synthetic genetic interaction?","In Saccharomyces cerevisiae, how does the concurrent mutation of FMP33 and SET2 affect the cells when exposed to dimethyl sulfate in terms of synthetic genetic interaction?"
FMP33,TEP1,DMS,non-sl,"In Saccharomyces cerevisiae, under dimethyl sulfate treatment, what synthetic genetic interaction emerges when both FMP33 and TEP1 are concurrently mutated?","In Saccharomyces cerevisiae, under dimethyl sulfate treatment, what synthetic genetic interaction emerges when both FMP33 and TEP1 are concurrently mutated?"
VPS74,SET2,DMS,non-sl,"In Saccharomyces cerevisiae treated with dimethyl sulfate, could you explain how the concurrent mutations in VPS74 and SET2 affect the overall genetic interaction between these factors?","In Saccharomyces cerevisiae treated with dimethyl sulfate, could you explain how the concurrent mutations in VPS74 and SET2 affect the overall genetic interaction between these factors?"
IMP2,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae, when IMP2 and RPD3 are both mutated and the cells are exposed to dimethyl sulfate, what is the nature of the genetic interplay observed?","In Saccharomyces cerevisiae, when IMP2 and RPD3 are both mutated and the cells are exposed to dimethyl sulfate, what is the nature of the genetic interplay observed?"
IMP2,RAD2,DMS,non-sl,"In Saccharomyces cerevisiae, how does the simultaneous mutation of IMP2 and RAD2 influence genetic interactions when cells are exposed to dimethyl sulfate?","In Saccharomyces cerevisiae, how does the simultaneous mutation of IMP2 and RAD2 influence genetic interactions when cells are exposed to dimethyl sulfate?"
POL30,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae strains with altered POL30 and RPD3, how does exposure to dimethyl sulfate affect the synthetic genetic interaction between these genes?","In Saccharomyces cerevisiae strains with altered POL30 and RPD3, how does exposure to dimethyl sulfate affect the synthetic genetic interaction between these genes?"
SPT8,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae, how does the simultaneous alteration of SPT8 and RPD3 impact genetic behavior when cells are challenged with dimethyl sulfate?","In Saccharomyces cerevisiae, how does the simultaneous alteration of SPT8 and RPD3 impact genetic behavior when cells are challenged with dimethyl sulfate?"
SPT8,CHD1,DMS,non-sl,"In Saccharomyces cerevisiae, when both SPT8 and CHD1 are concurrently mutated and the cells are challenged with dimethyl sulfate, what kind of genetic interplay becomes apparent in terms of cellular viability or other observable phenotypes?","In Saccharomyces cerevisiae, when both SPT8 and CHD1 are concurrently mutated and the cells are challenged with dimethyl sulfate, what kind of genetic interplay becomes apparent in terms of cellular viability or other observable phenotypes?"
YFL040W,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae, how does a simultaneous mutation in YFL040W and RPD3 affect cellular viability when the cells are exposed to dimethyl sulfate?","In Saccharomyces cerevisiae, how does a simultaneous mutation in YFL040W and RPD3 affect cellular viability when the cells are exposed to dimethyl sulfate?"
UMP1,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae, how does the concurrent mutation of UMP1 and RPD3 impact cellular behavior when the cells are treated with dimethyl sulfate?","In Saccharomyces cerevisiae, how does the concurrent mutation of UMP1 and RPD3 impact cellular behavior when the cells are treated with dimethyl sulfate?"
UMP1,BDF2,DMS,non-sl,"In Saccharomyces cerevisiae, with simultaneous mutations in UMP1 and BDF2 under dimethyl sulfate exposure, what phenotype does the genetic interaction between these loci produce?","In Saccharomyces cerevisiae, with simultaneous mutations in UMP1 and BDF2 under dimethyl sulfate exposure, what phenotype does the genetic interaction between these loci produce?"
YOR050C,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae, how does the concurrent mutation of YOR050C and RPD3 affect the genetic interaction when the cells are treated with dimethyl sulfate?","In Saccharomyces cerevisiae, how does the concurrent mutation of YOR050C and RPD3 affect the genetic interaction when the cells are treated with dimethyl sulfate?"
YER188W,RAD54,DMS,synthetic lethality,"In Saccharomyces cerevisiae exposed to dimethyl sulfate, how do the concurrent mutations in YER188W and RAD54 interact at the genetic level?","In Saccharomyces cerevisiae exposed to dimethyl sulfate, how do the concurrent mutations in YER188W and RAD54 interact at the genetic level?"
YER188W,SAK1,DMS,non-sl,"In Saccharomyces cerevisiae, how might the simultaneous disruption of YER188W and SAK1 influence cellular behavior when cells are exposed to dimethyl sulfate?","In Saccharomyces cerevisiae, how might the simultaneous disruption of YER188W and SAK1 influence cellular behavior when cells are exposed to dimethyl sulfate?"
MBB1,RAD54,DMS,non-sl,"In Saccharomyces cerevisiae exposed to dimethyl sulfate, how does the simultaneous mutation of MBB1 and RAD54 affect the overall genetic interplay?","In Saccharomyces cerevisiae exposed to dimethyl sulfate, how does the simultaneous mutation of MBB1 and RAD54 affect the overall genetic interplay?"
YOR019W,RAD9,DMS,synthetic lethality,"In Saccharomyces cerevisiae, how does the concurrent mutation of YOR019W and RAD9 affect cell behavior when treated with dimethyl sulfate?","In Saccharomyces cerevisiae, how does the concurrent mutation of YOR019W and RAD9 affect cell behavior when treated with dimethyl sulfate?"
YOR019W,PLC1,DMS,non-sl,"In Saccharomyces cerevisiae, if we generate a strain with concurrent mutations in YOR019W and PLC1 and expose it to dimethyl sulfate, what form of synthetic genetic interaction should we expect to observe?","In Saccharomyces cerevisiae, if we generate a strain with concurrent mutations in YOR019W and PLC1 and expose it to dimethyl sulfate, what form of synthetic genetic interaction should we expect to observe?"
LOT5,RAD9,DMS,non-sl,"In Saccharomyces cerevisiae, we engineered a strain with concurrent mutations in LOT5 and RAD9 and exposed it to dimethyl sulfate; could you detail the synthetic genetic interaction that emerges under these conditions?","In Saccharomyces cerevisiae, we engineered a strain with concurrent mutations in LOT5 and RAD9 and exposed it to dimethyl sulfate; could you detail the synthetic genetic interaction that emerges under these conditions?"
BUD8,BDF1,DMS,synthetic lethality,"In Saccharomyces cerevisiae carrying simultaneous mutations in BUD8 and BDF1 and subjected to a treatment with dimethyl sulfate, how does the combination affect genetic interaction outcomes?","In Saccharomyces cerevisiae carrying simultaneous mutations in BUD8 and BDF1 and subjected to a treatment with dimethyl sulfate, how does the combination affect genetic interaction outcomes?"
BUD8,SIN3,DMS,non-sl,"In Saccharomyces cerevisiae, how does the simultaneous mutation of BUD8 and SIN3 influence cellular behavior under exposure to dimethyl sulfate, and what synthetic genetic interaction is observed?","In Saccharomyces cerevisiae, how does the simultaneous mutation of BUD8 and SIN3 influence cellular behavior under exposure to dimethyl sulfate, and what synthetic genetic interaction is observed?"
PAU17,BDF1,DMS,non-sl,"In Saccharomyces cerevisiae subjected to dimethyl sulfate treatment, how does the concurrent mutation of PAU17 and BDF1 affect cellular interactions, and what synthetic genetic relationship emerges under this condition?","In Saccharomyces cerevisiae subjected to dimethyl sulfate treatment, how does the concurrent mutation of PAU17 and BDF1 affect cellular interactions, and what synthetic genetic relationship emerges under this condition?"
YPT1,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae exposed to dimethyl sulfate, how does the simultaneous mutation of YPT1 and RPD3 influence cell viability and phenotype?","In Saccharomyces cerevisiae exposed to dimethyl sulfate, how does the simultaneous mutation of YPT1 and RPD3 influence cell viability and phenotype?"
YPT1,YLR422W,DMS,non-sl,"In Saccharomyces cerevisiae carrying mutations in YPT1 and YLR422W, how do these alterations interact at the genetic level when the cells are exposed to dimethyl sulfate?","In Saccharomyces cerevisiae carrying mutations in YPT1 and YLR422W, how do these alterations interact at the genetic level when the cells are exposed to dimethyl sulfate?"
DYN2,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae, how does the concurrent mutation of DYN2 and RPD3 influence synthetic genetic interaction when cells are exposed to dimethyl sulfate?","In Saccharomyces cerevisiae, how does the concurrent mutation of DYN2 and RPD3 influence synthetic genetic interaction when cells are exposed to dimethyl sulfate?"
MRT4,RAD51,DMS,synthetic lethality,"In Saccharomyces cerevisiae exposed to dimethyl sulfate, what genetic interplay is observed when both MRT4 and RAD51 are inactivated?","In Saccharomyces cerevisiae exposed to dimethyl sulfate, what genetic interplay is observed when both MRT4 and RAD51 are inactivated?"
MRT4,TEL1,DMS,non-sl,"In Saccharomyces cerevisiae, we've produced a strain with concurrent mutations in MRT4 and TEL1 and exposed it to dimethyl sulfate. Can you help clarify the synthetic genetic interaction that emerges under these conditions?","In Saccharomyces cerevisiae, we've produced a strain with concurrent mutations in MRT4 and TEL1 and exposed it to dimethyl sulfate. Can you help clarify the synthetic genetic interaction that emerges under these conditions?"
YPR078C,RAD51,DMS,non-sl,"In Saccharomyces cerevisiae, we engineered concurrent mutations in YPR078C and RAD51 and then exposed the strain to dimethyl sulfate; could you provide your analysis on how these combined lesions affect cellular viability or function under these conditions?","In Saccharomyces cerevisiae, we engineered concurrent mutations in YPR078C and RAD51 and then exposed the strain to dimethyl sulfate; could you provide your analysis on how these combined lesions affect cellular viability or function under these conditions?"
CTK2,RAD23,DMS,synthetic lethality,"In Saccharomyces cerevisiae mutants with alterations in both CTK2 and RAD23, how does the exposure to dimethyl sulfate impact cellular viability, and what synthetic genetic interaction emerges under these conditions?","In Saccharomyces cerevisiae mutants with alterations in both CTK2 and RAD23, how does the exposure to dimethyl sulfate impact cellular viability, and what synthetic genetic interaction emerges under these conditions?"
CTK2,CDC73,DMS,non-sl,"In Saccharomyces cerevisiae harboring concurrent mutations in CTK2 and CDC73 and exposed to dimethyl sulfate, what synthetic genetic interaction is exhibited?","In Saccharomyces cerevisiae harboring concurrent mutations in CTK2 and CDC73 and exposed to dimethyl sulfate, what synthetic genetic interaction is exhibited?"
YBR113W,RAD23,DMS,non-sl,"In Saccharomyces cerevisiae strains bearing concurrent mutations in YBR113W and RAD23 and exposed to dimethyl sulfate, what synthetic genetic interaction has been observed?","In Saccharomyces cerevisiae strains bearing concurrent mutations in YBR113W and RAD23 and exposed to dimethyl sulfate, what synthetic genetic interaction has been observed?"
AAT2,RAD23,DMS,synthetic lethality,"In Saccharomyces cerevisiae strains harboring mutations in both AAT2 and RAD23, how does the genetic interaction manifest when the cells are exposed to dimethyl sulfate?","In Saccharomyces cerevisiae strains harboring mutations in both AAT2 and RAD23, how does the genetic interaction manifest when the cells are exposed to dimethyl sulfate?"
AAT2,SIN3,DMS,non-sl,"In Saccharomyces cerevisiae, when both AAT2 and SIN3 are concurrently mutated and the cells are exposed to dimethyl sulfate, what synthetic genetic interaction is observed?","In Saccharomyces cerevisiae, when both AAT2 and SIN3 are concurrently mutated and the cells are exposed to dimethyl sulfate, what synthetic genetic interaction is observed?"
SSA1,RAD23,DMS,non-sl,"In Saccharomyces cerevisiae subjected to dimethyl sulfate treatment, how does the concurrent mutation of SSA1 and RAD23 affect cellular behavior, and what genetic interaction emerges from this combination?","In Saccharomyces cerevisiae subjected to dimethyl sulfate treatment, how does the concurrent mutation of SSA1 and RAD23 affect cellular behavior, and what genetic interaction emerges from this combination?"
ECM5,SGS1,DMS,synthetic lethality,"In Saccharomyces cerevisiae cells with concurrent disruptions in ECM5 and SGS1, how does exposure to dimethyl sulfate impact the observed genetic interplay between these two mutations?","In Saccharomyces cerevisiae cells with concurrent disruptions in ECM5 and SGS1, how does exposure to dimethyl sulfate impact the observed genetic interplay between these two mutations?"
ECM5,DUN1,DMS,non-sl,"In Saccharomyces cerevisiae subjected to dimethyl sulfate treatment, how does the simultaneous mutation of ECM5 and DUN1 affect the organism in terms of synthetic genetic interaction?","In Saccharomyces cerevisiae subjected to dimethyl sulfate treatment, how does the simultaneous mutation of ECM5 and DUN1 affect the organism in terms of synthetic genetic interaction?"
NAS2,SGS1,DMS,non-sl,"In Saccharomyces cerevisiae bearing mutations in both NAS2 and SGS1, when cells are exposed to dimethyl sulfate, what synthetic genetic outcomes have been observed?","In Saccharomyces cerevisiae bearing mutations in both NAS2 and SGS1, when cells are exposed to dimethyl sulfate, what synthetic genetic outcomes have been observed?"
MRE11,RAD23,DMS,synthetic lethality,"In Saccharomyces cerevisiae cells exposed to dimethyl sulfate, what genetic interaction emerges when both the MRE11 and RAD23 genes are concurrently mutated?","In Saccharomyces cerevisiae cells exposed to dimethyl sulfate, what genetic interaction emerges when both the MRE11 and RAD23 genes are concurrently mutated?"
MRE11,ELC1,DMS,non-sl,"In Saccharomyces cerevisiae, when both MRE11 and ELC1 are concurrently mutated and the cells are exposed to dimethyl sulfate, what synthetic genetic interaction is observed under these treatment conditions?","In Saccharomyces cerevisiae, when both MRE11 and ELC1 are concurrently mutated and the cells are exposed to dimethyl sulfate, what synthetic genetic interaction is observed under these treatment conditions?"
YJR154W,RAD23,DMS,non-sl,"In Saccharomyces cerevisiae, how does the concurrent mutation of YJR154W and RAD23 affect cell behavior when cells are exposed to dimethyl sulfate, and what synthetic interaction emerges from this combination?","In Saccharomyces cerevisiae, how does the concurrent mutation of YJR154W and RAD23 affect cell behavior when cells are exposed to dimethyl sulfate, and what synthetic interaction emerges from this combination?"
YNL226W,RAD23,DMS,synthetic lethality,"In Saccharomyces cerevisiae, how would the concurrent mutation of YNL226W and RAD23 impact cellular genetics when the cells are subjected to dimethyl sulfate treatment?","In Saccharomyces cerevisiae, how would the concurrent mutation of YNL226W and RAD23 impact cellular genetics when the cells are subjected to dimethyl sulfate treatment?"
YNL226W,RAD2,DMS,non-sl,"In Saccharomyces cerevisiae, with a concurrent mutation in YNL226W and RAD2 under exposure to dimethyl sulfate, what synthetic genetic effect is observed?","In Saccharomyces cerevisiae, with a concurrent mutation in YNL226W and RAD2 under exposure to dimethyl sulfate, what synthetic genetic effect is observed?"
DAM1,RAD23,DMS,non-sl,"In Saccharomyces cerevisiae, when DAM1 and RAD23 are simultaneously mutated and the cells are exposed to dimethyl sulfate, what synthetic genetic interaction is observed?","In Saccharomyces cerevisiae, when DAM1 and RAD23 are simultaneously mutated and the cells are exposed to dimethyl sulfate, what synthetic genetic interaction is observed?"
RIM20,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae with the RIM20 and RPD3 genes concurrently altered, how does exposure to dimethyl sulfate modulate their genetic interplay?","In Saccharomyces cerevisiae with the RIM20 and RPD3 genes concurrently altered, how does exposure to dimethyl sulfate modulate their genetic interplay?"
RIM20,RAD2,DMS,non-sl,"In Saccharomyces cerevisiae, we generated a strain with concurrent mutations in RIM20 and RAD2 and exposed it to dimethyl sulfate. Could you explain the observed interaction between these genetic alterations under this chemical treatment?","In Saccharomyces cerevisiae, we generated a strain with concurrent mutations in RIM20 and RAD2 and exposed it to dimethyl sulfate. Could you explain the observed interaction between these genetic alterations under this chemical treatment?"
YLR050C,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae, when cells carrying mutations in YLR050C and RPD3 are grown in the presence of dimethyl sulfate, how do the combined genetic alterations influence the overall cellular phenotype?","In Saccharomyces cerevisiae, when cells carrying mutations in YLR050C and RPD3 are grown in the presence of dimethyl sulfate, how do the combined genetic alterations influence the overall cellular phenotype?"
YMR086W,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae, how does the simultaneous mutation of YMR086W and RPD3 influence cellular responses when cells are exposed to dimethyl sulfate?","In Saccharomyces cerevisiae, how does the simultaneous mutation of YMR086W and RPD3 influence cellular responses when cells are exposed to dimethyl sulfate?"
YMR086W,CDC4,DMS,non-sl,"In Saccharomyces cerevisiae subjected to dimethyl sulfate treatment, what results are seen when both YMR086W and CDC4 are concurrently altered?","In Saccharomyces cerevisiae subjected to dimethyl sulfate treatment, what results are seen when both YMR086W and CDC4 are concurrently altered?"
LRE1,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae, when cells harbor concurrent mutations in LRE1 and RPD3 and are subjected to a dimethyl sulfate treatment, what synthetic genetic interaction would you expect to see?","In Saccharomyces cerevisiae, when cells harbor concurrent mutations in LRE1 and RPD3 and are subjected to a dimethyl sulfate treatment, what synthetic genetic interaction would you expect to see?"
EAR1,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae, when mutations in EAR1 and RPD3 are introduced concurrently and the cells are exposed to dimethyl sulfate, what synthetic genetic interaction is observed?","In Saccharomyces cerevisiae, when mutations in EAR1 and RPD3 are introduced concurrently and the cells are exposed to dimethyl sulfate, what synthetic genetic interaction is observed?"
EAR1,CUL3,DMS,non-sl,"In Saccharomyces cerevisiae exposed to dimethyl sulfate, what synthetic relationship arises when both EAR1 and CUL3 are concurrently mutated?","In Saccharomyces cerevisiae exposed to dimethyl sulfate, what synthetic relationship arises when both EAR1 and CUL3 are concurrently mutated?"
NRG2,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae cells bearing concurrent mutations in NRG2 and RPD3 and exposed to dimethyl sulfate, what synthetic genetic interaction do you observe?","In Saccharomyces cerevisiae cells bearing concurrent mutations in NRG2 and RPD3 and exposed to dimethyl sulfate, what synthetic genetic interaction do you observe?"
CTF4,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae, how does the concurrent mutation of CTF4 and RPD3 affect cellular responses when the cells are exposed to dimethyl sulfate?","In Saccharomyces cerevisiae, how does the concurrent mutation of CTF4 and RPD3 affect cellular responses when the cells are exposed to dimethyl sulfate?"
CTF4,ELC1,DMS,non-sl,"In Saccharomyces cerevisiae, how does the combined inactivation of CTF4 and ELC1 influence the cellular response when the cells are exposed to dimethyl sulfate?","In Saccharomyces cerevisiae, how does the combined inactivation of CTF4 and ELC1 influence the cellular response when the cells are exposed to dimethyl sulfate?"
MIC14,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae subjected to dimethyl sulfate treatment, how do concurrent mutations in MIC14 and RPD3 interact to affect the cellular phenotype?","In Saccharomyces cerevisiae subjected to dimethyl sulfate treatment, how do concurrent mutations in MIC14 and RPD3 interact to affect the cellular phenotype?"
KAP122,RAD54,DMS,synthetic lethality,"In Saccharomyces cerevisiae, how does the concurrent mutation of KAP122 and RAD54 influence cellular behavior when cells are treated with dimethyl sulfate?","In Saccharomyces cerevisiae, how does the concurrent mutation of KAP122 and RAD54 influence cellular behavior when cells are treated with dimethyl sulfate?"
KAP122,SET2,DMS,non-sl,"In Saccharomyces cerevisiae with simultaneous mutations in the KAP122 and SET2 genes, how does exposure to dimethyl sulfate influence the genetic interplay between these alterations?","In Saccharomyces cerevisiae with simultaneous mutations in the KAP122 and SET2 genes, how does exposure to dimethyl sulfate influence the genetic interplay between these alterations?"
TRZ1,RAD54,DMS,non-sl,"In Saccharomyces cerevisiae, how does the concurrent mutation of TRZ1 and RAD54 affect the cellular response when the cells are exposed to dimethyl sulfate?","In Saccharomyces cerevisiae, how does the concurrent mutation of TRZ1 and RAD54 affect the cellular response when the cells are exposed to dimethyl sulfate?"
HAT2,RAD23,DMS,synthetic lethality,"In Saccharomyces cerevisiae, if cells with mutations in both HAT2 and RAD23 are exposed to dimethyl sulfate, what synthetic genetic interaction emerges under this condition?","In Saccharomyces cerevisiae, if cells with mutations in both HAT2 and RAD23 are exposed to dimethyl sulfate, what synthetic genetic interaction emerges under this condition?"
HAT2,ELG1,DMS,non-sl,"In Saccharomyces cerevisiae cells carrying mutations in both HAT2 and ELG1 that are subsequently exposed to dimethyl sulfate, what synthetic genetic interaction would you expect to observe?","In Saccharomyces cerevisiae cells carrying mutations in both HAT2 and ELG1 that are subsequently exposed to dimethyl sulfate, what synthetic genetic interaction would you expect to observe?"
IMD4,RAD23,DMS,non-sl,"In Saccharomyces cerevisiae, how does the genetic interplay manifest when both IMD4 and RAD23 are concurrently mutated and the cells are subjected to dimethyl sulfate treatment?","In Saccharomyces cerevisiae, how does the genetic interplay manifest when both IMD4 and RAD23 are concurrently mutated and the cells are subjected to dimethyl sulfate treatment?"
MRPL1,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae carrying mutations in MRPL1 and RPD3 and exposed to dimethyl sulfate, could you elaborate on the observed synthetic genetic interaction between these genes?","In Saccharomyces cerevisiae carrying mutations in MRPL1 and RPD3 and exposed to dimethyl sulfate, could you elaborate on the observed synthetic genetic interaction between these genes?"
MRPL1,HO,DMS,non-sl,"In Saccharomyces cerevisiae exposed to dimethyl sulfate, what genetic interplay is observed when both MRPL1 and HO are concurrently mutated?","In Saccharomyces cerevisiae exposed to dimethyl sulfate, what genetic interplay is observed when both MRPL1 and HO are concurrently mutated?"
RPS22B,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae, if both RPS22B and RPD3 are concurrently mutated and the cells are exposed to dimethyl sulfate, what synthetic genetic interaction is observed under these conditions?","In Saccharomyces cerevisiae, if both RPS22B and RPD3 are concurrently mutated and the cells are exposed to dimethyl sulfate, what synthetic genetic interaction is observed under these conditions?"
ATP22,RPD3,DMS,synthetic lethality,"In Saccharomyces cerevisiae, how does the concurrent mutation of ATP22 and RPD3 influence the genetic interaction when cells are exposed to dimethyl sulfate?","In Saccharomyces cerevisiae, how does the concurrent mutation of ATP22 and RPD3 influence the genetic interaction when cells are exposed to dimethyl sulfate?"
ATP22,YNL097C,DMS,non-sl,"In Saccharomyces cerevisiae, how does the concurrent alteration of ATP22 and YNL097C influence cellular response when exposed to dimethyl sulfate?","In Saccharomyces cerevisiae, how does the concurrent alteration of ATP22 and YNL097C influence cellular response when exposed to dimethyl sulfate?"
RPC82,RPD3,DMS,non-sl,"In Saccharomyces cerevisiae, when both RPC82 and RPD3 are mutated and the cells are exposed to dimethyl sulfate, what synthetic genetic interaction emerges under these conditions?","In Saccharomyces cerevisiae, when both RPC82 and RPD3 are mutated and the cells are exposed to dimethyl sulfate, what synthetic genetic interaction emerges under these conditions?"
COQ1,RAD54,DMS,synthetic lethality,"In Saccharomyces cerevisiae, how does the genetic interplay appear when both COQ1 and RAD54 are concurrently altered under the influence of dimethyl sulfate treatment?","In Saccharomyces cerevisiae, how does the genetic interplay appear when both COQ1 and RAD54 are concurrently altered under the influence of dimethyl sulfate treatment?"
