gene_a,gene_b,cell_line,interaction,user_question,experiment_instruction,full_query
TDP1,MGMT,MDAMB231,synthetic lethality,I'm investigating a potential genetic relationship in our breast cancer model. Could you tell me what synthetic genetic interaction occurs when TDP1 and MGMT are both mutated in the MDAMB231 cell line?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","I'm investigating a potential genetic relationship in our breast cancer model. Could you tell me what synthetic genetic interaction occurs when TDP1 and MGMT are both mutated in the MDAMB231 cell line? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
EGFR,KRAS,MDAMB231,synthetic lethality,We've engineered MDAMB231 cells with mutations in both EGFR and KRAS genes. I'm interested in determining what synthetic genetic interaction might exist between these two mutations in this triple-negative breast cancer cell line. Can you tell me what we should expect?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've engineered MDAMB231 cells with mutations in both EGFR and KRAS genes. I'm interested in determining what synthetic genetic interaction might exist between these two mutations in this triple-negative breast cancer cell line. Can you tell me what we should expect? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
SMO,EIF1AX,MDAMB231,synthetic lethality,We've created a double knockout of SMO and EIF1AX in the MDAMB231 triple-negative breast cancer cell line. Could you tell me if there's any synthetic genetic interaction between these two genes in this cellular context?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've created a double knockout of SMO and EIF1AX in the MDAMB231 triple-negative breast cancer cell line. Could you tell me if there's any synthetic genetic interaction between these two genes in this cellular context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
RAD51,KMT2D,MDAMB231,synthetic lethality,We are investigating a dual knockout of RAD51 and KMT2D in MDAMB231 triple-negative breast cancer cells. Could you tell me what type of synthetic genetic interaction might exist between these two mutations in this cell line?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We are investigating a dual knockout of RAD51 and KMT2D in MDAMB231 triple-negative breast cancer cells. Could you tell me what type of synthetic genetic interaction might exist between these two mutations in this cell line? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
APEX2,EIF1AX,MDAMB231,synthetic lethality,We're investigating the potential synthetic genetic interaction between APEX2 and EIF1AX in MDAMB231 triple-negative breast cancer cells. Could you tell me if there's any significant interaction when both genes are mutated simultaneously in this cell line?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're investigating the potential synthetic genetic interaction between APEX2 and EIF1AX in MDAMB231 triple-negative breast cancer cells. Could you tell me if there's any significant interaction when both genes are mutated simultaneously in this cell line? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
SMARCA4,ERCC4,MDAMB231,synthetic lethality,We're interested in characterizing potential synthetic genetic interactions between SMARCA4 and ERCC4 mutations in the MDAMB231 triple-negative breast cancer cell line. Could you tell me if there's any synthetic genetic interaction when both genes are mutated concurrently in this context?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're interested in characterizing potential synthetic genetic interactions between SMARCA4 and ERCC4 mutations in the MDAMB231 triple-negative breast cancer cell line. Could you tell me if there's any synthetic genetic interaction when both genes are mutated concurrently in this context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
FGFR2,STK11,MDAMB231,synthetic lethality,We're conducting a gene mutation study in MDAMB231 cells where we've generated lines with mutations in both FGFR2 and STK11. Could you help determine what synthetic genetic interaction might exist between these two mutated genes in this particular cell line?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're conducting a gene mutation study in MDAMB231 cells where we've generated lines with mutations in both FGFR2 and STK11. Could you help determine what synthetic genetic interaction might exist between these two mutated genes in this particular cell line? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
BRAF,TP53,MDAMB231,synthetic lethality,We're investigating the effects of simultaneous mutations in BRAF and TP53 in the MDAMB231 breast cancer cell line. Could you tell me what synthetic genetic interaction might exist between these two mutated genes in this cellular context?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're investigating the effects of simultaneous mutations in BRAF and TP53 in the MDAMB231 breast cancer cell line. Could you tell me what synthetic genetic interaction might exist between these two mutated genes in this cellular context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
USP1,MGMT,MDAMB231,synthetic lethality,We're planning to knock out both USP1 and MGMT in MDAMB231 triple-negative breast cancer cells. Could you tell me if there's a synthetic genetic interaction between these two genes in this cellular context?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're planning to knock out both USP1 and MGMT in MDAMB231 triple-negative breast cancer cells. Could you tell me if there's a synthetic genetic interaction between these two genes in this cellular context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
SMARCA4,MAP2K1,MDAMB231,synthetic lethality,"We're conducting a study of concurrent mutations in the MDAMB231 breast cancer cell line, specifically looking at SMARCA4 and MAP2K1. Could you tell me if there would be any synthetic genetic interaction between these two genes when both are mutated in this cellular context?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're conducting a study of concurrent mutations in the MDAMB231 breast cancer cell line, specifically looking at SMARCA4 and MAP2K1. Could you tell me if there would be any synthetic genetic interaction between these two genes when both are mutated in this cellular context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
APC,AURKA,MDAMB231,synthetic lethality,We observed co-mutations in APC and AURKA genes in our MDAMB231 cell line. I'm interested in determining if there is any synthetic genetic interaction between these mutations and what phenotypic effects this combination might produce. Has anyone characterized this interaction?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We observed co-mutations in APC and AURKA genes in our MDAMB231 cell line. I'm interested in determining if there is any synthetic genetic interaction between these mutations and what phenotypic effects this combination might produce. Has anyone characterized this interaction? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
XRCC1,UHRF1,MDAMB231,synthetic lethality,We've engineered MDAMB231 cells with mutations in both XRCC1 and UHRF1. Could you tell me what synthetic genetic interaction might exist between these two mutations in this triple-negative breast cancer cell line?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've engineered MDAMB231 cells with mutations in both XRCC1 and UHRF1. Could you tell me what synthetic genetic interaction might exist between these two mutations in this triple-negative breast cancer cell line? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
PRMT5,PARP1,MDAMB231,synthetic lethality,I've observed that PRMT5 and PARP1 mutations coexist in our MDAMB231 breast cancer cell line samples. Could you tell me what synthetic genetic interaction would occur between these two mutations in this specific cellular context?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","I've observed that PRMT5 and PARP1 mutations coexist in our MDAMB231 breast cancer cell line samples. Could you tell me what synthetic genetic interaction would occur between these two mutations in this specific cellular context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
NBN,MYC,MDAMB231,synthetic lethality,I'm investigating the effects of concurrent NBN and MYC mutations in the MDAMB231 triple-negative breast cancer cell line. Could you tell me if there is any synthetic genetic interaction between these two genes in this cellular context?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","I'm investigating the effects of concurrent NBN and MYC mutations in the MDAMB231 triple-negative breast cancer cell line. Could you tell me if there is any synthetic genetic interaction between these two genes in this cellular context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
RAD51,SF3B1,MDAMB231,synthetic lethality,We've induced knockout mutations in both RAD51 and SF3B1 in our MDAMB231 breast cancer cells. Could you help determine if there's any synthetic genetic interaction between these two genes in this particular cell line?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've induced knockout mutations in both RAD51 and SF3B1 in our MDAMB231 breast cancer cells. Could you help determine if there's any synthetic genetic interaction between these two genes in this particular cell line? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
KRAS,PARP8,MDAMB231,synthetic lethality,We've conducted a dual mutation experiment targeting KRAS and PARP8 in the MDAMB231 breast cancer cell line. Could you determine if there's any synthetic genetic interaction between these two mutations and what its nature would be?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've conducted a dual mutation experiment targeting KRAS and PARP8 in the MDAMB231 breast cancer cell line. Could you determine if there's any synthetic genetic interaction between these two mutations and what its nature would be? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
POLE,AHR,MDAMB231,synthetic lethality,"We have generated a double knockout model targeting both POLE and AHR in our MDAMB231 breast cancer cell line. Could you tell me what synthetic genetic interaction, if any, would result from the concurrent loss of these genes?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We have generated a double knockout model targeting both POLE and AHR in our MDAMB231 breast cancer cell line. Could you tell me what synthetic genetic interaction, if any, would result from the concurrent loss of these genes? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
