gene_a,gene_b,cell_line,interaction,user_question,experiment_instruction,full_query
RAD51,PTEN,CAL33,synthetic lethality,We've engineered a RAD51 and PTEN double knockout in our CAL33 head and neck cancer cell line. Could you tell me what synthetic genetic interaction might exist between these two mutations?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've engineered a RAD51 and PTEN double knockout in our CAL33 head and neck cancer cell line. Could you tell me what synthetic genetic interaction might exist between these two mutations? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
GEN1,RAD17,CAL33,synthetic lethality,We've engineered concurrent mutations in GEN1 and RAD17 in our CAL33 cell line for our DNA damage response study. I'm trying to determine if there's any synthetic genetic interaction between these mutations and what cellular effects we might observe. Has anyone characterized this particular gene pair interaction in CAL33?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've engineered concurrent mutations in GEN1 and RAD17 in our CAL33 cell line for our DNA damage response study. I'm trying to determine if there's any synthetic genetic interaction between these mutations and what cellular effects we might observe. Has anyone characterized this particular gene pair interaction in CAL33? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
TET2,KIF11,CAL33,synthetic lethality,"We've been studying the effects of gene knockouts in CAL33 head and neck cancer cells, and I'm curious about the potential synthetic genetic interaction between TET2 and KIF11 mutations. Would co-mutation of these genes produce any synthetic genetic interaction in this cell line?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've been studying the effects of gene knockouts in CAL33 head and neck cancer cells, and I'm curious about the potential synthetic genetic interaction between TET2 and KIF11 mutations. Would co-mutation of these genes produce any synthetic genetic interaction in this cell line? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
SMARCA2,RAD17,CAL33,synthetic lethality,"We're exploring double mutants in the CAL33 head and neck cancer cell line, focusing on SMARCA2 and RAD17 knockouts. What synthetic genetic interaction would result from the simultaneous mutation of these two genes?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're exploring double mutants in the CAL33 head and neck cancer cell line, focusing on SMARCA2 and RAD17 knockouts. What synthetic genetic interaction would result from the simultaneous mutation of these two genes? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
TIPARP,RAD17,CAL33,synthetic lethality,We've been working with CAL33 head and neck cancer cells and introduced mutations in both TIPARP and RAD17. I'm interested in understanding what synthetic genetic interaction might exist between these two genes in this cellular context. Could you help determine if there's any interaction and what its nature might be?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've been working with CAL33 head and neck cancer cells and introduced mutations in both TIPARP and RAD17. I'm interested in understanding what synthetic genetic interaction might exist between these two genes in this cellular context. Could you help determine if there's any interaction and what its nature might be? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
FGFR2,BAP1,CAL33,synthetic lethality,We're conducting a dual mutation experiment targeting FGFR2 and BAP1 in the CAL33 head and neck cancer cell line. Could you determine what synthetic genetic interaction might exist between these two genes in this context?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're conducting a dual mutation experiment targeting FGFR2 and BAP1 in the CAL33 head and neck cancer cell line. Could you determine what synthetic genetic interaction might exist between these two genes in this context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
SETD2,PARP6,CAL33,synthetic lethality,"We're examining the potential synthetic genetic interaction between SETD2 and PARP6 mutations in our CAL33 cell line. Could you determine if there's any significant synthetic genetic interaction between these two mutations, and what its nature might be?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're examining the potential synthetic genetic interaction between SETD2 and PARP6 mutations in our CAL33 cell line. Could you determine if there's any significant synthetic genetic interaction between these two mutations, and what its nature might be? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
GNAQ,PRMT5,CAL33,synthetic lethality,We've engineered CAL33 cells to carry mutations in both GNAQ and PRMT5. Could you determine what synthetic genetic interaction might exist between these two genes in this head and neck cancer cell line?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've engineered CAL33 cells to carry mutations in both GNAQ and PRMT5. Could you determine what synthetic genetic interaction might exist between these two genes in this head and neck cancer cell line? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
AKT1,MYC,CAL33,synthetic lethality,We're investigating the effects of introducing mutations in both AKT1 and MYC genes in our CAL33 head and neck cancer cell line. Could you tell me what synthetic genetic interaction might exist between these two mutated genes in this cellular context?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're investigating the effects of introducing mutations in both AKT1 and MYC genes in our CAL33 head and neck cancer cell line. Could you tell me what synthetic genetic interaction might exist between these two mutated genes in this cellular context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
TIPARP,MLH1,CAL33,synthetic lethality,We're investigating the potential synthetic genetic interaction between TIPARP and MLH1 mutations in our CAL33 cell line. Can you tell me what kind of interaction might exist between these two mutations when they occur simultaneously in this cellular context?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're investigating the potential synthetic genetic interaction between TIPARP and MLH1 mutations in our CAL33 cell line. Can you tell me what kind of interaction might exist between these two mutations when they occur simultaneously in this cellular context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
ERCC2,MYC,CAL33,synthetic lethality,I'm interested in determining the synthetic genetic interaction between mutations in ERCC2 and MYC genes within our CAL33 head and neck cancer cell line. Could you provide insight into how these two mutations might interact with each other in this cellular context?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","I'm interested in determining the synthetic genetic interaction between mutations in ERCC2 and MYC genes within our CAL33 head and neck cancer cell line. Could you provide insight into how these two mutations might interact with each other in this cellular context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
HSP90AA1,ERCC1,CAL33,synthetic lethality,We're investigating the effect of combined mutations in HSP90AA1 and ERCC1 in our CAL33 head and neck cancer cell line. Could you tell me what synthetic genetic interaction would result from these concurrent mutations?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're investigating the effect of combined mutations in HSP90AA1 and ERCC1 in our CAL33 head and neck cancer cell line. Could you tell me what synthetic genetic interaction would result from these concurrent mutations? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
BRCA1,BLM,CAL33,synthetic lethality,We have engineered CAL33 cells with mutations in both BRCA1 and BLM genes. I'm interested in determining what synthetic genetic interaction exists between these two mutations in this head and neck cancer cell line. Can you help identify the interaction phenotype?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We have engineered CAL33 cells with mutations in both BRCA1 and BLM genes. I'm interested in determining what synthetic genetic interaction exists between these two mutations in this head and neck cancer cell line. Can you help identify the interaction phenotype? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
BAP1,SIRT1,CAL33,synthetic lethality,We're examining the genetic interplay between BAP1 and SIRT1 mutations in our CAL33 cell line. Can you tell me what synthetic genetic interaction might exist between these two genes when mutated together?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're examining the genetic interplay between BAP1 and SIRT1 mutations in our CAL33 cell line. Can you tell me what synthetic genetic interaction might exist between these two genes when mutated together? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
TTN,POLD1,CAL33,synthetic lethality,"We've created a CAL33 head and neck cancer cell line with both TTN and POLD1 mutations. Can you tell me what synthetic genetic interaction, if any, would occur between these two mutations?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've created a CAL33 head and neck cancer cell line with both TTN and POLD1 mutations. Can you tell me what synthetic genetic interaction, if any, would occur between these two mutations? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
BRD9,MYC,CAL33,synthetic lethality,"We're exploring the genetic interplay between BRD9 and MYC mutations in our CAL33 head and neck cancer cells. Could you tell me what synthetic genetic interaction, if any, would result from simultaneously mutating both of these genes in this particular cell line?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're exploring the genetic interplay between BRD9 and MYC mutations in our CAL33 head and neck cancer cells. Could you tell me what synthetic genetic interaction, if any, would result from simultaneously mutating both of these genes in this particular cell line? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
NOTCH1,SMARCA2,CAL33,synthetic lethality,We've generated a double knockout of NOTCH1 and SMARCA2 in our CAL33 head and neck cancer cell line. Can you tell me if there's any synthetic genetic interaction between these two mutations and what the phenotypic consequences might be?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've generated a double knockout of NOTCH1 and SMARCA2 in our CAL33 head and neck cancer cell line. Can you tell me if there's any synthetic genetic interaction between these two mutations and what the phenotypic consequences might be? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
