gene_a,gene_b,cell_line,interaction,user_question,experiment_instruction,full_query
POLQ,FBXW7,A427,synthetic lethality,"We're investigating the combined effect of POLQ and FBXW7 mutations in our A427 lung carcinoma cell line. Could you determine the synthetic genetic interaction between these two genes, if one exists?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're investigating the combined effect of POLQ and FBXW7 mutations in our A427 lung carcinoma cell line. Could you determine the synthetic genetic interaction between these two genes, if one exists? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
MLH1,REV3L,A427,synthetic lethality,"We've created a double knockout model in A427 lung cancer cells, targeting both MLH1 and REV3L. I'm interested in determining what synthetic genetic interaction might exist between these two mutations. Could you help us understand the cellular response to this combination?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've created a double knockout model in A427 lung cancer cells, targeting both MLH1 and REV3L. I'm interested in determining what synthetic genetic interaction might exist between these two mutations. Could you help us understand the cellular response to this combination? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
GNAQ,SF3B1,A427,synthetic lethality,We're analyzing the genetic landscape of A427 lung cancer cells with co-occurring mutations in GNAQ and SF3B1. Could you determine if there's any synthetic genetic interaction between these two mutations in this cell line?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're analyzing the genetic landscape of A427 lung cancer cells with co-occurring mutations in GNAQ and SF3B1. Could you determine if there's any synthetic genetic interaction between these two mutations in this cell line? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
FBH1,SF3B1,A427,synthetic lethality,"We are conducting an experiment with dual genetic alterations in the A427 lung cancer cell line, targeting both FBH1 and SF3B1. Could you tell me what synthetic genetic interaction, if any, would result from these concurrent mutations?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We are conducting an experiment with dual genetic alterations in the A427 lung cancer cell line, targeting both FBH1 and SF3B1. Could you tell me what synthetic genetic interaction, if any, would result from these concurrent mutations? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
FBXW7,ERCC4,A427,synthetic lethality,We have a lung carcinoma cell line A427 with mutations in both FBXW7 and ERCC4. I'm wondering what synthetic genetic interaction might exist between these two mutations in this cellular context?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We have a lung carcinoma cell line A427 with mutations in both FBXW7 and ERCC4. I'm wondering what synthetic genetic interaction might exist between these two mutations in this cellular context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
BRD7,FANCM,A427,synthetic lethality,"We are investigating the effect of combined gene mutations in our lung cancer research using the A427 cell line. We've engineered cells with mutations in both BRD7 and FANCM. Could you tell me if there is any synthetic genetic interaction between these two mutations, and what the nature of this interaction might be?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We are investigating the effect of combined gene mutations in our lung cancer research using the A427 cell line. We've engineered cells with mutations in both BRD7 and FANCM. Could you tell me if there is any synthetic genetic interaction between these two mutations, and what the nature of this interaction might be? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
FBH1,POLE,A427,synthetic lethality,We have created a dual mutation in the FBH1 and POLE genes within the A427 lung cancer cell line. Could you tell me what synthetic genetic interaction might occur between these mutations in this cellular context?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We have created a dual mutation in the FBH1 and POLE genes within the A427 lung cancer cell line. Could you tell me what synthetic genetic interaction might occur between these mutations in this cellular context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
RAD18,MYC,A427,synthetic lethality,"We are analyzing genetic interactions in the A427 lung cancer cell line and have created mutations in both RAD18 and MYC. What synthetic genetic interaction, if any, would result from these concurrent mutations?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We are analyzing genetic interactions in the A427 lung cancer cell line and have created mutations in both RAD18 and MYC. What synthetic genetic interaction, if any, would result from these concurrent mutations? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
BRCA2,SHPRH,A427,synthetic lethality,We've been working with the A427 lung cancer cell line and have generated a model with both BRCA2 and SHPRH mutations. Could you help determine if there's any synthetic genetic interaction between these two mutations in this cellular context?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've been working with the A427 lung cancer cell line and have generated a model with both BRCA2 and SHPRH mutations. Could you help determine if there's any synthetic genetic interaction between these two mutations in this cellular context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
CASP8,PARP11,A427,synthetic lethality,We are examining the combined effects of CASP8 and PARP11 mutations in the A427 lung cancer cell line. Could you tell me what synthetic genetic interaction might exist between these two mutated genes?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We are examining the combined effects of CASP8 and PARP11 mutations in the A427 lung cancer cell line. Could you tell me what synthetic genetic interaction might exist between these two mutated genes? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
SRC,EIF1AX,A427,synthetic lethality,"We've engineered a double knockout of SRC and EIF1AX in our A427 lung cancer cell line. Could you help us determine if there's any synthetic genetic interaction between these mutations, and what the nature of this interaction might be?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've engineered a double knockout of SRC and EIF1AX in our A427 lung cancer cell line. Could you help us determine if there's any synthetic genetic interaction between these mutations, and what the nature of this interaction might be? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
POLK,RUNX1,A427,synthetic lethality,"I'm analyzing a dual-knockout experiment where we've created a POLK and RUNX1 mutant line in A427 lung cancer cells. Can you tell me what synthetic genetic interaction, if any, exists between these two genes in this context?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","I'm analyzing a dual-knockout experiment where we've created a POLK and RUNX1 mutant line in A427 lung cancer cells. Can you tell me what synthetic genetic interaction, if any, exists between these two genes in this context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
HDAC6,RUNX1,A427,synthetic lethality,We're conducting a mutation study on A427 lung cancer cells where we've introduced mutations in both HDAC6 and RUNX1. Could you tell me if there's any synthetic genetic interaction between these two genes in this cellular context?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're conducting a mutation study on A427 lung cancer cells where we've introduced mutations in both HDAC6 and RUNX1. Could you tell me if there's any synthetic genetic interaction between these two genes in this cellular context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
MSH6,PARP3,A427,synthetic lethality,We have identified two genetic alterations in our A427 lung cancer cell line - one in MSH6 and another in PARP3. I'm interested in determining whether there's any synthetic genetic interaction between these two mutations when they occur simultaneously in this cell line.,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We have identified two genetic alterations in our A427 lung cancer cell line - one in MSH6 and another in PARP3. I'm interested in determining whether there's any synthetic genetic interaction between these two mutations when they occur simultaneously in this cell line. Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
UBE2I,TP53,A427,synthetic lethality,We've engineered A427 lung cancer cells with concurrent mutations in UBE2I and TP53. Could you determine the synthetic genetic interaction between these two mutated genes in this cell line?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've engineered A427 lung cancer cells with concurrent mutations in UBE2I and TP53. Could you determine the synthetic genetic interaction between these two mutated genes in this cell line? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
POLH,APEX1,A427,synthetic lethality,"We're conducting a study on the simultaneous knockout of POLH and APEX1 in the A427 lung cancer cell line. What would be the synthetic genetic interaction between these two genes, if any exists?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're conducting a study on the simultaneous knockout of POLH and APEX1 in the A427 lung cancer cell line. What would be the synthetic genetic interaction between these two genes, if any exists? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
PARP12,ARID1A,A427,synthetic lethality,We've engineered a double knockout system targeting PARP12 and ARID1A in our A427 lung cancer cells. Could you determine if there's any synthetic genetic interaction between these two genes in this context?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've engineered a double knockout system targeting PARP12 and ARID1A in our A427 lung cancer cells. Could you determine if there's any synthetic genetic interaction between these two genes in this context? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
SF3B1,DGKA,A427,synthetic lethality,We observed mutations in both SF3B1 and DGKA in our A427 lung cancer cell line samples. I'm interested in understanding if there's any synthetic genetic interaction between these two mutations and what the phenotypic consequences might be in this cellular context.,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We observed mutations in both SF3B1 and DGKA in our A427 lung cancer cell line samples. I'm interested in understanding if there's any synthetic genetic interaction between these two mutations and what the phenotypic consequences might be in this cellular context. Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
